           n       Iaprox        E_rel
         560   0.3356E+00   0.6704E-02
         570   0.3280E+00   0.1605E-01
         580   0.3282E+00   0.1530E-01
         590   0.3236E+00   0.2928E-01
         600   0.3300E+00   0.1001E-01
         610   0.3333E+00   0.3602E-04
         620   0.3373E+00   0.1182E-01
         630   0.3360E+00   0.7960E-02
         640   0.3425E+00   0.2743E-01
         650   0.3364E+00   0.9270E-02
         660   0.3371E+00   0.1124E-01
         670   0.3150E+00   0.5487E-01
         680   0.3405E+00   0.2145E-01
         690   0.3356E+00   0.6774E-02
         700   0.3317E+00   0.4795E-02
         710   0.3340E+00   0.1887E-02
         720   0.3428E+00   0.2827E-01
         730   0.3434E+00   0.3017E-01
         740   0.3437E+00   0.3117E-01
         750   0.3198E+00   0.4063E-01
         760   0.3133E+00   0.6023E-01
         770   0.3340E+00   0.2112E-02
         780   0.3462E+00   0.3856E-01
         790   0.3234E+00   0.2991E-01
         800   0.3222E+00   0.3343E-01
         810   0.3425E+00   0.2754E-01
         820   0.3324E+00   0.2898E-02
         830   0.3425E+00   0.2764E-01
         840   0.3246E+00   0.2615E-01
         850   0.3357E+00   0.7000E-02
         860   0.3401E+00   0.2027E-01
         870   0.3482E+00   0.4451E-01
         880   0.3295E+00   0.1158E-01
         890   0.3233E+00   0.2997E-01
         900   0.3399E+00   0.1969E-01
         910   0.3502E+00   0.5064E-01
         920   0.3411E+00   0.2331E-01
         930   0.3199E+00   0.4036E-01
         940   0.3201E+00   0.3968E-01
         950   0.3365E+00   0.9493E-02
         960   0.3512E+00   0.5348E-01
         970   0.3332E+00   0.3141E-03
         980   0.3287E+00   0.1386E-01
         990   0.3369E+00   0.1078E-01
        1000   0.3285E+00   0.1464E-01
        1010   0.3360E+00   0.8003E-02
        1020   0.3373E+00   0.1176E-01
        1030   0.3239E+00   0.2819E-01
        1040   0.3377E+00   0.1306E-01
        1050   0.3326E+00   0.2059E-02
        1060   0.3403E+00   0.2104E-01
        1070   0.3290E+00   0.1315E-01
        1080   0.3429E+00   0.2870E-01
        1090   0.3183E+00   0.4508E-01
        1100   0.3109E+00   0.6731E-01
        1110   0.3362E+00   0.8677E-02
        1120   0.3272E+00   0.1826E-01
        1130   0.3343E+00   0.2948E-02
        1140   0.3379E+00   0.1355E-01
        1150   0.3485E+00   0.4540E-01
        1160   0.3240E+00   0.2790E-01
        1170   0.3374E+00   0.1234E-01
        1180   0.3283E+00   0.1514E-01
        1190   0.3327E+00   0.1952E-02
        1200   0.3389E+00   0.1669E-01
        1210   0.3398E+00   0.1943E-01
        1220   0.3296E+00   0.1128E-01
        1230   0.3347E+00   0.4015E-02
        1240   0.3307E+00   0.7853E-02
        1250   0.3221E+00   0.3384E-01
        1260   0.3336E+00   0.9188E-03
        1270   0.3332E+00   0.2529E-03
        1280   0.3410E+00   0.2309E-01
        1290   0.3226E+00   0.3208E-01
        1300   0.3264E+00   0.2084E-01
        1310   0.3412E+00   0.2348E-01
        1320   0.3438E+00   0.3142E-01
        1330   0.3355E+00   0.6626E-02
        1340   0.3268E+00   0.1969E-01
        1350   0.3399E+00   0.1959E-01
        1360   0.3332E+00   0.4028E-03
        1370   0.3333E+00   0.2006E-03
        1380   0.3498E+00   0.4952E-01
        1390   0.3355E+00   0.6540E-02
        1400   0.3401E+00   0.2026E-01
        1410   0.3252E+00   0.2428E-01
        1420   0.3243E+00   0.2705E-01
        1430   0.3373E+00   0.1193E-01
        1440   0.3424E+00   0.2715E-01
        1450   0.3387E+00   0.1602E-01
        1460   0.3351E+00   0.5288E-02
        1470   0.3462E+00   0.3845E-01
        1480   0.3207E+00   0.3786E-01
        1490   0.3319E+00   0.4190E-02
        1500   0.3383E+00   0.1499E-01
        1510   0.3221E+00   0.3375E-01
        1520   0.3263E+00   0.2096E-01
        1530   0.3290E+00   0.1304E-01
        1540   0.3268E+00   0.1961E-01
        1550   0.3353E+00   0.5800E-02
        1560   0.3361E+00   0.8299E-02
        1570   0.3459E+00   0.3758E-01
        1580   0.3342E+00   0.2642E-02
        1590   0.3274E+00   0.1778E-01
        1600   0.3368E+00   0.1031E-01
        1610   0.3374E+00   0.1215E-01
        1620   0.3399E+00   0.1964E-01
        1630   0.3274E+00   0.1794E-01
        1640   0.3426E+00   0.2775E-01
        1650   0.3342E+00   0.2657E-02
        1660   0.3406E+00   0.2189E-01
        1670   0.3419E+00   0.2566E-01
        1680   0.3433E+00   0.3003E-01
        1690   0.3304E+00   0.8860E-02
        1700   0.3375E+00   0.1258E-01
        1710   0.3332E+00   0.3799E-03
        1720   0.3396E+00   0.1887E-01
        1730   0.3445E+00   0.3350E-01
        1740   0.3204E+00   0.3874E-01
        1750   0.3336E+00   0.7536E-03
        1760   0.3330E+00   0.1143E-02
        1770   0.3365E+00   0.9455E-02
        1780   0.3265E+00   0.2048E-01
        1790   0.3412E+00   0.2363E-01
        1800   0.3298E+00   0.1075E-01
        1810   0.3430E+00   0.2892E-01
        1820   0.3387E+00   0.1601E-01
        1830   0.3366E+00   0.9943E-02
        1840   0.3303E+00   0.9042E-02
        1850   0.3351E+00   0.5318E-02
        1860   0.3372E+00   0.1155E-01
        1870   0.3255E+00   0.2350E-01
        1880   0.3288E+00   0.1356E-01
        1890   0.3153E+00   0.5395E-01
        1900   0.3358E+00   0.7477E-02
        1910   0.3262E+00   0.2137E-01
        1920   0.3302E+00   0.9465E-02
        1930   0.3392E+00   0.1762E-01
        1940   0.3351E+00   0.5170E-02
        1950   0.3497E+00   0.4912E-01
        1960   0.3331E+00   0.8496E-03
        1970   0.3309E+00   0.7345E-02
        1980   0.3410E+00   0.2312E-01
        1990   0.3310E+00   0.7095E-02
        2000   0.3348E+00   0.4335E-02
        2010   0.3378E+00   0.1330E-01
        2020   0.3346E+00   0.3783E-02
        2030   0.3286E+00   0.1433E-01
        2040   0.3368E+00   0.1037E-01
        2050   0.3321E+00   0.3696E-02
        2060   0.3288E+00   0.1353E-01
        2070   0.3398E+00   0.1948E-01
        2080   0.3358E+00   0.7411E-02
        2090   0.3338E+00   0.1321E-02
        2100   0.3397E+00   0.1896E-01
        2110   0.3390E+00   0.1690E-01
        2120   0.3365E+00   0.9410E-02
        2130   0.3314E+00   0.5918E-02
        2140   0.3403E+00   0.2097E-01
        2150   0.3429E+00   0.2867E-01
        2160   0.3348E+00   0.4301E-02
        2170   0.3334E+00   0.8810E-04
        2180   0.3324E+00   0.2793E-02
        2190   0.3319E+00   0.4425E-02
        2200   0.3306E+00   0.8267E-02
        2210   0.3345E+00   0.3468E-02
        2220   0.3375E+00   0.1250E-01
        2230   0.3308E+00   0.7739E-02
        2240   0.3249E+00   0.2523E-01
        2250   0.3475E+00   0.4259E-01
        2260   0.3424E+00   0.2707E-01
        2270   0.3304E+00   0.8842E-02
        2280   0.3308E+00   0.7542E-02
        2290   0.3410E+00   0.2297E-01
        2300   0.3170E+00   0.4887E-01
        2310   0.3305E+00   0.8554E-02
        2320   0.3268E+00   0.1946E-01
        2330   0.3404E+00   0.2128E-01
        2340   0.3356E+00   0.6901E-02
        2350   0.3268E+00   0.1956E-01
        2360   0.3324E+00   0.2658E-02
        2370   0.3280E+00   0.1596E-01
        2380   0.3362E+00   0.8746E-02
        2390   0.3324E+00   0.2696E-02
        2400   0.3339E+00   0.1840E-02
        2410   0.3283E+00   0.1495E-01
        2420   0.3266E+00   0.2019E-01
        2430   0.3268E+00   0.1968E-01
        2440   0.3381E+00   0.1416E-01
        2450   0.3374E+00   0.1226E-01
        2460   0.3309E+00   0.7346E-02
        2470   0.3310E+00   0.6889E-02
        2480   0.3343E+00   0.2956E-02
        2490   0.3392E+00   0.1763E-01
        2500   0.3377E+00   0.1303E-01
        2510   0.3302E+00   0.9361E-02
        2520   0.3266E+00   0.2014E-01
        2530   0.3313E+00   0.6137E-02
        2540   0.3226E+00   0.3210E-01
        2550   0.3181E+00   0.4574E-01
        2560   0.3313E+00   0.6221E-02
        2570   0.3391E+00   0.1730E-01
        2580   0.3389E+00   0.1656E-01
        2590   0.3311E+00   0.6559E-02
        2600   0.3312E+00   0.6282E-02
        2610   0.3316E+00   0.5069E-02
        2620   0.3288E+00   0.1352E-01
        2630   0.3233E+00   0.3010E-01
        2640   0.3314E+00   0.5805E-02
        2650   0.3320E+00   0.4135E-02
        2660   0.3397E+00   0.1896E-01
        2670   0.3414E+00   0.2413E-01
        2680   0.3403E+00   0.2080E-01
        2690   0.3316E+00   0.5286E-02
        2700   0.3237E+00   0.2884E-01
        2710   0.3310E+00   0.7086E-02
        2720   0.3304E+00   0.8754E-02
        2730   0.3371E+00   0.1126E-01
        2740   0.3357E+00   0.7077E-02
        2750   0.3198E+00   0.4048E-01
        2760   0.3341E+00   0.2407E-02
        2770   0.3352E+00   0.5455E-02
        2780   0.3308E+00   0.7585E-02
        2790   0.3377E+00   0.1311E-01
        2800   0.3357E+00   0.7041E-02
        2810   0.3348E+00   0.4505E-02
        2820   0.3399E+00   0.1956E-01
        2830   0.3352E+00   0.5643E-02
        2840   0.3372E+00   0.1168E-01
        2850   0.3313E+00   0.6186E-02
        2860   0.3371E+00   0.1124E-01
        2870   0.3367E+00   0.1003E-01
        2880   0.3402E+00   0.2045E-01
        2890   0.3242E+00   0.2738E-01
        2900   0.3447E+00   0.3409E-01
        2910   0.3402E+00   0.2069E-01
        2920   0.3325E+00   0.2522E-02
        2930   0.3302E+00   0.9524E-02
        2940   0.3387E+00   0.1595E-01
        2950   0.3226E+00   0.3228E-01
        2960   0.3339E+00   0.1755E-02
        2970   0.3433E+00   0.2998E-01
        2980   0.3255E+00   0.2361E-01
        2990   0.3280E+00   0.1585E-01
        3000   0.3412E+00   0.2359E-01
        3010   0.3335E+00   0.4941E-03
        3020   0.3371E+00   0.1126E-01
        3030   0.3261E+00   0.2162E-01
        3040   0.3335E+00   0.5747E-03
        3050   0.3278E+00   0.1662E-01
        3060   0.3406E+00   0.2181E-01
        3070   0.3348E+00   0.4490E-02
        3080   0.3255E+00   0.2346E-01
        3090   0.3253E+00   0.2397E-01
        3100   0.3322E+00   0.3409E-02
        3110   0.3361E+00   0.8426E-02
        3120   0.3496E+00   0.4887E-01
        3130   0.3236E+00   0.2910E-01
        3140   0.3381E+00   0.1415E-01
        3150   0.3262E+00   0.2143E-01
        3160   0.3390E+00   0.1693E-01
        3170   0.3282E+00   0.1531E-01
        3180   0.3369E+00   0.1066E-01
        3190   0.3180E+00   0.4613E-01
        3200   0.3364E+00   0.9240E-02
        3210   0.3284E+00   0.1483E-01
        3220   0.3286E+00   0.1426E-01
        3230   0.3323E+00   0.3064E-02
        3240   0.3398E+00   0.1954E-01
        3250   0.3310E+00   0.6907E-02
        3260   0.3363E+00   0.8959E-02
        3270   0.3331E+00   0.8423E-03
        3280   0.3235E+00   0.2948E-01
        3290   0.3318E+00   0.4650E-02
        3300   0.3295E+00   0.1152E-01
        3310   0.3320E+00   0.3999E-02
        3320   0.3321E+00   0.3701E-02
        3330   0.3332E+00   0.5162E-03
        3340   0.3341E+00   0.2392E-02
        3350   0.3352E+00   0.5546E-02
        3360   0.3407E+00   0.2215E-01
        3370   0.3368E+00   0.1042E-01
        3380   0.3312E+00   0.6301E-02
        3390   0.3301E+00   0.9720E-02
        3400   0.3351E+00   0.5387E-02
        3410   0.3327E+00   0.1972E-02
        3420   0.3411E+00   0.2335E-01
        3430   0.3295E+00   0.1152E-01
        3440   0.3238E+00   0.2845E-01
        3450   0.3317E+00   0.4866E-02
        3460   0.3271E+00   0.1856E-01
        3470   0.3351E+00   0.5264E-02
        3480   0.3361E+00   0.8427E-02
        3490   0.3330E+00   0.1125E-02
        3500   0.3312E+00   0.6520E-02
        3510   0.3337E+00   0.1168E-02
        3520   0.3334E+00   0.1408E-03
        3530   0.3217E+00   0.3504E-01
        3540   0.3300E+00   0.1005E-01
        3550   0.3340E+00   0.2125E-02
        3560   0.3273E+00   0.1812E-01
        3570   0.3230E+00   0.3105E-01
        3580   0.3346E+00   0.3762E-02
        3590   0.3329E+00   0.1177E-02
        3600   0.3370E+00   0.1089E-01
        3610   0.3276E+00   0.1708E-01
        3620   0.3343E+00   0.2987E-02
        3630   0.3254E+00   0.2394E-01
        3640   0.3250E+00   0.2503E-01
        3650   0.3320E+00   0.4011E-02
        3660   0.3248E+00   0.2554E-01
        3670   0.3329E+00   0.1390E-02
        3680   0.3390E+00   0.1707E-01
        3690   0.3336E+00   0.8126E-03
        3700   0.3312E+00   0.6458E-02
        3710   0.3282E+00   0.1539E-01
        3720   0.3320E+00   0.4142E-02
        3730   0.3387E+00   0.1604E-01
        3740   0.3356E+00   0.6772E-02
        3750   0.3343E+00   0.2898E-02
        3760   0.3297E+00   0.1096E-01
        3770   0.3310E+00   0.6925E-02
        3780   0.3413E+00   0.2398E-01
        3790   0.3296E+00   0.1106E-01
        3800   0.3204E+00   0.3883E-01
        3810   0.3324E+00   0.2803E-02
        3820   0.3315E+00   0.5540E-02
        3830   0.3335E+00   0.6400E-03
        3840   0.3291E+00   0.1270E-01
        3850   0.3374E+00   0.1231E-01
        3860   0.3299E+00   0.1021E-01
        3870   0.3251E+00   0.2460E-01
        3880   0.3314E+00   0.5779E-02
        3890   0.3288E+00   0.1348E-01
        3900   0.3325E+00   0.2502E-02
        3910   0.3320E+00   0.3918E-02
        3920   0.3275E+00   0.1743E-01
        3930   0.3233E+00   0.3007E-01
        3940   0.3408E+00   0.2231E-01
        3950   0.3343E+00   0.2806E-02
        3960   0.3368E+00   0.1036E-01
        3970   0.3381E+00   0.1425E-01
        3980   0.3344E+00   0.3146E-02
        3990   0.3397E+00   0.1907E-01
        4000   0.3335E+00   0.5980E-03
        4010   0.3296E+00   0.1130E-01
        4020   0.3339E+00   0.1697E-02
        4030   0.3398E+00   0.1955E-01
        4040   0.3261E+00   0.2179E-01
        4050   0.3416E+00   0.2493E-01
        4060   0.3368E+00   0.1036E-01
        4070   0.3345E+00   0.3629E-02
        4080   0.3277E+00   0.1678E-01
        4090   0.3286E+00   0.1432E-01
        4100   0.3316E+00   0.5088E-02
        4110   0.3383E+00   0.1479E-01
        4120   0.3358E+00   0.7484E-02
        4130   0.3319E+00   0.4155E-02
        4140   0.3281E+00   0.1577E-01
        4150   0.3357E+00   0.7121E-02
        4160   0.3370E+00   0.1097E-01
        4170   0.3286E+00   0.1409E-01
        4180   0.3402E+00   0.2049E-01
        4190   0.3362E+00   0.8659E-02
        4200   0.3412E+00   0.2357E-01
        4210   0.3413E+00   0.2389E-01
        4220   0.3350E+00   0.5098E-02
        4230   0.3322E+00   0.3537E-02
        4240   0.3373E+00   0.1180E-01
        4250   0.3365E+00   0.9635E-02
        4260   0.3297E+00   0.1087E-01
        4270   0.3335E+00   0.4222E-03
        4280   0.3521E+00   0.5636E-01
        4290   0.3335E+00   0.3792E-03
        4300   0.3307E+00   0.7947E-02
        4310   0.3406E+00   0.2165E-01
        4320   0.3416E+00   0.2477E-01
        4330   0.3270E+00   0.1908E-01
        4340   0.3339E+00   0.1658E-02
        4350   0.3307E+00   0.7907E-02
        4360   0.3349E+00   0.4694E-02
        4370   0.3312E+00   0.6440E-02
        4380   0.3336E+00   0.8127E-03
        4390   0.3287E+00   0.1381E-01
        4400   0.3288E+00   0.1370E-01
        4410   0.3316E+00   0.5132E-02
        4420   0.3414E+00   0.2409E-01
        4430   0.3281E+00   0.1563E-01
        4440   0.3291E+00   0.1269E-01
        4450   0.3320E+00   0.4088E-02
        4460   0.3307E+00   0.8042E-02
        4470   0.3412E+00   0.2352E-01
        4480   0.3296E+00   0.1123E-01
        4490   0.3255E+00   0.2351E-01
        4500   0.3327E+00   0.1848E-02
        4510   0.3373E+00   0.1192E-01
        4520   0.3299E+00   0.1025E-01
        4530   0.3335E+00   0.3736E-03
        4540   0.3312E+00   0.6452E-02
        4550   0.3286E+00   0.1429E-01
        4560   0.3294E+00   0.1171E-01
        4570   0.3378E+00   0.1349E-01
        4580   0.3351E+00   0.5216E-02
        4590   0.3387E+00   0.1610E-01
        4600   0.3316E+00   0.5253E-02
        4610   0.3320E+00   0.3894E-02
        4620   0.3403E+00   0.2101E-01
        4630   0.3284E+00   0.1474E-01
        4640   0.3359E+00   0.7798E-02
        4650   0.3336E+00   0.9441E-03
        4660   0.3286E+00   0.1430E-01
        4670   0.3319E+00   0.4316E-02
        4680   0.3336E+00   0.8507E-03
        4690   0.3356E+00   0.6670E-02
        4700   0.3300E+00   0.1003E-01
        4710   0.3370E+00   0.1108E-01
        4720   0.3333E+00   0.3858E-04
        4730   0.3393E+00   0.1790E-01
        4740   0.3381E+00   0.1433E-01
        4750   0.3245E+00   0.2652E-01
        4760   0.3340E+00   0.2075E-02
        4770   0.3403E+00   0.2104E-01
        4780   0.3280E+00   0.1611E-01
        4790   0.3312E+00   0.6380E-02
        4800   0.3295E+00   0.1139E-01
        4810   0.3297E+00   0.1083E-01
        4820   0.3391E+00   0.1726E-01
        4830   0.3380E+00   0.1395E-01
        4840   0.3303E+00   0.9152E-02
        4850   0.3355E+00   0.6396E-02
        4860   0.3334E+00   0.2668E-03
        4870   0.3334E+00   0.5066E-04
        4880   0.3376E+00   0.1268E-01
        4890   0.3310E+00   0.7140E-02
        4900   0.3317E+00   0.4982E-02
        4910   0.3350E+00   0.4996E-02
        4920   0.3405E+00   0.2160E-01
        4930   0.3368E+00   0.1052E-01
        4940   0.3348E+00   0.4354E-02
        4950   0.3302E+00   0.9298E-02
        4960   0.3280E+00   0.1610E-01
        4970   0.3365E+00   0.9422E-02
        4980   0.3350E+00   0.5051E-02
        4990   0.3365E+00   0.9437E-02
        5000   0.3400E+00   0.2014E-01
        5010   0.3393E+00   0.1788E-01
        5020   0.3372E+00   0.1168E-01
        5030   0.3308E+00   0.7672E-02
        5040   0.3311E+00   0.6846E-02
        5050   0.3328E+00   0.1528E-02
        5060   0.3353E+00   0.5798E-02
        5070   0.3305E+00   0.8453E-02
        5080   0.3287E+00   0.1395E-01
        5090   0.3357E+00   0.6965E-02
        5100   0.3344E+00   0.3111E-02
        5110   0.3311E+00   0.6749E-02
        5120   0.3407E+00   0.2203E-01
        5130   0.3309E+00   0.7284E-02
        5140   0.3328E+00   0.1621E-02
        5150   0.3403E+00   0.2102E-01
        5160   0.3330E+00   0.9095E-03
        5170   0.3375E+00   0.1257E-01
        5180   0.3322E+00   0.3472E-02
        5190   0.3321E+00   0.3617E-02
        5200   0.3253E+00   0.2414E-01
        5210   0.3430E+00   0.2895E-01
        5220   0.3280E+00   0.1586E-01
        5230   0.3328E+00   0.1595E-02
        5240   0.3363E+00   0.9043E-02
        5250   0.3363E+00   0.8847E-02
        5260   0.3349E+00   0.4732E-02
        5270   0.3318E+00   0.4674E-02
        5280   0.3282E+00   0.1528E-01
        5290   0.3309E+00   0.7261E-02
        5300   0.3349E+00   0.4687E-02
        5310   0.3341E+00   0.2444E-02
        5320   0.3321E+00   0.3819E-02
        5330   0.3364E+00   0.9294E-02
        5340   0.3327E+00   0.1867E-02
        5350   0.3374E+00   0.1209E-01
        5360   0.3311E+00   0.6819E-02
        5370   0.3184E+00   0.4495E-01
        5380   0.3324E+00   0.2759E-02
        5390   0.3247E+00   0.2579E-01
        5400   0.3383E+00   0.1480E-01
        5410   0.3305E+00   0.8584E-02
        5420   0.3337E+00   0.9696E-03
        5430   0.3265E+00   0.2064E-01
        5440   0.3368E+00   0.1046E-01
        5450   0.3372E+00   0.1155E-01
        5460   0.3341E+00   0.2268E-02
        5470   0.3315E+00   0.5472E-02
        5480   0.3331E+00   0.5507E-03
        5490   0.3343E+00   0.2777E-02
        5500   0.3321E+00   0.3826E-02
        5510   0.3356E+00   0.6655E-02
        5520   0.3392E+00   0.1761E-01
        5530   0.3283E+00   0.1512E-01
        5540   0.3353E+00   0.6026E-02
        5550   0.3345E+00   0.3647E-02
        5560   0.3343E+00   0.2808E-02
        5570   0.3322E+00   0.3266E-02
        5580   0.3331E+00   0.5811E-03
        5590   0.3335E+00   0.6190E-03
        5600   0.3297E+00   0.1089E-01
        5610   0.3344E+00   0.3342E-02
        5620   0.3271E+00   0.1870E-01
        5630   0.3303E+00   0.9102E-02
        5640   0.3403E+00   0.2086E-01
        5650   0.3284E+00   0.1484E-01
        5660   0.3346E+00   0.3809E-02
        5670   0.3300E+00   0.9898E-02
        5680   0.3425E+00   0.2760E-01
        5690   0.3244E+00   0.2684E-01
        5700   0.3317E+00   0.4966E-02
        5710   0.3280E+00   0.1600E-01
        5720   0.3313E+00   0.6092E-02
        5730   0.3409E+00   0.2276E-01
        5740   0.3405E+00   0.2147E-01
        5750   0.3321E+00   0.3816E-02
        5760   0.3462E+00   0.3858E-01
        5770   0.3332E+00   0.5150E-03
        5780   0.3283E+00   0.1524E-01
        5790   0.3336E+00   0.8323E-03
        5800   0.3347E+00   0.4053E-02
        5810   0.3249E+00   0.2543E-01
        5820   0.3310E+00   0.7039E-02
        5830   0.3334E+00   0.1665E-03
        5840   0.3411E+00   0.2322E-01
        5850   0.3319E+00   0.4375E-02
        5860   0.3376E+00   0.1285E-01
        5870   0.3325E+00   0.2526E-02
        5880   0.3291E+00   0.1260E-01
        5890   0.3255E+00   0.2363E-01
        5900   0.3345E+00   0.3612E-02
        5910   0.3335E+00   0.4825E-03
        5920   0.3375E+00   0.1249E-01
        5930   0.3347E+00   0.4182E-02
        5940   0.3383E+00   0.1498E-01
        5950   0.3313E+00   0.6227E-02
        5960   0.3302E+00   0.9397E-02
        5970   0.3304E+00   0.8763E-02
        5980   0.3369E+00   0.1057E-01
        5990   0.3350E+00   0.4969E-02
        6000   0.3362E+00   0.8533E-02
        6010   0.3259E+00   0.2232E-01
        6020   0.3303E+00   0.9240E-02
        6030   0.3321E+00   0.3635E-02
        6040   0.3399E+00   0.1984E-01
        6050   0.3387E+00   0.1608E-01
        6060   0.3316E+00   0.5320E-02
        6070   0.3384E+00   0.1527E-01
        6080   0.3274E+00   0.1780E-01
        6090   0.3320E+00   0.4126E-02
        6100   0.3358E+00   0.7363E-02
        6110   0.3353E+00   0.5946E-02
        6120   0.3390E+00   0.1709E-01
        6130   0.3344E+00   0.3056E-02
        6140   0.3391E+00   0.1720E-01
        6150   0.3264E+00   0.2074E-01
        6160   0.3400E+00   0.1988E-01
        6170   0.3238E+00   0.2850E-01
        6180   0.3334E+00   0.3063E-03
        6190   0.3303E+00   0.9124E-02
        6200   0.3320E+00   0.4106E-02
        6210   0.3383E+00   0.1480E-01
        6220   0.3314E+00   0.5901E-02
        6230   0.3301E+00   0.9768E-02
        6240   0.3381E+00   0.1424E-01
        6250   0.3341E+00   0.2320E-02
        6260   0.3357E+00   0.7018E-02
        6270   0.3327E+00   0.1827E-02
        6280   0.3309E+00   0.7436E-02
        6290   0.3374E+00   0.1224E-01
        6300   0.3352E+00   0.5702E-02
        6310   0.3300E+00   0.9859E-02
        6320   0.3308E+00   0.7728E-02
        6330   0.3327E+00   0.1771E-02
        6340   0.3402E+00   0.2062E-01
        6350   0.3290E+00   0.1287E-01
        6360   0.3294E+00   0.1170E-01
        6370   0.3326E+00   0.2165E-02
        6380   0.3327E+00   0.1914E-02
        6390   0.3308E+00   0.7684E-02
        6400   0.3365E+00   0.9442E-02
        6410   0.3318E+00   0.4654E-02
        6420   0.3303E+00   0.9153E-02
        6430   0.3363E+00   0.9006E-02
        6440   0.3380E+00   0.1409E-01
        6450   0.3299E+00   0.1018E-01
        6460   0.3334E+00   0.2064E-03
        6470   0.3351E+00   0.5425E-02
        6480   0.3342E+00   0.2622E-02
        6490   0.3303E+00   0.9228E-02
        6500   0.3287E+00   0.1387E-01
        6510   0.3371E+00   0.1117E-01
        6520   0.3364E+00   0.9209E-02
        6530   0.3371E+00   0.1125E-01
        6540   0.3357E+00   0.7234E-02
        6550   0.3376E+00   0.1282E-01
        6560   0.3410E+00   0.2291E-01
        6570   0.3300E+00   0.1001E-01
        6580   0.3319E+00   0.4165E-02
        6590   0.3312E+00   0.6517E-02
        6600   0.3347E+00   0.4155E-02
        6610   0.3341E+00   0.2285E-02
        6620   0.3294E+00   0.1177E-01
        6630   0.3321E+00   0.3830E-02
        6640   0.3396E+00   0.1878E-01
        6650   0.3371E+00   0.1135E-01
        6660   0.3335E+00   0.5912E-03
        6670   0.3300E+00   0.9956E-02
        6680   0.3283E+00   0.1498E-01
        6690   0.3362E+00   0.8599E-02
        6700   0.3329E+00   0.1192E-02
        6710   0.3349E+00   0.4827E-02
        6720   0.3373E+00   0.1191E-01
        6730   0.3346E+00   0.3828E-02
        6740   0.3301E+00   0.9700E-02
        6750   0.3304E+00   0.8910E-02
        6760   0.3398E+00   0.1952E-01
        6770   0.3328E+00   0.1666E-02
        6780   0.3358E+00   0.7540E-02
        6790   0.3312E+00   0.6297E-02
        6800   0.3377E+00   0.1323E-01
        6810   0.3379E+00   0.1359E-01
        6820   0.3297E+00   0.1104E-01
        6830   0.3319E+00   0.4282E-02
        6840   0.3296E+00   0.1117E-01
        6850   0.3353E+00   0.5933E-02
        6860   0.3372E+00   0.1160E-01
        6870   0.3284E+00   0.1483E-01
        6880   0.3266E+00   0.2013E-01
        6890   0.3334E+00   0.3381E-03
        6900   0.3294E+00   0.1186E-01
        6910   0.3362E+00   0.8537E-02
        6920   0.3395E+00   0.1836E-01
        6930   0.3360E+00   0.8100E-02
        6940   0.3378E+00   0.1336E-01
        6950   0.3347E+00   0.4056E-02
        6960   0.3313E+00   0.6248E-02
        6970   0.3370E+00   0.1109E-01
        6980   0.3372E+00   0.1152E-01
        6990   0.3275E+00   0.1753E-01
        7000   0.3338E+00   0.1549E-02
        7010   0.3298E+00   0.1051E-01
        7020   0.3387E+00   0.1598E-01
        7030   0.3344E+00   0.3237E-02
