           n       Iaprox        E_rel
        3290   0.2505E+00   0.1959E-02
        3300   0.2520E+00   0.7891E-02
        3310   0.2490E+00   0.3921E-02
        3320   0.2506E+00   0.2457E-02
        3330   0.2484E+00   0.6498E-02
        3340   0.2484E+00   0.6582E-02
        3350   0.2496E+00   0.1623E-02
        3360   0.2524E+00   0.9648E-02
        3370   0.2507E+00   0.2740E-02
        3380   0.2492E+00   0.3344E-02
        3390   0.2476E+00   0.9504E-02
        3400   0.2496E+00   0.1602E-02
        3410   0.2505E+00   0.1971E-02
        3420   0.2508E+00   0.3109E-02
        3430   0.2498E+00   0.9327E-03
        3440   0.2482E+00   0.7188E-02
        3450   0.2502E+00   0.6152E-03
        3460   0.2506E+00   0.2323E-02
        3470   0.2485E+00   0.6131E-02
        3480   0.2505E+00   0.1819E-02
        3490   0.2492E+00   0.3285E-02
        3500   0.2502E+00   0.7709E-03
        3510   0.2501E+00   0.3817E-03
        3520   0.2510E+00   0.4111E-02
        3530   0.2509E+00   0.3581E-02
        3540   0.2504E+00   0.1712E-02
        3550   0.2503E+00   0.1188E-02
        3560   0.2491E+00   0.3710E-02
        3570   0.2510E+00   0.4000E-02
        3580   0.2501E+00   0.2039E-03
        3590   0.2489E+00   0.4524E-02
        3600   0.2492E+00   0.3040E-02
        3610   0.2498E+00   0.9362E-03
        3620   0.2499E+00   0.2808E-03
        3630   0.2501E+00   0.4922E-03
        3640   0.2478E+00   0.8747E-02
        3650   0.2505E+00   0.1958E-02
        3660   0.2505E+00   0.1965E-02
        3670   0.2493E+00   0.2957E-02
        3680   0.2498E+00   0.8053E-03
        3690   0.2492E+00   0.3047E-02
        3700   0.2507E+00   0.2692E-02
        3710   0.2528E+00   0.1107E-01
        3720   0.2488E+00   0.4813E-02
        3730   0.2531E+00   0.1243E-01
        3740   0.2512E+00   0.4820E-02
        3750   0.2497E+00   0.1218E-02
        3760   0.2487E+00   0.5124E-02
        3770   0.2498E+00   0.8139E-03
        3780   0.2509E+00   0.3682E-02
        3790   0.2496E+00   0.1478E-02
        3800   0.2492E+00   0.3323E-02
        3810   0.2497E+00   0.1160E-02
        3820   0.2481E+00   0.7694E-02
        3830   0.2522E+00   0.8711E-02
        3840   0.2494E+00   0.2534E-02
        3850   0.2502E+00   0.7650E-03
        3860   0.2509E+00   0.3413E-02
        3870   0.2487E+00   0.5281E-02
        3880   0.2508E+00   0.3279E-02
        3890   0.2488E+00   0.4859E-02
        3900   0.2504E+00   0.1594E-02
        3910   0.2492E+00   0.3011E-02
        3920   0.2496E+00   0.1764E-02
        3930   0.2516E+00   0.6307E-02
        3940   0.2495E+00   0.2119E-02
        3950   0.2520E+00   0.8078E-02
        3960   0.2500E+00   0.1068E-03
        3970   0.2514E+00   0.5644E-02
        3980   0.2519E+00   0.7426E-02
        3990   0.2521E+00   0.8330E-02
        4000   0.2487E+00   0.5049E-02
        4010   0.2493E+00   0.2735E-02
        4020   0.2505E+00   0.1833E-02
        4030   0.2489E+00   0.4291E-02
        4040   0.2507E+00   0.2810E-02
        4050   0.2501E+00   0.2564E-03
        4060   0.2501E+00   0.4251E-03
        4070   0.2501E+00   0.4204E-03
        4080   0.2510E+00   0.4088E-02
        4090   0.2493E+00   0.2831E-02
        4100   0.2498E+00   0.8317E-03
        4110   0.2492E+00   0.3187E-02
        4120   0.2502E+00   0.8091E-03
        4130   0.2509E+00   0.3622E-02
        4140   0.2503E+00   0.1054E-02
        4150   0.2479E+00   0.8247E-02
        4160   0.2501E+00   0.2042E-03
        4170   0.2481E+00   0.7769E-02
        4180   0.2500E+00   0.1621E-03
        4190   0.2485E+00   0.6020E-02
        4200   0.2492E+00   0.3155E-02
        4210   0.2498E+00   0.7222E-03
        4220   0.2514E+00   0.5741E-02
        4230   0.2497E+00   0.1008E-02
        4240   0.2502E+00   0.8249E-03
        4250   0.2490E+00   0.4009E-02
        4260   0.2502E+00   0.9784E-03
        4270   0.2498E+00   0.9065E-03
        4280   0.2498E+00   0.6089E-03
        4290   0.2504E+00   0.1707E-02
        4300   0.2496E+00   0.1742E-02
        4310   0.2514E+00   0.5702E-02
        4320   0.2496E+00   0.1510E-02
        4330   0.2512E+00   0.4686E-02
        4340   0.2495E+00   0.1820E-02
        4350   0.2499E+00   0.5054E-03
        4360   0.2494E+00   0.2590E-02
        4370   0.2501E+00   0.2689E-03
        4380   0.2518E+00   0.7371E-02
        4390   0.2493E+00   0.2630E-02
        4400   0.2486E+00   0.5593E-02
        4410   0.2511E+00   0.4508E-02
        4420   0.2508E+00   0.3174E-02
        4430   0.2496E+00   0.1493E-02
        4440   0.2500E+00   0.1543E-03
        4450   0.2510E+00   0.3841E-02
        4460   0.2498E+00   0.6460E-03
        4470   0.2490E+00   0.4171E-02
        4480   0.2492E+00   0.3134E-02
        4490   0.2495E+00   0.1967E-02
        4500   0.2501E+00   0.4013E-03
        4510   0.2498E+00   0.6679E-03
        4520   0.2505E+00   0.2044E-02
        4530   0.2512E+00   0.4909E-02
        4540   0.2490E+00   0.3982E-02
        4550   0.2505E+00   0.1924E-02
        4560   0.2494E+00   0.2403E-02
        4570   0.2497E+00   0.1166E-02
        4580   0.2500E+00   0.1017E-03
        4590   0.2521E+00   0.8432E-02
        4600   0.2496E+00   0.1490E-02
        4610   0.2504E+00   0.1482E-02
        4620   0.2503E+00   0.1070E-02
        4630   0.2499E+00   0.2243E-03
        4640   0.2510E+00   0.3831E-02
        4650   0.2514E+00   0.5616E-02
        4660   0.2501E+00   0.5586E-03
        4670   0.2509E+00   0.3708E-02
        4680   0.2487E+00   0.5367E-02
        4690   0.2501E+00   0.2329E-03
        4700   0.2505E+00   0.1998E-02
        4710   0.2505E+00   0.2131E-02
        4720   0.2508E+00   0.3163E-02
        4730   0.2492E+00   0.3211E-02
        4740   0.2514E+00   0.5418E-02
        4750   0.2489E+00   0.4231E-02
        4760   0.2503E+00   0.1335E-02
        4770   0.2515E+00   0.6120E-02
        4780   0.2496E+00   0.1552E-02
        4790   0.2497E+00   0.1363E-02
        4800   0.2506E+00   0.2206E-02
        4810   0.2491E+00   0.3576E-02
        4820   0.2501E+00   0.2929E-03
        4830   0.2502E+00   0.8923E-03
        4840   0.2497E+00   0.1184E-02
        4850   0.2511E+00   0.4237E-02
        4860   0.2500E+00   0.1839E-03
        4870   0.2507E+00   0.2883E-02
        4880   0.2503E+00   0.1394E-02
        4890   0.2513E+00   0.5380E-02
        4900   0.2486E+00   0.5556E-02
        4910   0.2503E+00   0.1319E-02
        4920   0.2497E+00   0.1398E-02
        4930   0.2500E+00   0.1825E-03
        4940   0.2512E+00   0.4999E-02
        4950   0.2465E+00   0.1400E-01
        4960   0.2499E+00   0.2138E-03
        4970   0.2504E+00   0.1645E-02
        4980   0.2512E+00   0.4854E-02
        4990   0.2494E+00   0.2529E-02
        5000   0.2487E+00   0.5067E-02
        5010   0.2510E+00   0.3941E-02
        5020   0.2505E+00   0.1840E-02
        5030   0.2496E+00   0.1715E-02
        5040   0.2507E+00   0.2892E-02
        5050   0.2488E+00   0.4824E-02
        5060   0.2496E+00   0.1659E-02
        5070   0.2483E+00   0.6658E-02
        5080   0.2501E+00   0.3063E-03
        5090   0.2489E+00   0.4501E-02
        5100   0.2514E+00   0.5687E-02
        5110   0.2505E+00   0.1903E-02
        5120   0.2505E+00   0.1912E-02
        5130   0.2504E+00   0.1493E-02
        5140   0.2499E+00   0.3132E-03
        5150   0.2497E+00   0.1293E-02
        5160   0.2495E+00   0.2091E-02
        5170   0.2496E+00   0.1505E-02
        5180   0.2510E+00   0.3887E-02
        5190   0.2502E+00   0.7344E-03
        5200   0.2491E+00   0.3696E-02
        5210   0.2499E+00   0.4144E-03
        5220   0.2492E+00   0.3219E-02
        5230   0.2502E+00   0.7400E-03
        5240   0.2501E+00   0.2302E-03
        5250   0.2507E+00   0.2898E-02
        5260   0.2506E+00   0.2450E-02
        5270   0.2507E+00   0.2701E-02
        5280   0.2496E+00   0.1419E-02
        5290   0.2497E+00   0.1211E-02
        5300   0.2503E+00   0.1100E-02
        5310   0.2509E+00   0.3718E-02
        5320   0.2500E+00   0.1364E-03
        5330   0.2488E+00   0.4842E-02
        5340   0.2502E+00   0.8861E-03
        5350   0.2506E+00   0.2541E-02
        5360   0.2501E+00   0.5600E-03
        5370   0.2504E+00   0.1574E-02
        5380   0.2510E+00   0.3933E-02
        5390   0.2499E+00   0.3792E-03
        5400   0.2504E+00   0.1401E-02
        5410   0.2483E+00   0.6792E-02
        5420   0.2510E+00   0.3819E-02
        5430   0.2517E+00   0.6829E-02
        5440   0.2505E+00   0.2199E-02
        5450   0.2492E+00   0.3192E-02
        5460   0.2505E+00   0.1885E-02
        5470   0.2495E+00   0.1806E-02
        5480   0.2518E+00   0.7132E-02
        5490   0.2484E+00   0.6507E-02
        5500   0.2492E+00   0.3014E-02
        5510   0.2486E+00   0.5714E-02
        5520   0.2508E+00   0.3371E-02
        5530   0.2508E+00   0.3261E-02
        5540   0.2508E+00   0.3329E-02
        5550   0.2508E+00   0.3173E-02
        5560   0.2495E+00   0.2091E-02
        5570   0.2490E+00   0.3855E-02
        5580   0.2496E+00   0.1429E-02
        5590   0.2496E+00   0.1477E-02
        5600   0.2498E+00   0.9870E-03
        5610   0.2492E+00   0.3394E-02
        5620   0.2498E+00   0.9086E-03
        5630   0.2498E+00   0.8108E-03
        5640   0.2498E+00   0.9253E-03
        5650   0.2501E+00   0.5610E-03
        5660   0.2483E+00   0.6685E-02
        5670   0.2489E+00   0.4408E-02
        5680   0.2508E+00   0.3302E-02
        5690   0.2494E+00   0.2244E-02
        5700   0.2500E+00   0.1734E-04
        5710   0.2501E+00   0.2894E-03
        5720   0.2497E+00   0.1171E-02
        5730   0.2504E+00   0.1761E-02
        5740   0.2484E+00   0.6558E-02
        5750   0.2487E+00   0.5337E-02
        5760   0.2488E+00   0.4620E-02
        5770   0.2511E+00   0.4237E-02
        5780   0.2496E+00   0.1590E-02
        5790   0.2515E+00   0.5932E-02
        5800   0.2510E+00   0.3864E-02
        5810   0.2522E+00   0.8688E-02
        5820   0.2493E+00   0.2994E-02
        5830   0.2502E+00   0.6973E-03
        5840   0.2501E+00   0.3374E-03
        5850   0.2512E+00   0.4879E-02
        5860   0.2490E+00   0.4088E-02
        5870   0.2494E+00   0.2567E-02
        5880   0.2499E+00   0.4229E-03
        5890   0.2508E+00   0.3049E-02
        5900   0.2500E+00   0.1652E-03
        5910   0.2478E+00   0.8766E-02
        5920   0.2503E+00   0.1245E-02
        5930   0.2491E+00   0.3510E-02
        5940   0.2512E+00   0.4781E-02
        5950   0.2515E+00   0.6045E-02
        5960   0.2485E+00   0.5881E-02
        5970   0.2498E+00   0.8205E-03
        5980   0.2508E+00   0.3398E-02
        5990   0.2504E+00   0.1753E-02
        6000   0.2506E+00   0.2599E-02
        6010   0.2495E+00   0.1824E-02
        6020   0.2515E+00   0.6162E-02
        6030   0.2496E+00   0.1539E-02
        6040   0.2509E+00   0.3676E-02
        6050   0.2514E+00   0.5626E-02
        6060   0.2487E+00   0.5060E-02
        6070   0.2509E+00   0.3606E-02
        6080   0.2499E+00   0.5351E-03
        6090   0.2502E+00   0.6801E-03
        6100   0.2500E+00   0.1667E-03
        6110   0.2495E+00   0.2129E-02
        6120   0.2495E+00   0.1848E-02
        6130   0.2509E+00   0.3434E-02
        6140   0.2507E+00   0.2641E-02
        6150   0.2507E+00   0.2900E-02
        6160   0.2516E+00   0.6486E-02
        6170   0.2484E+00   0.6570E-02
        6180   0.2518E+00   0.7065E-02
        6190   0.2500E+00   0.6794E-05
        6200   0.2495E+00   0.2048E-02
        6210   0.2496E+00   0.1611E-02
        6220   0.2484E+00   0.6417E-02
        6230   0.2508E+00   0.3351E-02
        6240   0.2513E+00   0.5093E-02
        6250   0.2491E+00   0.3424E-02
        6260   0.2492E+00   0.3203E-02
        6270   0.2508E+00   0.3243E-02
        6280   0.2490E+00   0.4112E-02
        6290   0.2513E+00   0.5212E-02
        6300   0.2513E+00   0.5257E-02
        6310   0.2504E+00   0.1453E-02
        6320   0.2494E+00   0.2559E-02
        6330   0.2513E+00   0.5206E-02
        6340   0.2513E+00   0.5375E-02
        6350   0.2498E+00   0.8578E-03
        6360   0.2477E+00   0.9336E-02
        6370   0.2501E+00   0.4646E-03
        6380   0.2493E+00   0.2843E-02
        6390   0.2503E+00   0.1163E-02
        6400   0.2486E+00   0.5437E-02
        6410   0.2512E+00   0.4600E-02
        6420   0.2491E+00   0.3621E-02
        6430   0.2501E+00   0.3760E-03
        6440   0.2505E+00   0.2070E-02
        6450   0.2505E+00   0.1992E-02
        6460   0.2495E+00   0.2162E-02
        6470   0.2498E+00   0.8845E-03
        6480   0.2513E+00   0.5015E-02
        6490   0.2510E+00   0.3823E-02
        6500   0.2495E+00   0.1864E-02
        6510   0.2502E+00   0.9525E-03
        6520   0.2501E+00   0.3317E-03
        6530   0.2490E+00   0.4103E-02
        6540   0.2497E+00   0.1172E-02
        6550   0.2494E+00   0.2427E-02
        6560   0.2518E+00   0.7110E-02
        6570   0.2501E+00   0.3706E-03
        6580   0.2495E+00   0.2049E-02
        6590   0.2500E+00   0.9406E-04
        6600   0.2507E+00   0.2614E-02
        6610   0.2490E+00   0.4156E-02
        6620   0.2511E+00   0.4514E-02
        6630   0.2497E+00   0.1167E-02
        6640   0.2506E+00   0.2499E-02
        6650   0.2519E+00   0.7407E-02
        6660   0.2511E+00   0.4579E-02
        6670   0.2506E+00   0.2246E-02
        6680   0.2506E+00   0.2308E-02
        6690   0.2494E+00   0.2260E-02
        6700   0.2494E+00   0.2377E-02
        6710   0.2481E+00   0.7590E-02
        6720   0.2496E+00   0.1590E-02
        6730   0.2504E+00   0.1431E-02
        6740   0.2493E+00   0.2877E-02
        6750   0.2516E+00   0.6457E-02
        6760   0.2517E+00   0.6949E-02
        6770   0.2509E+00   0.3799E-02
        6780   0.2508E+00   0.3261E-02
        6790   0.2506E+00   0.2390E-02
        6800   0.2509E+00   0.3617E-02
        6810   0.2489E+00   0.4297E-02
        6820   0.2502E+00   0.6750E-03
        6830   0.2492E+00   0.3097E-02
        6840   0.2510E+00   0.4076E-02
        6850   0.2512E+00   0.4923E-02
        6860   0.2494E+00   0.2580E-02
        6870   0.2506E+00   0.2229E-02
        6880   0.2497E+00   0.1207E-02
        6890   0.2491E+00   0.3594E-02
        6900   0.2494E+00   0.2398E-02
        6910   0.2504E+00   0.1561E-02
        6920   0.2496E+00   0.1724E-02
        6930   0.2487E+00   0.5292E-02
        6940   0.2488E+00   0.4798E-02
        6950   0.2497E+00   0.1319E-02
        6960   0.2506E+00   0.2578E-02
        6970   0.2512E+00   0.4601E-02
        6980   0.2494E+00   0.2427E-02
        6990   0.2512E+00   0.4975E-02
        7000   0.2512E+00   0.4661E-02
        7010   0.2493E+00   0.2651E-02
        7020   0.2504E+00   0.1484E-02
        7030   0.2503E+00   0.1254E-02
