     MC_step       U_adim      U_error       M_adim      M_error
        3447  -0.9800E+02   0.1836E-01   0.1100E+00   0.5962E-04
        3448  -0.1100E+03   0.1835E-01   0.2500E+00   0.5961E-04
        3449  -0.1060E+03   0.1835E-01   0.4100E+00   0.5961E-04
        3450  -0.1140E+03   0.1835E-01   0.4100E+00   0.5960E-04
        3451  -0.1020E+03   0.1834E-01   0.2900E+00   0.5959E-04
        3452  -0.9800E+02   0.1834E-01   0.3700E+00   0.5958E-04
        3453  -0.1180E+03   0.1834E-01   0.3700E+00   0.5957E-04
        3454  -0.9000E+02   0.1834E-01   0.4100E+00   0.5957E-04
        3455  -0.1020E+03   0.1833E-01   0.3300E+00   0.5956E-04
        3456  -0.8600E+02   0.1833E-01   0.4100E+00   0.5955E-04
        3457  -0.1100E+03   0.1833E-01   0.4900E+00   0.5955E-04
        3458  -0.1020E+03   0.1832E-01   0.5100E+00   0.5955E-04
        3459  -0.9000E+02   0.1832E-01   0.2700E+00   0.5954E-04
        3460  -0.8600E+02   0.1832E-01   0.2700E+00   0.5953E-04
        3461  -0.7800E+02   0.1831E-01   0.2300E+00   0.5952E-04
        3462  -0.9400E+02   0.1831E-01   0.2300E+00   0.5950E-04
        3463  -0.9800E+02   0.1831E-01   0.9000E-01   0.5949E-04
        3464  -0.1020E+03   0.1830E-01   0.2300E+00   0.5947E-04
        3465  -0.9800E+02   0.1830E-01   0.3300E+00   0.5946E-04
        3466  -0.1180E+03   0.1830E-01   0.4300E+00   0.5946E-04
        3467  -0.1260E+03   0.1830E-01   0.5700E+00   0.5947E-04
        3468  -0.1060E+03   0.1829E-01   0.5500E+00   0.5947E-04
        3469  -0.1100E+03   0.1829E-01   0.5500E+00   0.5947E-04
        3470  -0.1060E+03   0.1829E-01   0.4100E+00   0.5947E-04
        3471  -0.1220E+03   0.1829E-01   0.4300E+00   0.5946E-04
        3472  -0.1140E+03   0.1828E-01   0.3700E+00   0.5946E-04
        3473  -0.1180E+03   0.1828E-01   0.3900E+00   0.5945E-04
        3474  -0.9400E+02   0.1828E-01   0.5100E+00   0.5945E-04
        3475  -0.1100E+03   0.1828E-01   0.5300E+00   0.5945E-04
        3476  -0.1020E+03   0.1827E-01   0.3900E+00   0.5945E-04
        3477  -0.1140E+03   0.1827E-01   0.4300E+00   0.5944E-04
        3478  -0.1060E+03   0.1827E-01   0.3500E+00   0.5943E-04
        3479  -0.1220E+03   0.1827E-01   0.3500E+00   0.5943E-04
        3480  -0.9800E+02   0.1826E-01   0.3300E+00   0.5942E-04
        3481  -0.1140E+03   0.1826E-01   0.4500E+00   0.5941E-04
        3482  -0.1180E+03   0.1826E-01   0.3100E+00   0.5940E-04
        3483  -0.1060E+03   0.1826E-01   0.3100E+00   0.5939E-04
        3484  -0.1140E+03   0.1825E-01   0.1900E+00   0.5938E-04
        3485  -0.9400E+02   0.1825E-01   0.2700E+00   0.5937E-04
        3486  -0.9400E+02   0.1825E-01   0.3900E+00   0.5936E-04
        3487  -0.9400E+02   0.1824E-01   0.4900E+00   0.5936E-04
        3488  -0.9000E+02   0.1824E-01   0.4100E+00   0.5935E-04
        3489  -0.1020E+03   0.1824E-01   0.3300E+00   0.5934E-04
        3490  -0.1140E+03   0.1823E-01   0.2700E+00   0.5933E-04
        3491  -0.1020E+03   0.1823E-01   0.4300E+00   0.5933E-04
        3492  -0.1020E+03   0.1823E-01   0.4100E+00   0.5932E-04
        3493  -0.1020E+03   0.1823E-01   0.4700E+00   0.5932E-04
        3494  -0.1020E+03   0.1822E-01   0.5100E+00   0.5932E-04
        3495  -0.1060E+03   0.1822E-01   0.3300E+00   0.5931E-04
        3496  -0.1020E+03   0.1822E-01   0.3700E+00   0.5931E-04
        3497  -0.1220E+03   0.1822E-01   0.4900E+00   0.5930E-04
        3498  -0.1100E+03   0.1821E-01   0.4500E+00   0.5930E-04
        3499  -0.1220E+03   0.1821E-01   0.5100E+00   0.5930E-04
        3500  -0.9800E+02   0.1821E-01   0.4900E+00   0.5930E-04
        3501  -0.1100E+03   0.1821E-01   0.3900E+00   0.5930E-04
        3502  -0.1100E+03   0.1820E-01   0.3700E+00   0.5929E-04
        3503  -0.8600E+02   0.1820E-01   0.3300E+00   0.5928E-04
        3504  -0.8200E+02   0.1820E-01   0.3100E+00   0.5927E-04
        3505  -0.8600E+02   0.1819E-01   0.3500E+00   0.5926E-04
        3506  -0.9800E+02   0.1819E-01   0.3100E+00   0.5925E-04
        3507  -0.1180E+03   0.1819E-01   0.4500E+00   0.5925E-04
        3508  -0.9800E+02   0.1818E-01   0.2100E+00   0.5923E-04
        3509  -0.8600E+02   0.1818E-01   0.1900E+00   0.5922E-04
        3510  -0.7800E+02   0.1818E-01   0.5000E-01   0.5920E-04
        3511  -0.7800E+02   0.1817E-01   0.1900E+00   0.5919E-04
        3512  -0.6600E+02   0.1817E-01   0.5000E-01   0.5917E-04
        3513  -0.4600E+02   0.1816E-01  -0.1300E+00   0.5916E-04
        3514  -0.8200E+02   0.1816E-01  -0.9000E-01   0.5914E-04
        3515  -0.9000E+02   0.1816E-01   0.7000E-01   0.5912E-04
        3516  -0.8200E+02   0.1815E-01   0.9000E-01   0.5911E-04
        3517  -0.5800E+02   0.1815E-01   0.1700E+00   0.5909E-04
        3518  -0.6600E+02   0.1814E-01   0.1500E+00   0.5908E-04
        3519  -0.7000E+02   0.1814E-01   0.7000E-01   0.5906E-04
        3520  -0.9000E+02   0.1814E-01   0.3300E+00   0.5905E-04
        3521  -0.9000E+02   0.1813E-01   0.2900E+00   0.5904E-04
        3522  -0.9800E+02   0.1813E-01   0.2300E+00   0.5903E-04
        3523  -0.9000E+02   0.1813E-01   0.2500E+00   0.5901E-04
        3524  -0.9800E+02   0.1812E-01   0.2300E+00   0.5900E-04
        3525  -0.1060E+03   0.1812E-01   0.5000E-01   0.5898E-04
        3526  -0.9400E+02   0.1812E-01   0.7000E-01   0.5897E-04
        3527  -0.1060E+03   0.1812E-01   0.7000E-01   0.5895E-04
        3528  -0.9800E+02   0.1811E-01   0.1300E+00   0.5894E-04
        3529  -0.1060E+03   0.1811E-01   0.1700E+00   0.5892E-04
        3530  -0.1100E+03   0.1811E-01   0.1100E+00   0.5891E-04
        3531  -0.1020E+03   0.1810E-01   0.7000E-01   0.5889E-04
        3532  -0.9800E+02   0.1810E-01   0.3000E-01   0.5887E-04
        3533  -0.8600E+02   0.1810E-01  -0.5000E-01   0.5886E-04
        3534  -0.9000E+02   0.1810E-01   0.9000E-01   0.5884E-04
        3535  -0.1020E+03   0.1809E-01   0.2100E+00   0.5883E-04
        3536  -0.1060E+03   0.1809E-01  -0.1000E-01   0.5881E-04
        3537  -0.9800E+02   0.1809E-01   0.5000E-01   0.5879E-04
        3538  -0.1060E+03   0.1808E-01   0.7000E-01   0.5878E-04
        3539  -0.1020E+03   0.1808E-01   0.3000E-01   0.5876E-04
        3540  -0.1020E+03   0.1808E-01   0.7000E-01   0.5874E-04
        3541  -0.1060E+03   0.1808E-01   0.1000E-01   0.5873E-04
        3542  -0.1180E+03   0.1807E-01  -0.9000E-01   0.5871E-04
        3543  -0.1020E+03   0.1807E-01   0.1500E+00   0.5870E-04
        3544  -0.1060E+03   0.1807E-01   0.1000E-01   0.5868E-04
        3545  -0.1220E+03   0.1807E-01   0.1000E-01   0.5866E-04
        3546  -0.1020E+03   0.1806E-01   0.1000E-01   0.5865E-04
        3547  -0.1100E+03   0.1806E-01   0.2900E+00   0.5864E-04
        3548  -0.1060E+03   0.1806E-01   0.2500E+00   0.5862E-04
        3549  -0.1060E+03   0.1806E-01   0.2100E+00   0.5861E-04
        3550  -0.1060E+03   0.1805E-01   0.1100E+00   0.5859E-04
        3551  -0.1260E+03   0.1805E-01   0.2300E+00   0.5858E-04
        3552  -0.1260E+03   0.1805E-01   0.2500E+00   0.5857E-04
        3553  -0.1100E+03   0.1805E-01   0.2100E+00   0.5856E-04
        3554  -0.1100E+03   0.1804E-01   0.1900E+00   0.5854E-04
        3555  -0.1020E+03   0.1804E-01   0.2100E+00   0.5853E-04
        3556  -0.1180E+03   0.1804E-01   0.2700E+00   0.5852E-04
        3557  -0.1180E+03   0.1804E-01   0.2100E+00   0.5850E-04
        3558  -0.1340E+03   0.1804E-01   0.9000E-01   0.5849E-04
        3559  -0.1340E+03   0.1804E-01   0.1000E-01   0.5847E-04
        3560  -0.1260E+03   0.1803E-01  -0.3000E-01   0.5845E-04
        3561  -0.1300E+03   0.1803E-01   0.9000E-01   0.5844E-04
        3562  -0.1180E+03   0.1803E-01   0.1500E+00   0.5842E-04
        3563  -0.1100E+03   0.1803E-01   0.3700E+00   0.5842E-04
        3564  -0.1220E+03   0.1803E-01   0.2300E+00   0.5840E-04
        3565  -0.1340E+03   0.1802E-01   0.4100E+00   0.5840E-04
        3566  -0.1260E+03   0.1802E-01   0.4100E+00   0.5839E-04
        3567  -0.1100E+03   0.1802E-01   0.3700E+00   0.5839E-04
        3568  -0.1260E+03   0.1802E-01   0.3900E+00   0.5838E-04
        3569  -0.1380E+03   0.1802E-01   0.3500E+00   0.5837E-04
        3570  -0.1420E+03   0.1802E-01   0.3100E+00   0.5836E-04
        3571  -0.1220E+03   0.1802E-01   0.3100E+00   0.5835E-04
        3572  -0.1220E+03   0.1801E-01   0.3700E+00   0.5835E-04
        3573  -0.9800E+02   0.1801E-01   0.3700E+00   0.5834E-04
        3574  -0.1220E+03   0.1801E-01   0.5300E+00   0.5834E-04
        3575  -0.1180E+03   0.1801E-01   0.5900E+00   0.5835E-04
        3576  -0.9400E+02   0.1800E-01   0.5900E+00   0.5836E-04
        3577  -0.9400E+02   0.1800E-01   0.4300E+00   0.5835E-04
        3578  -0.1180E+03   0.1800E-01   0.4100E+00   0.5835E-04
        3579  -0.1020E+03   0.1800E-01   0.3500E+00   0.5834E-04
        3580  -0.9000E+02   0.1799E-01   0.4500E+00   0.5834E-04
        3581  -0.1020E+03   0.1799E-01   0.2500E+00   0.5832E-04
        3582  -0.5400E+02   0.1799E-01   0.1300E+00   0.5831E-04
        3583  -0.6600E+02   0.1798E-01   0.1300E+00   0.5829E-04
        3584  -0.5800E+02   0.1798E-01   0.2100E+00   0.5828E-04
        3585  -0.7800E+02   0.1797E-01   0.1500E+00   0.5826E-04
        3586  -0.8600E+02   0.1797E-01   0.4500E+00   0.5826E-04
        3587  -0.9400E+02   0.1797E-01   0.4900E+00   0.5826E-04
        3588  -0.1020E+03   0.1796E-01   0.5500E+00   0.5827E-04
        3589  -0.9800E+02   0.1796E-01   0.4900E+00   0.5827E-04
        3590  -0.1060E+03   0.1796E-01   0.4900E+00   0.5827E-04
        3591  -0.1060E+03   0.1796E-01   0.5900E+00   0.5827E-04
        3592  -0.1060E+03   0.1795E-01   0.4500E+00   0.5827E-04
        3593  -0.1060E+03   0.1795E-01   0.4700E+00   0.5827E-04
        3594  -0.1100E+03   0.1795E-01   0.5700E+00   0.5827E-04
        3595  -0.1220E+03   0.1795E-01   0.5500E+00   0.5828E-04
        3596  -0.1180E+03   0.1794E-01   0.5700E+00   0.5828E-04
        3597  -0.1180E+03   0.1794E-01   0.6100E+00   0.5829E-04
        3598  -0.1340E+03   0.1794E-01   0.6900E+00   0.5831E-04
        3599  -0.1220E+03   0.1794E-01   0.6300E+00   0.5832E-04
        3600  -0.1300E+03   0.1794E-01   0.6500E+00   0.5833E-04
        3601  -0.1100E+03   0.1794E-01   0.6500E+00   0.5834E-04
        3602  -0.1300E+03   0.1793E-01   0.6900E+00   0.5836E-04
        3603  -0.1260E+03   0.1793E-01   0.5700E+00   0.5836E-04
        3604  -0.8600E+02   0.1793E-01   0.3700E+00   0.5835E-04
        3605  -0.1140E+03   0.1793E-01   0.4100E+00   0.5835E-04
        3606  -0.1100E+03   0.1792E-01   0.5100E+00   0.5835E-04
        3607  -0.1180E+03   0.1792E-01   0.5900E+00   0.5836E-04
        3608  -0.1300E+03   0.1792E-01   0.5300E+00   0.5836E-04
        3609  -0.1180E+03   0.1792E-01   0.5300E+00   0.5836E-04
        3610  -0.1060E+03   0.1792E-01   0.3900E+00   0.5836E-04
        3611  -0.1020E+03   0.1791E-01   0.4100E+00   0.5835E-04
        3612  -0.1140E+03   0.1791E-01   0.2700E+00   0.5834E-04
        3613  -0.9400E+02   0.1791E-01   0.5000E-01   0.5832E-04
        3614  -0.1100E+03   0.1791E-01  -0.1000E-01   0.5831E-04
        3615  -0.7400E+02   0.1790E-01   0.3000E-01   0.5829E-04
        3616  -0.8600E+02   0.1790E-01   0.5000E-01   0.5827E-04
        3617  -0.8600E+02   0.1790E-01  -0.3000E-01   0.5826E-04
        3618  -0.9000E+02   0.1789E-01  -0.1000E-01   0.5824E-04
        3619  -0.7400E+02   0.1789E-01  -0.3000E-01   0.5823E-04
        3620  -0.7800E+02   0.1789E-01  -0.1100E+00   0.5821E-04
        3621  -0.7800E+02   0.1788E-01  -0.1900E+00   0.5820E-04
        3622  -0.7800E+02   0.1788E-01  -0.3300E+00   0.5819E-04
        3623  -0.8200E+02   0.1787E-01  -0.2500E+00   0.5818E-04
        3624  -0.7400E+02   0.1787E-01  -0.2100E+00   0.5816E-04
        3625  -0.9800E+02   0.1787E-01  -0.1100E+00   0.5815E-04
        3626  -0.9400E+02   0.1786E-01  -0.1700E+00   0.5813E-04
        3627  -0.9000E+02   0.1786E-01  -0.9000E-01   0.5812E-04
        3628  -0.9000E+02   0.1786E-01  -0.1100E+00   0.5810E-04
        3629  -0.1180E+03   0.1786E-01  -0.5000E-01   0.5809E-04
        3630  -0.1180E+03   0.1785E-01   0.1000E-01   0.5807E-04
        3631  -0.1220E+03   0.1785E-01   0.3000E-01   0.5806E-04
        3632  -0.9800E+02   0.1785E-01   0.7000E-01   0.5804E-04
        3633  -0.9400E+02   0.1785E-01  -0.1000E-01   0.5802E-04
        3634  -0.8600E+02   0.1784E-01   0.1000E-01   0.5801E-04
        3635  -0.1020E+03   0.1784E-01   0.1500E+00   0.5799E-04
        3636  -0.9800E+02   0.1784E-01   0.7000E-01   0.5798E-04
        3637  -0.1020E+03   0.1783E-01   0.2900E+00   0.5797E-04
        3638  -0.6600E+02   0.1783E-01   0.2100E+00   0.5795E-04
        3639  -0.9800E+02   0.1783E-01   0.1300E+00   0.5794E-04
        3640  -0.1060E+03   0.1783E-01   0.2500E+00   0.5793E-04
        3641  -0.1140E+03   0.1782E-01   0.1100E+00   0.5791E-04
        3642  -0.9000E+02   0.1782E-01   0.9000E-01   0.5790E-04
        3643  -0.9400E+02   0.1782E-01   0.1000E-01   0.5788E-04
        3644  -0.1140E+03   0.1781E-01   0.1500E+00   0.5787E-04
        3645  -0.1220E+03   0.1781E-01   0.2900E+00   0.5786E-04
        3646  -0.9000E+02   0.1781E-01   0.2100E+00   0.5784E-04
        3647  -0.1020E+03   0.1781E-01   0.2100E+00   0.5783E-04
        3648  -0.1020E+03   0.1780E-01   0.2100E+00   0.5782E-04
        3649  -0.1180E+03   0.1780E-01   0.2900E+00   0.5781E-04
        3650  -0.1060E+03   0.1780E-01   0.2300E+00   0.5779E-04
        3651  -0.8200E+02   0.1780E-01   0.2300E+00   0.5778E-04
        3652  -0.7800E+02   0.1779E-01   0.3100E+00   0.5777E-04
        3653  -0.9000E+02   0.1779E-01   0.2500E+00   0.5776E-04
        3654  -0.9400E+02   0.1779E-01   0.1700E+00   0.5775E-04
        3655  -0.1140E+03   0.1778E-01   0.5000E-01   0.5773E-04
        3656  -0.9400E+02   0.1778E-01   0.1100E+00   0.5772E-04
        3657  -0.9800E+02   0.1778E-01   0.1100E+00   0.5770E-04
        3658  -0.1060E+03   0.1778E-01  -0.9000E-01   0.5769E-04
        3659  -0.1020E+03   0.1777E-01  -0.1300E+00   0.5767E-04
        3660  -0.9800E+02   0.1777E-01  -0.9000E-01   0.5766E-04
        3661  -0.9000E+02   0.1777E-01   0.1000E-01   0.5764E-04
        3662  -0.9800E+02   0.1776E-01  -0.1000E-01   0.5762E-04
        3663  -0.1020E+03   0.1776E-01  -0.1300E+00   0.5761E-04
        3664  -0.8600E+02   0.1776E-01  -0.1100E+00   0.5759E-04
        3665  -0.1060E+03   0.1776E-01  -0.1000E-01   0.5758E-04
        3666  -0.9400E+02   0.1775E-01  -0.1000E-01   0.5756E-04
        3667  -0.9000E+02   0.1775E-01   0.1000E-01   0.5755E-04
        3668  -0.7400E+02   0.1775E-01  -0.1000E-01   0.5753E-04
        3669  -0.9400E+02   0.1774E-01   0.5000E-01   0.5752E-04
        3670  -0.1020E+03   0.1774E-01   0.2100E+00   0.5750E-04
        3671  -0.1060E+03   0.1774E-01   0.2500E+00   0.5749E-04
        3672  -0.1020E+03   0.1774E-01   0.2500E+00   0.5748E-04
        3673  -0.1020E+03   0.1773E-01   0.2700E+00   0.5747E-04
        3674  -0.9000E+02   0.1773E-01   0.3900E+00   0.5746E-04
        3675  -0.9000E+02   0.1773E-01   0.5100E+00   0.5747E-04
        3676  -0.9000E+02   0.1772E-01   0.5700E+00   0.5747E-04
        3677  -0.9400E+02   0.1772E-01   0.5500E+00   0.5747E-04
        3678  -0.9000E+02   0.1772E-01   0.5100E+00   0.5748E-04
        3679  -0.1180E+03   0.1771E-01   0.5500E+00   0.5748E-04
        3680  -0.1220E+03   0.1771E-01   0.5300E+00   0.5748E-04
        3681  -0.1220E+03   0.1771E-01   0.5900E+00   0.5749E-04
        3682  -0.1060E+03   0.1771E-01   0.5500E+00   0.5749E-04
        3683  -0.1300E+03   0.1771E-01   0.6100E+00   0.5750E-04
        3684  -0.1300E+03   0.1771E-01   0.5900E+00   0.5751E-04
        3685  -0.1060E+03   0.1770E-01   0.4700E+00   0.5751E-04
        3686  -0.1020E+03   0.1770E-01   0.4900E+00   0.5751E-04
        3687  -0.1020E+03   0.1770E-01   0.4300E+00   0.5750E-04
        3688  -0.1060E+03   0.1770E-01   0.3300E+00   0.5749E-04
        3689  -0.9400E+02   0.1769E-01   0.2300E+00   0.5748E-04
        3690  -0.9000E+02   0.1769E-01   0.1300E+00   0.5747E-04
        3691  -0.1020E+03   0.1769E-01   0.1000E-01   0.5745E-04
        3692  -0.1020E+03   0.1768E-01   0.7000E-01   0.5744E-04
        3693  -0.1100E+03   0.1768E-01  -0.5000E-01   0.5742E-04
        3694  -0.1100E+03   0.1768E-01   0.1000E-01   0.5740E-04
        3695  -0.1260E+03   0.1768E-01  -0.1700E+00   0.5739E-04
        3696  -0.1180E+03   0.1768E-01  -0.1100E+00   0.5738E-04
        3697  -0.1180E+03   0.1767E-01  -0.1700E+00   0.5736E-04
        3698  -0.1020E+03   0.1767E-01  -0.2700E+00   0.5735E-04
        3699  -0.1060E+03   0.1767E-01  -0.1000E-01   0.5734E-04
        3700  -0.1140E+03   0.1767E-01   0.5000E-01   0.5732E-04
        3701  -0.9800E+02   0.1766E-01   0.9000E-01   0.5731E-04
        3702  -0.9000E+02   0.1766E-01  -0.3000E-01   0.5729E-04
        3703  -0.8600E+02   0.1766E-01  -0.1300E+00   0.5728E-04
        3704  -0.8600E+02   0.1765E-01  -0.1500E+00   0.5726E-04
        3705  -0.8600E+02   0.1765E-01  -0.2900E+00   0.5725E-04
        3706  -0.8200E+02   0.1765E-01  -0.1500E+00   0.5724E-04
        3707  -0.8600E+02   0.1765E-01  -0.1100E+00   0.5722E-04
        3708  -0.1020E+03   0.1764E-01  -0.9000E-01   0.5721E-04
        3709  -0.1020E+03   0.1764E-01  -0.3000E-01   0.5719E-04
        3710  -0.8600E+02   0.1764E-01   0.1900E+00   0.5718E-04
        3711  -0.8200E+02   0.1763E-01   0.1700E+00   0.5717E-04
        3712  -0.1140E+03   0.1763E-01   0.7000E-01   0.5715E-04
        3713  -0.9000E+02   0.1763E-01  -0.5000E-01   0.5714E-04
        3714  -0.1060E+03   0.1763E-01  -0.1500E+00   0.5712E-04
        3715  -0.1180E+03   0.1762E-01  -0.1300E+00   0.5711E-04
        3716  -0.1060E+03   0.1762E-01  -0.1500E+00   0.5709E-04
        3717  -0.1100E+03   0.1762E-01  -0.2300E+00   0.5708E-04
        3718  -0.9800E+02   0.1762E-01  -0.1900E+00   0.5707E-04
        3719  -0.1100E+03   0.1761E-01  -0.4100E+00   0.5706E-04
        3720  -0.1140E+03   0.1761E-01  -0.3100E+00   0.5705E-04
        3721  -0.9800E+02   0.1761E-01  -0.2700E+00   0.5704E-04
        3722  -0.1220E+03   0.1761E-01  -0.3500E+00   0.5704E-04
        3723  -0.1340E+03   0.1761E-01  -0.3500E+00   0.5703E-04
        3724  -0.1100E+03   0.1760E-01  -0.3300E+00   0.5702E-04
        3725  -0.9000E+02   0.1760E-01  -0.1700E+00   0.5701E-04
        3726  -0.1060E+03   0.1760E-01  -0.2100E+00   0.5699E-04
        3727  -0.1140E+03   0.1760E-01  -0.3300E+00   0.5699E-04
        3728  -0.1220E+03   0.1759E-01  -0.2100E+00   0.5697E-04
        3729  -0.1220E+03   0.1759E-01  -0.2100E+00   0.5696E-04
        3730  -0.1100E+03   0.1759E-01  -0.1700E+00   0.5695E-04
        3731  -0.1220E+03   0.1759E-01  -0.1100E+00   0.5693E-04
        3732  -0.9800E+02   0.1759E-01  -0.2100E+00   0.5692E-04
        3733  -0.9000E+02   0.1758E-01  -0.1300E+00   0.5691E-04
        3734  -0.1140E+03   0.1758E-01  -0.3500E+00   0.5690E-04
        3735  -0.1380E+03   0.1758E-01  -0.3900E+00   0.5689E-04
        3736  -0.1340E+03   0.1758E-01  -0.3700E+00   0.5689E-04
        3737  -0.1340E+03   0.1758E-01  -0.4300E+00   0.5688E-04
        3738  -0.1300E+03   0.1758E-01  -0.6100E+00   0.5689E-04
        3739  -0.1180E+03   0.1757E-01  -0.5500E+00   0.5689E-04
        3740  -0.1420E+03   0.1757E-01  -0.5900E+00   0.5690E-04
        3741  -0.1500E+03   0.1757E-01  -0.5700E+00   0.5691E-04
        3742  -0.1300E+03   0.1757E-01  -0.4500E+00   0.5690E-04
        3743  -0.1500E+03   0.1757E-01  -0.5500E+00   0.5691E-04
        3744  -0.1420E+03   0.1757E-01  -0.5900E+00   0.5691E-04
        3745  -0.1500E+03   0.1757E-01  -0.5700E+00   0.5692E-04
        3746  -0.1500E+03   0.1757E-01  -0.5500E+00   0.5692E-04
        3747  -0.1340E+03   0.1757E-01  -0.5900E+00   0.5693E-04
        3748  -0.1420E+03   0.1757E-01  -0.5700E+00   0.5693E-04
        3749  -0.1140E+03   0.1757E-01  -0.4700E+00   0.5693E-04
        3750  -0.9800E+02   0.1756E-01  -0.3300E+00   0.5693E-04
        3751  -0.1340E+03   0.1756E-01  -0.5100E+00   0.5693E-04
        3752  -0.9400E+02   0.1756E-01  -0.4900E+00   0.5693E-04
        3753  -0.7800E+02   0.1756E-01  -0.3700E+00   0.5692E-04
        3754  -0.1020E+03   0.1755E-01  -0.3700E+00   0.5691E-04
        3755  -0.9800E+02   0.1755E-01  -0.4500E+00   0.5691E-04
        3756  -0.1020E+03   0.1755E-01  -0.4300E+00   0.5691E-04
        3757  -0.1100E+03   0.1755E-01  -0.4100E+00   0.5690E-04
        3758  -0.1060E+03   0.1754E-01  -0.3700E+00   0.5690E-04
        3759  -0.9400E+02   0.1754E-01  -0.3700E+00   0.5689E-04
        3760  -0.9000E+02   0.1754E-01  -0.4100E+00   0.5688E-04
        3761  -0.8600E+02   0.1754E-01  -0.3700E+00   0.5688E-04
        3762  -0.7800E+02   0.1753E-01  -0.7000E-01   0.5686E-04
        3763  -0.7000E+02   0.1753E-01   0.1100E+00   0.5685E-04
        3764  -0.6600E+02   0.1752E-01   0.1500E+00   0.5683E-04
        3765  -0.6200E+02   0.1752E-01   0.1300E+00   0.5682E-04
        3766  -0.8600E+02   0.1752E-01   0.2100E+00   0.5681E-04
        3767  -0.9800E+02   0.1751E-01   0.3900E+00   0.5680E-04
        3768  -0.9400E+02   0.1751E-01   0.4700E+00   0.5680E-04
