     MC_step       U_adim      U_error       M_adim      M_error
        6120  -0.1260E+03   0.1379E-01   0.2100E+00   0.4612E-04
        6121  -0.1100E+03   0.1379E-01   0.3300E+00   0.4612E-04
        6122  -0.1100E+03   0.1379E-01   0.2300E+00   0.4611E-04
        6123  -0.1220E+03   0.1379E-01   0.2900E+00   0.4611E-04
        6124  -0.1260E+03   0.1379E-01   0.2100E+00   0.4610E-04
        6125  -0.1260E+03   0.1379E-01   0.1900E+00   0.4610E-04
        6126  -0.1020E+03   0.1379E-01   0.9000E-01   0.4609E-04
        6127  -0.9400E+02   0.1378E-01   0.1300E+00   0.4608E-04
        6128  -0.9800E+02   0.1378E-01   0.1700E+00   0.4607E-04
        6129  -0.9000E+02   0.1378E-01   0.1300E+00   0.4607E-04
        6130  -0.8600E+02   0.1378E-01   0.9000E-01   0.4606E-04
        6131  -0.8600E+02   0.1378E-01   0.9000E-01   0.4605E-04
        6132  -0.9000E+02   0.1378E-01  -0.1000E-01   0.4605E-04
        6133  -0.1220E+03   0.1378E-01   0.7000E-01   0.4604E-04
        6134  -0.1180E+03   0.1377E-01   0.2300E+00   0.4603E-04
        6135  -0.1220E+03   0.1377E-01   0.2500E+00   0.4603E-04
        6136  -0.9800E+02   0.1377E-01   0.3000E-01   0.4602E-04
        6137  -0.1060E+03   0.1377E-01   0.1900E+00   0.4601E-04
        6138  -0.9000E+02   0.1377E-01   0.2900E+00   0.4601E-04
        6139  -0.8600E+02   0.1377E-01   0.2300E+00   0.4600E-04
        6140  -0.5800E+02   0.1377E-01   0.9000E-01   0.4599E-04
        6141  -0.7800E+02   0.1376E-01   0.7000E-01   0.4599E-04
        6142  -0.7800E+02   0.1376E-01   0.7000E-01   0.4598E-04
        6143  -0.8600E+02   0.1376E-01   0.2300E+00   0.4597E-04
        6144  -0.9000E+02   0.1376E-01   0.1700E+00   0.4597E-04
        6145  -0.8200E+02   0.1376E-01   0.1500E+00   0.4596E-04
        6146  -0.9000E+02   0.1376E-01   0.1700E+00   0.4595E-04
        6147  -0.9400E+02   0.1376E-01   0.1900E+00   0.4595E-04
        6148  -0.8600E+02   0.1375E-01   0.1900E+00   0.4594E-04
        6149  -0.9000E+02   0.1375E-01   0.3300E+00   0.4594E-04
        6150  -0.1140E+03   0.1375E-01   0.3900E+00   0.4593E-04
        6151  -0.1060E+03   0.1375E-01   0.3100E+00   0.4593E-04
        6152  -0.7400E+02   0.1375E-01   0.3100E+00   0.4592E-04
        6153  -0.5800E+02   0.1375E-01   0.2900E+00   0.4592E-04
        6154  -0.8600E+02   0.1375E-01   0.4100E+00   0.4592E-04
        6155  -0.7800E+02   0.1374E-01   0.3500E+00   0.4591E-04
        6156  -0.9400E+02   0.1374E-01   0.3900E+00   0.4591E-04
        6157  -0.9000E+02   0.1374E-01   0.4300E+00   0.4591E-04
        6158  -0.1020E+03   0.1374E-01   0.4700E+00   0.4591E-04
        6159  -0.1020E+03   0.1374E-01   0.4500E+00   0.4590E-04
        6160  -0.1020E+03   0.1374E-01   0.3700E+00   0.4590E-04
        6161  -0.9800E+02   0.1374E-01   0.3700E+00   0.4590E-04
        6162  -0.9400E+02   0.1373E-01   0.2700E+00   0.4589E-04
        6163  -0.9000E+02   0.1373E-01   0.1900E+00   0.4589E-04
        6164  -0.1100E+03   0.1373E-01   0.3100E+00   0.4588E-04
        6165  -0.1220E+03   0.1373E-01   0.4100E+00   0.4588E-04
        6166  -0.1180E+03   0.1373E-01   0.3700E+00   0.4587E-04
        6167  -0.1180E+03   0.1373E-01   0.3700E+00   0.4587E-04
        6168  -0.1100E+03   0.1373E-01   0.2500E+00   0.4587E-04
        6169  -0.1140E+03   0.1373E-01   0.1700E+00   0.4586E-04
        6170  -0.1020E+03   0.1373E-01   0.1300E+00   0.4585E-04
        6171  -0.9800E+02   0.1372E-01   0.5000E-01   0.4584E-04
        6172  -0.1180E+03   0.1372E-01   0.7000E-01   0.4584E-04
        6173  -0.1180E+03   0.1372E-01  -0.5000E-01   0.4583E-04
        6174  -0.1060E+03   0.1372E-01  -0.1100E+00   0.4582E-04
        6175  -0.1020E+03   0.1372E-01  -0.1500E+00   0.4582E-04
        6176  -0.8200E+02   0.1372E-01  -0.1300E+00   0.4581E-04
        6177  -0.1060E+03   0.1372E-01  -0.2900E+00   0.4580E-04
        6178  -0.1020E+03   0.1372E-01  -0.3700E+00   0.4580E-04
        6179  -0.1140E+03   0.1372E-01  -0.5300E+00   0.4580E-04
        6180  -0.1100E+03   0.1371E-01  -0.4300E+00   0.4580E-04
        6181  -0.1300E+03   0.1371E-01  -0.5100E+00   0.4580E-04
        6182  -0.1260E+03   0.1371E-01  -0.4700E+00   0.4580E-04
        6183  -0.1180E+03   0.1371E-01  -0.4500E+00   0.4580E-04
        6184  -0.1100E+03   0.1371E-01  -0.4900E+00   0.4580E-04
        6185  -0.1180E+03   0.1371E-01  -0.4300E+00   0.4579E-04
        6186  -0.1220E+03   0.1371E-01  -0.4900E+00   0.4579E-04
        6187  -0.1300E+03   0.1371E-01  -0.5700E+00   0.4580E-04
        6188  -0.1140E+03   0.1371E-01  -0.4100E+00   0.4579E-04
        6189  -0.1220E+03   0.1371E-01  -0.5300E+00   0.4579E-04
        6190  -0.1100E+03   0.1371E-01  -0.4500E+00   0.4579E-04
        6191  -0.9000E+02   0.1370E-01  -0.3500E+00   0.4579E-04
        6192  -0.8200E+02   0.1370E-01  -0.3900E+00   0.4578E-04
        6193  -0.8200E+02   0.1370E-01  -0.3900E+00   0.4578E-04
        6194  -0.1020E+03   0.1370E-01  -0.3300E+00   0.4578E-04
        6195  -0.9800E+02   0.1370E-01  -0.2300E+00   0.4577E-04
        6196  -0.6200E+02   0.1370E-01   0.3000E-01   0.4576E-04
        6197  -0.8200E+02   0.1370E-01   0.1700E+00   0.4576E-04
        6198  -0.9000E+02   0.1369E-01   0.1500E+00   0.4575E-04
        6199  -0.7800E+02   0.1369E-01   0.2300E+00   0.4574E-04
        6200  -0.8600E+02   0.1369E-01   0.2500E+00   0.4574E-04
        6201  -0.8600E+02   0.1369E-01   0.2900E+00   0.4573E-04
        6202  -0.8600E+02   0.1369E-01   0.1500E+00   0.4573E-04
        6203  -0.7800E+02   0.1369E-01  -0.3000E-01   0.4572E-04
        6204  -0.7800E+02   0.1368E-01  -0.1100E+00   0.4571E-04
        6205  -0.9400E+02   0.1368E-01  -0.5000E-01   0.4571E-04
        6206  -0.8200E+02   0.1368E-01  -0.1000E-01   0.4570E-04
        6207  -0.8200E+02   0.1368E-01   0.1300E+00   0.4569E-04
        6208  -0.8200E+02   0.1368E-01   0.1900E+00   0.4569E-04
        6209  -0.6600E+02   0.1368E-01   0.2500E+00   0.4568E-04
        6210  -0.8600E+02   0.1367E-01   0.3900E+00   0.4568E-04
        6211  -0.9000E+02   0.1367E-01   0.3100E+00   0.4567E-04
        6212  -0.7800E+02   0.1367E-01   0.3100E+00   0.4567E-04
        6213  -0.8200E+02   0.1367E-01   0.2700E+00   0.4566E-04
        6214  -0.9400E+02   0.1367E-01   0.3300E+00   0.4566E-04
        6215  -0.1060E+03   0.1367E-01   0.3700E+00   0.4565E-04
        6216  -0.1020E+03   0.1367E-01   0.4100E+00   0.4565E-04
        6217  -0.9800E+02   0.1367E-01   0.5300E+00   0.4565E-04
        6218  -0.9800E+02   0.1366E-01   0.5100E+00   0.4565E-04
        6219  -0.9000E+02   0.1366E-01   0.5100E+00   0.4565E-04
        6220  -0.1180E+03   0.1366E-01   0.5300E+00   0.4565E-04
        6221  -0.1100E+03   0.1366E-01   0.4300E+00   0.4565E-04
        6222  -0.1180E+03   0.1366E-01   0.4100E+00   0.4565E-04
        6223  -0.1220E+03   0.1366E-01   0.3500E+00   0.4564E-04
        6224  -0.1180E+03   0.1366E-01   0.4700E+00   0.4564E-04
        6225  -0.1300E+03   0.1366E-01   0.5500E+00   0.4564E-04
        6226  -0.1100E+03   0.1366E-01   0.5100E+00   0.4564E-04
        6227  -0.9000E+02   0.1365E-01   0.4300E+00   0.4564E-04
        6228  -0.9400E+02   0.1365E-01   0.2300E+00   0.4564E-04
        6229  -0.8600E+02   0.1365E-01   0.3300E+00   0.4563E-04
        6230  -0.1060E+03   0.1365E-01   0.4500E+00   0.4563E-04
        6231  -0.9800E+02   0.1365E-01   0.3500E+00   0.4563E-04
        6232  -0.9800E+02   0.1365E-01   0.2300E+00   0.4562E-04
        6233  -0.1020E+03   0.1365E-01   0.2500E+00   0.4562E-04
        6234  -0.1020E+03   0.1365E-01   0.1100E+00   0.4561E-04
        6235  -0.9400E+02   0.1364E-01   0.7000E-01   0.4560E-04
        6236  -0.8600E+02   0.1364E-01   0.3000E-01   0.4559E-04
        6237  -0.7400E+02   0.1364E-01  -0.3000E-01   0.4559E-04
        6238  -0.7400E+02   0.1364E-01   0.1000E-01   0.4558E-04
        6239  -0.1060E+03   0.1364E-01   0.2300E+00   0.4557E-04
        6240  -0.1060E+03   0.1364E-01   0.2500E+00   0.4557E-04
        6241  -0.9800E+02   0.1364E-01   0.1300E+00   0.4556E-04
        6242  -0.1340E+03   0.1364E-01   0.1100E+00   0.4555E-04
        6243  -0.9800E+02   0.1363E-01   0.9000E-01   0.4555E-04
        6244  -0.8600E+02   0.1363E-01   0.1100E+00   0.4554E-04
        6245  -0.9400E+02   0.1363E-01   0.5000E-01   0.4553E-04
        6246  -0.7000E+02   0.1363E-01  -0.1100E+00   0.4553E-04
        6247  -0.7800E+02   0.1363E-01   0.1000E-01   0.4552E-04
        6248  -0.9400E+02   0.1363E-01   0.2100E+00   0.4551E-04
        6249  -0.9400E+02   0.1363E-01   0.1700E+00   0.4551E-04
        6250  -0.1100E+03   0.1362E-01   0.2700E+00   0.4550E-04
        6251  -0.9400E+02   0.1362E-01   0.3300E+00   0.4550E-04
        6252  -0.9400E+02   0.1362E-01   0.3900E+00   0.4549E-04
        6253  -0.1100E+03   0.1362E-01   0.4100E+00   0.4549E-04
        6254  -0.9800E+02   0.1362E-01   0.3300E+00   0.4549E-04
        6255  -0.1020E+03   0.1362E-01   0.3100E+00   0.4548E-04
        6256  -0.9800E+02   0.1362E-01   0.3100E+00   0.4548E-04
        6257  -0.8600E+02   0.1362E-01   0.2300E+00   0.4547E-04
        6258  -0.1180E+03   0.1361E-01   0.3300E+00   0.4547E-04
        6259  -0.1060E+03   0.1361E-01   0.3700E+00   0.4546E-04
        6260  -0.1100E+03   0.1361E-01   0.2900E+00   0.4546E-04
        6261  -0.9800E+02   0.1361E-01   0.4100E+00   0.4546E-04
        6262  -0.9400E+02   0.1361E-01   0.2500E+00   0.4545E-04
        6263  -0.1020E+03   0.1361E-01   0.3300E+00   0.4545E-04
        6264  -0.1140E+03   0.1361E-01   0.4900E+00   0.4545E-04
        6265  -0.1060E+03   0.1361E-01   0.3900E+00   0.4544E-04
        6266  -0.1260E+03   0.1361E-01   0.3700E+00   0.4544E-04
        6267  -0.1220E+03   0.1360E-01   0.3700E+00   0.4544E-04
        6268  -0.9800E+02   0.1360E-01   0.4100E+00   0.4543E-04
        6269  -0.8600E+02   0.1360E-01   0.4500E+00   0.4543E-04
        6270  -0.5800E+02   0.1360E-01   0.1500E+00   0.4543E-04
        6271  -0.6600E+02   0.1360E-01   0.2700E+00   0.4542E-04
        6272  -0.7400E+02   0.1360E-01   0.2500E+00   0.4542E-04
        6273  -0.9800E+02   0.1360E-01   0.2100E+00   0.4541E-04
        6274  -0.1020E+03   0.1359E-01   0.3900E+00   0.4541E-04
        6275  -0.6600E+02   0.1359E-01   0.3100E+00   0.4540E-04
        6276  -0.8200E+02   0.1359E-01   0.1500E+00   0.4540E-04
        6277  -0.8600E+02   0.1359E-01   0.1100E+00   0.4539E-04
        6278  -0.9800E+02   0.1359E-01   0.1500E+00   0.4538E-04
        6279  -0.1140E+03   0.1359E-01   0.7000E-01   0.4537E-04
        6280  -0.1100E+03   0.1359E-01   0.1100E+00   0.4537E-04
        6281  -0.1140E+03   0.1359E-01   0.1100E+00   0.4536E-04
        6282  -0.9800E+02   0.1358E-01  -0.1000E-01   0.4535E-04
        6283  -0.9800E+02   0.1358E-01   0.3000E-01   0.4535E-04
        6284  -0.9400E+02   0.1358E-01  -0.1300E+00   0.4534E-04
        6285  -0.8600E+02   0.1358E-01  -0.2300E+00   0.4533E-04
        6286  -0.9800E+02   0.1358E-01  -0.1900E+00   0.4533E-04
        6287  -0.8600E+02   0.1358E-01  -0.1900E+00   0.4532E-04
        6288  -0.7400E+02   0.1358E-01  -0.9000E-01   0.4531E-04
        6289  -0.8200E+02   0.1357E-01  -0.2100E+00   0.4531E-04
        6290  -0.7000E+02   0.1357E-01  -0.3500E+00   0.4530E-04
        6291  -0.8600E+02   0.1357E-01  -0.2900E+00   0.4530E-04
        6292  -0.8200E+02   0.1357E-01  -0.1900E+00   0.4529E-04
        6293  -0.1020E+03   0.1357E-01  -0.1000E-01   0.4529E-04
        6294  -0.1100E+03   0.1357E-01   0.1100E+00   0.4528E-04
        6295  -0.1100E+03   0.1357E-01   0.1500E+00   0.4527E-04
        6296  -0.9400E+02   0.1356E-01   0.2500E+00   0.4527E-04
        6297  -0.9400E+02   0.1356E-01   0.1700E+00   0.4526E-04
        6298  -0.7000E+02   0.1356E-01  -0.9000E-01   0.4525E-04
        6299  -0.1020E+03   0.1356E-01   0.1500E+00   0.4525E-04
        6300  -0.9000E+02   0.1356E-01   0.3000E-01   0.4524E-04
        6301  -0.8600E+02   0.1356E-01   0.1000E-01   0.4523E-04
        6302  -0.7000E+02   0.1356E-01   0.3000E-01   0.4523E-04
        6303  -0.7000E+02   0.1355E-01  -0.7000E-01   0.4522E-04
        6304  -0.9400E+02   0.1355E-01  -0.7000E-01   0.4521E-04
        6305  -0.9800E+02   0.1355E-01  -0.7000E-01   0.4521E-04
        6306  -0.1180E+03   0.1355E-01  -0.7000E-01   0.4520E-04
        6307  -0.1020E+03   0.1355E-01  -0.1900E+00   0.4519E-04
        6308  -0.9800E+02   0.1355E-01  -0.1900E+00   0.4519E-04
        6309  -0.1220E+03   0.1355E-01  -0.3500E+00   0.4518E-04
        6310  -0.1300E+03   0.1355E-01  -0.3300E+00   0.4518E-04
        6311  -0.1420E+03   0.1355E-01  -0.3300E+00   0.4517E-04
        6312  -0.1340E+03   0.1355E-01  -0.3700E+00   0.4517E-04
        6313  -0.1300E+03   0.1355E-01  -0.3300E+00   0.4517E-04
        6314  -0.1180E+03   0.1354E-01  -0.3300E+00   0.4516E-04
        6315  -0.1260E+03   0.1354E-01  -0.3700E+00   0.4516E-04
        6316  -0.1220E+03   0.1354E-01  -0.3100E+00   0.4515E-04
        6317  -0.1140E+03   0.1354E-01  -0.3300E+00   0.4515E-04
        6318  -0.1060E+03   0.1354E-01  -0.3500E+00   0.4515E-04
        6319  -0.1380E+03   0.1354E-01  -0.3700E+00   0.4514E-04
        6320  -0.1460E+03   0.1354E-01  -0.4300E+00   0.4514E-04
        6321  -0.1260E+03   0.1354E-01  -0.3700E+00   0.4514E-04
        6322  -0.1060E+03   0.1354E-01  -0.3500E+00   0.4513E-04
        6323  -0.1140E+03   0.1354E-01  -0.4300E+00   0.4513E-04
        6324  -0.1020E+03   0.1354E-01  -0.2500E+00   0.4513E-04
        6325  -0.1140E+03   0.1354E-01  -0.5500E+00   0.4513E-04
        6326  -0.1100E+03   0.1353E-01  -0.4900E+00   0.4513E-04
        6327  -0.9800E+02   0.1353E-01  -0.5100E+00   0.4513E-04
        6328  -0.1220E+03   0.1353E-01  -0.5900E+00   0.4513E-04
        6329  -0.1180E+03   0.1353E-01  -0.5700E+00   0.4513E-04
        6330  -0.1260E+03   0.1353E-01  -0.5500E+00   0.4513E-04
        6331  -0.1180E+03   0.1353E-01  -0.6100E+00   0.4514E-04
        6332  -0.1380E+03   0.1353E-01  -0.6300E+00   0.4514E-04
        6333  -0.1300E+03   0.1353E-01  -0.6700E+00   0.4515E-04
        6334  -0.1260E+03   0.1353E-01  -0.6500E+00   0.4515E-04
        6335  -0.1140E+03   0.1353E-01  -0.6500E+00   0.4515E-04
        6336  -0.9000E+02   0.1353E-01  -0.5900E+00   0.4516E-04
        6337  -0.1260E+03   0.1353E-01  -0.7300E+00   0.4516E-04
        6338  -0.1300E+03   0.1352E-01  -0.6300E+00   0.4517E-04
        6339  -0.1180E+03   0.1352E-01  -0.6100E+00   0.4517E-04
        6340  -0.1220E+03   0.1352E-01  -0.5300E+00   0.4517E-04
        6341  -0.1140E+03   0.1352E-01  -0.5500E+00   0.4517E-04
        6342  -0.1420E+03   0.1352E-01  -0.6900E+00   0.4518E-04
        6343  -0.8200E+02   0.1352E-01  -0.4100E+00   0.4518E-04
        6344  -0.9800E+02   0.1352E-01  -0.4300E+00   0.4518E-04
        6345  -0.1020E+03   0.1352E-01  -0.3100E+00   0.4517E-04
        6346  -0.1060E+03   0.1352E-01  -0.3300E+00   0.4517E-04
        6347  -0.9400E+02   0.1352E-01  -0.2700E+00   0.4516E-04
        6348  -0.1060E+03   0.1351E-01  -0.2900E+00   0.4516E-04
        6349  -0.7000E+02   0.1351E-01  -0.1500E+00   0.4515E-04
        6350  -0.9000E+02   0.1351E-01  -0.7000E-01   0.4514E-04
        6351  -0.1060E+03   0.1351E-01  -0.5000E-01   0.4514E-04
        6352  -0.9800E+02   0.1351E-01  -0.1300E+00   0.4513E-04
        6353  -0.9800E+02   0.1351E-01  -0.1900E+00   0.4512E-04
        6354  -0.8200E+02   0.1351E-01  -0.1700E+00   0.4512E-04
        6355  -0.7400E+02   0.1350E-01  -0.1500E+00   0.4511E-04
        6356  -0.8600E+02   0.1350E-01  -0.1900E+00   0.4510E-04
        6357  -0.7800E+02   0.1350E-01  -0.2300E+00   0.4510E-04
        6358  -0.7400E+02   0.1350E-01  -0.1900E+00   0.4509E-04
        6359  -0.6600E+02   0.1350E-01  -0.3700E+00   0.4509E-04
        6360  -0.1260E+03   0.1350E-01  -0.5900E+00   0.4509E-04
        6361  -0.9800E+02   0.1350E-01  -0.4300E+00   0.4509E-04
        6362  -0.1020E+03   0.1349E-01  -0.3700E+00   0.4509E-04
        6363  -0.1060E+03   0.1349E-01  -0.2300E+00   0.4508E-04
        6364  -0.1220E+03   0.1349E-01  -0.2700E+00   0.4508E-04
        6365  -0.1060E+03   0.1349E-01  -0.2900E+00   0.4507E-04
        6366  -0.1180E+03   0.1349E-01  -0.2700E+00   0.4507E-04
        6367  -0.1260E+03   0.1349E-01  -0.1100E+00   0.4506E-04
        6368  -0.1180E+03   0.1349E-01  -0.5000E-01   0.4505E-04
        6369  -0.1100E+03   0.1349E-01   0.9000E-01   0.4505E-04
        6370  -0.1100E+03   0.1349E-01   0.7000E-01   0.4504E-04
        6371  -0.1140E+03   0.1349E-01   0.5000E-01   0.4503E-04
        6372  -0.1140E+03   0.1349E-01   0.3000E-01   0.4502E-04
        6373  -0.1060E+03   0.1348E-01  -0.7000E-01   0.4502E-04
        6374  -0.1140E+03   0.1348E-01  -0.2900E+00   0.4501E-04
        6375  -0.1260E+03   0.1348E-01  -0.2900E+00   0.4501E-04
        6376  -0.1220E+03   0.1348E-01  -0.2500E+00   0.4500E-04
        6377  -0.1300E+03   0.1348E-01  -0.3700E+00   0.4500E-04
        6378  -0.1060E+03   0.1348E-01  -0.3100E+00   0.4499E-04
        6379  -0.1300E+03   0.1348E-01  -0.1900E+00   0.4499E-04
        6380  -0.1060E+03   0.1348E-01  -0.2100E+00   0.4498E-04
        6381  -0.9800E+02   0.1348E-01  -0.9000E-01   0.4498E-04
        6382  -0.9800E+02   0.1348E-01  -0.1300E+00   0.4497E-04
        6383  -0.9800E+02   0.1347E-01   0.1000E-01   0.4496E-04
        6384  -0.9800E+02   0.1347E-01   0.1500E+00   0.4496E-04
        6385  -0.9400E+02   0.1347E-01   0.1900E+00   0.4495E-04
        6386  -0.1180E+03   0.1347E-01   0.3100E+00   0.4495E-04
        6387  -0.1060E+03   0.1347E-01   0.2500E+00   0.4494E-04
        6388  -0.9400E+02   0.1347E-01   0.3100E+00   0.4494E-04
        6389  -0.1140E+03   0.1347E-01   0.3700E+00   0.4493E-04
        6390  -0.7000E+02   0.1347E-01   0.2900E+00   0.4493E-04
        6391  -0.9400E+02   0.1347E-01   0.3300E+00   0.4492E-04
        6392  -0.1100E+03   0.1346E-01   0.2500E+00   0.4492E-04
        6393  -0.8600E+02   0.1346E-01   0.2700E+00   0.4491E-04
        6394  -0.1100E+03   0.1346E-01   0.3500E+00   0.4491E-04
        6395  -0.9000E+02   0.1346E-01   0.2900E+00   0.4490E-04
        6396  -0.8200E+02   0.1346E-01   0.2700E+00   0.4490E-04
        6397  -0.9800E+02   0.1346E-01   0.1300E+00   0.4489E-04
        6398  -0.8200E+02   0.1346E-01   0.2100E+00   0.4489E-04
        6399  -0.9800E+02   0.1345E-01   0.2900E+00   0.4488E-04
        6400  -0.1220E+03   0.1345E-01   0.4300E+00   0.4488E-04
        6401  -0.1260E+03   0.1345E-01   0.4500E+00   0.4488E-04
        6402  -0.1180E+03   0.1345E-01   0.5500E+00   0.4488E-04
        6403  -0.1460E+03   0.1345E-01   0.5900E+00   0.4488E-04
        6404  -0.1380E+03   0.1345E-01   0.6700E+00   0.4489E-04
        6405  -0.1340E+03   0.1345E-01   0.6100E+00   0.4489E-04
        6406  -0.1180E+03   0.1345E-01   0.5300E+00   0.4489E-04
        6407  -0.9800E+02   0.1345E-01   0.5300E+00   0.4489E-04
        6408  -0.1340E+03   0.1345E-01   0.5700E+00   0.4489E-04
        6409  -0.1380E+03   0.1345E-01   0.5900E+00   0.4490E-04
        6410  -0.1100E+03   0.1345E-01   0.4900E+00   0.4490E-04
        6411  -0.1020E+03   0.1345E-01   0.3900E+00   0.4489E-04
        6412  -0.7400E+02   0.1344E-01   0.2500E+00   0.4489E-04
        6413  -0.8600E+02   0.1344E-01   0.2300E+00   0.4488E-04
        6414  -0.8200E+02   0.1344E-01   0.5000E-01   0.4488E-04
        6415  -0.1100E+03   0.1344E-01  -0.3000E-01   0.4487E-04
        6416  -0.9400E+02   0.1344E-01  -0.5000E-01   0.4486E-04
        6417  -0.6600E+02   0.1344E-01   0.5000E-01   0.4485E-04
        6418  -0.6600E+02   0.1344E-01   0.1500E+00   0.4485E-04
        6419  -0.7000E+02   0.1343E-01   0.2100E+00   0.4484E-04
        6420  -0.1140E+03   0.1343E-01   0.1700E+00   0.4484E-04
        6421  -0.1060E+03   0.1343E-01   0.7000E-01   0.4483E-04
        6422  -0.7800E+02   0.1343E-01   0.1100E+00   0.4482E-04
        6423  -0.1060E+03   0.1343E-01  -0.3000E-01   0.4482E-04
        6424  -0.1100E+03   0.1343E-01   0.1300E+00   0.4481E-04
        6425  -0.1020E+03   0.1343E-01   0.9000E-01   0.4480E-04
        6426  -0.1140E+03   0.1343E-01   0.2700E+00   0.4480E-04
        6427  -0.8200E+02   0.1343E-01   0.7000E-01   0.4479E-04
        6428  -0.8200E+02   0.1342E-01   0.1100E+00   0.4478E-04
        6429  -0.8600E+02   0.1342E-01   0.1000E-01   0.4478E-04
        6430  -0.9000E+02   0.1342E-01   0.1000E-01   0.4477E-04
        6431  -0.1180E+03   0.1342E-01  -0.3000E-01   0.4476E-04
        6432  -0.1060E+03   0.1342E-01   0.5000E-01   0.4476E-04
        6433  -0.9800E+02   0.1342E-01   0.5000E-01   0.4475E-04
        6434  -0.9400E+02   0.1342E-01   0.1000E-01   0.4474E-04
        6435  -0.9800E+02   0.1342E-01   0.3000E-01   0.4474E-04
        6436  -0.9000E+02   0.1341E-01   0.2100E+00   0.4473E-04
        6437  -0.1060E+03   0.1341E-01   0.1700E+00   0.4472E-04
        6438  -0.1060E+03   0.1341E-01   0.2100E+00   0.4472E-04
        6439  -0.1180E+03   0.1341E-01   0.3100E+00   0.4471E-04
        6440  -0.1020E+03   0.1341E-01   0.2900E+00   0.4471E-04
        6441  -0.9800E+02   0.1341E-01   0.2900E+00   0.4470E-04
        6442  -0.1140E+03   0.1341E-01   0.3700E+00   0.4470E-04
        6443  -0.1140E+03   0.1341E-01   0.2500E+00   0.4470E-04
        6444  -0.1060E+03   0.1341E-01   0.1100E+00   0.4469E-04
        6445  -0.1220E+03   0.1340E-01   0.1700E+00   0.4468E-04
        6446  -0.8200E+02   0.1340E-01   0.1300E+00   0.4468E-04
        6447  -0.9000E+02   0.1340E-01   0.1300E+00   0.4467E-04
        6448  -0.9800E+02   0.1340E-01   0.1100E+00   0.4466E-04
        6449  -0.1020E+03   0.1340E-01   0.1100E+00   0.4466E-04
        6450  -0.1060E+03   0.1340E-01   0.1300E+00   0.4465E-04
        6451  -0.9400E+02   0.1340E-01   0.7000E-01   0.4464E-04
        6452  -0.9000E+02   0.1340E-01   0.1100E+00   0.4464E-04
        6453  -0.8600E+02   0.1339E-01   0.1900E+00   0.4463E-04
        6454  -0.9000E+02   0.1339E-01   0.1500E+00   0.4462E-04
        6455  -0.1100E+03   0.1339E-01  -0.5000E-01   0.4462E-04
        6456  -0.8600E+02   0.1339E-01  -0.1500E+00   0.4461E-04
        6457  -0.8200E+02   0.1339E-01  -0.1300E+00   0.4460E-04
        6458  -0.1060E+03   0.1339E-01  -0.1100E+00   0.4460E-04
        6459  -0.1060E+03   0.1339E-01   0.7000E-01   0.4459E-04
        6460  -0.1100E+03   0.1339E-01   0.1500E+00   0.4459E-04
        6461  -0.9400E+02   0.1338E-01   0.1900E+00   0.4458E-04
        6462  -0.9400E+02   0.1338E-01   0.1900E+00   0.4457E-04
        6463  -0.9000E+02   0.1338E-01   0.3500E+00   0.4457E-04
        6464  -0.8200E+02   0.1338E-01   0.2900E+00   0.4457E-04
        6465  -0.1220E+03   0.1338E-01   0.3700E+00   0.4456E-04
        6466  -0.1260E+03   0.1338E-01   0.4500E+00   0.4456E-04
        6467  -0.1140E+03   0.1338E-01   0.4100E+00   0.4456E-04
        6468  -0.1020E+03   0.1338E-01   0.3700E+00   0.4455E-04
        6469  -0.1100E+03   0.1338E-01   0.4100E+00   0.4455E-04
        6470  -0.1020E+03   0.1337E-01   0.3900E+00   0.4455E-04
        6471  -0.9400E+02   0.1337E-01   0.3300E+00   0.4455E-04
        6472  -0.6600E+02   0.1337E-01   0.1500E+00   0.4454E-04
        6473  -0.7800E+02   0.1337E-01   0.2500E+00   0.4453E-04
        6474  -0.8600E+02   0.1337E-01   0.2700E+00   0.4453E-04
        6475  -0.8200E+02   0.1337E-01   0.2900E+00   0.4452E-04
        6476  -0.8600E+02   0.1337E-01   0.2500E+00   0.4452E-04
        6477  -0.9000E+02   0.1336E-01   0.1100E+00   0.4451E-04
        6478  -0.7800E+02   0.1336E-01   0.3000E-01   0.4451E-04
        6479  -0.1020E+03   0.1336E-01   0.3000E-01   0.4450E-04
        6480  -0.9000E+02   0.1336E-01  -0.1000E-01   0.4449E-04
        6481  -0.9400E+02   0.1336E-01   0.1000E-01   0.4449E-04
        6482  -0.9800E+02   0.1336E-01   0.1700E+00   0.4448E-04
        6483  -0.9800E+02   0.1336E-01   0.1300E+00   0.4447E-04
        6484  -0.1020E+03   0.1336E-01   0.2500E+00   0.4447E-04
        6485  -0.1100E+03   0.1335E-01   0.2900E+00   0.4446E-04
        6486  -0.9800E+02   0.1335E-01   0.2900E+00   0.4446E-04
        6487  -0.1020E+03   0.1335E-01   0.2500E+00   0.4445E-04
        6488  -0.9000E+02   0.1335E-01   0.3500E+00   0.4445E-04
        6489  -0.1100E+03   0.1335E-01   0.2700E+00   0.4444E-04
        6490  -0.1060E+03   0.1335E-01   0.2900E+00   0.4444E-04
        6491  -0.8200E+02   0.1335E-01   0.1900E+00   0.4443E-04
        6492  -0.1020E+03   0.1335E-01   0.2900E+00   0.4443E-04
        6493  -0.7800E+02   0.1335E-01   0.1500E+00   0.4442E-04
