    tau_corr   autocorr_U   autocorr_M
          70   0.9116E-01   0.1661E+00
          71   0.9006E-01   0.1652E+00
          72   0.8983E-01   0.1651E+00
          73   0.8999E-01   0.1652E+00
          74   0.8989E-01   0.1649E+00
          75   0.9018E-01   0.1644E+00
          76   0.9116E-01   0.1648E+00
          77   0.9245E-01   0.1656E+00
          78   0.9507E-01   0.1673E+00
          79   0.9620E-01   0.1678E+00
          80   0.9814E-01   0.1686E+00
          81   0.9763E-01   0.1682E+00
          82   0.9569E-01   0.1669E+00
          83   0.9340E-01   0.1651E+00
          84   0.9176E-01   0.1640E+00
          85   0.9014E-01   0.1631E+00
          86   0.8978E-01   0.1627E+00
          87   0.8972E-01   0.1631E+00
          88   0.8984E-01   0.1635E+00
          89   0.9087E-01   0.1639E+00
          90   0.9132E-01   0.1646E+00
          91   0.9139E-01   0.1647E+00
          92   0.9168E-01   0.1654E+00
          93   0.9218E-01   0.1659E+00
          94   0.9253E-01   0.1668E+00
          95   0.9469E-01   0.1679E+00
          96   0.9599E-01   0.1684E+00
          97   0.9635E-01   0.1693E+00
          98   0.9720E-01   0.1696E+00
          99   0.9647E-01   0.1689E+00
         100   0.9685E-01   0.1694E+00
         101   0.9647E-01   0.1693E+00
         102   0.9492E-01   0.1681E+00
         103   0.9418E-01   0.1675E+00
         104   0.9329E-01   0.1671E+00
         105   0.9318E-01   0.1667E+00
         106   0.9215E-01   0.1660E+00
         107   0.9202E-01   0.1662E+00
         108   0.9127E-01   0.1657E+00
         109   0.9131E-01   0.1658E+00
         110   0.9141E-01   0.1666E+00
         111   0.9131E-01   0.1673E+00
         112   0.9194E-01   0.1677E+00
         113   0.9239E-01   0.1684E+00
         114   0.9231E-01   0.1691E+00
         115   0.9193E-01   0.1694E+00
         116   0.9197E-01   0.1691E+00
         117   0.9357E-01   0.1698E+00
         118   0.9474E-01   0.1705E+00
         119   0.9565E-01   0.1711E+00
         120   0.9532E-01   0.1712E+00
         121   0.9558E-01   0.1716E+00
         122   0.9473E-01   0.1707E+00
         123   0.9350E-01   0.1701E+00
         124   0.9322E-01   0.1707E+00
         125   0.9337E-01   0.1709E+00
         126   0.9245E-01   0.1701E+00
         127   0.9308E-01   0.1711E+00
         128   0.9278E-01   0.1708E+00
         129   0.9407E-01   0.1716E+00
         130   0.9348E-01   0.1712E+00
         131   0.9414E-01   0.1717E+00
         132   0.9355E-01   0.1718E+00
         133   0.9289E-01   0.1713E+00
         134   0.9263E-01   0.1714E+00
         135   0.9395E-01   0.1722E+00
         136   0.9426E-01   0.1728E+00
         137   0.9532E-01   0.1735E+00
         138   0.9557E-01   0.1743E+00
         139   0.9660E-01   0.1751E+00
         140   0.9788E-01   0.1755E+00
         141   0.9815E-01   0.1760E+00
         142   0.9813E-01   0.1758E+00
         143   0.9842E-01   0.1760E+00
         144   0.9895E-01   0.1761E+00
         145   0.9886E-01   0.1759E+00
         146   0.9922E-01   0.1758E+00
         147   0.9868E-01   0.1754E+00
         148   0.9833E-01   0.1751E+00
         149   0.9842E-01   0.1747E+00
         150   0.9807E-01   0.1743E+00
         151   0.9815E-01   0.1746E+00
         152   0.9894E-01   0.1753E+00
         153   0.1004E+00   0.1765E+00
         154   0.1022E+00   0.1782E+00
         155   0.1034E+00   0.1791E+00
         156   0.1050E+00   0.1807E+00
         157   0.1062E+00   0.1815E+00
         158   0.1069E+00   0.1818E+00
         159   0.1081E+00   0.1831E+00
         160   0.1092E+00   0.1839E+00
         161   0.1097E+00   0.1844E+00
         162   0.1095E+00   0.1843E+00
         163   0.1080E+00   0.1835E+00
         164   0.1065E+00   0.1832E+00
         165   0.1043E+00   0.1822E+00
         166   0.1038E+00   0.1823E+00
         167   0.1047E+00   0.1830E+00
         168   0.1036E+00   0.1825E+00
         169   0.1033E+00   0.1825E+00
         170   0.1028E+00   0.1819E+00
         171   0.1031E+00   0.1818E+00
         172   0.1037E+00   0.1819E+00
         173   0.1043E+00   0.1825E+00
         174   0.1046E+00   0.1826E+00
         175   0.1041E+00   0.1824E+00
         176   0.1041E+00   0.1827E+00
         177   0.1050E+00   0.1831E+00
         178   0.1055E+00   0.1834E+00
         179   0.1047E+00   0.1832E+00
         180   0.1038E+00   0.1824E+00
         181   0.1035E+00   0.1817E+00
         182   0.1028E+00   0.1808E+00
         183   0.1023E+00   0.1804E+00
         184   0.1017E+00   0.1802E+00
         185   0.1009E+00   0.1794E+00
         186   0.1008E+00   0.1789E+00
         187   0.1011E+00   0.1793E+00
         188   0.1015E+00   0.1796E+00
         189   0.1015E+00   0.1799E+00
         190   0.1020E+00   0.1805E+00
         191   0.1023E+00   0.1808E+00
         192   0.1020E+00   0.1811E+00
         193   0.1025E+00   0.1812E+00
         194   0.1030E+00   0.1815E+00
         195   0.1025E+00   0.1808E+00
         196   0.1024E+00   0.1808E+00
         197   0.1022E+00   0.1806E+00
         198   0.1030E+00   0.1808E+00
         199   0.1031E+00   0.1811E+00
         200   0.1041E+00   0.1812E+00
         201   0.1039E+00   0.1814E+00
         202   0.1042E+00   0.1817E+00
         203   0.1029E+00   0.1807E+00
         204   0.1024E+00   0.1797E+00
         205   0.1028E+00   0.1801E+00
         206   0.1036E+00   0.1804E+00
         207   0.1045E+00   0.1811E+00
         208   0.1050E+00   0.1814E+00
         209   0.1051E+00   0.1818E+00
         210   0.1053E+00   0.1817E+00
         211   0.1049E+00   0.1821E+00
         212   0.1032E+00   0.1810E+00
         213   0.1051E+00   0.1823E+00
         214   0.1052E+00   0.1824E+00
         215   0.1061E+00   0.1831E+00
         216   0.1066E+00   0.1831E+00
         217   0.1068E+00   0.1828E+00
         218   0.1059E+00   0.1823E+00
         219   0.1074E+00   0.1831E+00
         220   0.1085E+00   0.1840E+00
         221   0.1095E+00   0.1852E+00
         222   0.1085E+00   0.1849E+00
         223   0.1085E+00   0.1851E+00
         224   0.1091E+00   0.1859E+00
         225   0.1091E+00   0.1858E+00
         226   0.1085E+00   0.1856E+00
         227   0.1069E+00   0.1849E+00
         228   0.1054E+00   0.1836E+00
         229   0.1050E+00   0.1834E+00
         230   0.1043E+00   0.1827E+00
         231   0.1048E+00   0.1834E+00
         232   0.1048E+00   0.1833E+00
         233   0.1043E+00   0.1836E+00
         234   0.1038E+00   0.1832E+00
         235   0.1036E+00   0.1833E+00
         236   0.1033E+00   0.1837E+00
         237   0.1029E+00   0.1835E+00
         238   0.1033E+00   0.1836E+00
         239   0.1045E+00   0.1844E+00
         240   0.1047E+00   0.1843E+00
         241   0.1059E+00   0.1851E+00
         242   0.1055E+00   0.1845E+00
         243   0.1040E+00   0.1834E+00
         244   0.1026E+00   0.1826E+00
         245   0.1017E+00   0.1823E+00
         246   0.1016E+00   0.1822E+00
         247   0.1009E+00   0.1818E+00
         248   0.9986E-01   0.1813E+00
         249   0.9935E-01   0.1808E+00
         250   0.9927E-01   0.1805E+00
         251   0.9967E-01   0.1807E+00
         252   0.9935E-01   0.1808E+00
         253   0.1001E+00   0.1813E+00
         254   0.1005E+00   0.1822E+00
         255   0.1009E+00   0.1829E+00
         256   0.1026E+00   0.1841E+00
         257   0.1029E+00   0.1847E+00
         258   0.1041E+00   0.1855E+00
         259   0.1049E+00   0.1864E+00
         260   0.1047E+00   0.1863E+00
         261   0.1047E+00   0.1864E+00
         262   0.1055E+00   0.1864E+00
         263   0.1045E+00   0.1858E+00
         264   0.1041E+00   0.1852E+00
         265   0.1041E+00   0.1848E+00
         266   0.1047E+00   0.1851E+00
         267   0.1049E+00   0.1851E+00
         268   0.1044E+00   0.1849E+00
         269   0.1049E+00   0.1849E+00
         270   0.1046E+00   0.1850E+00
         271   0.1038E+00   0.1847E+00
         272   0.1051E+00   0.1855E+00
         273   0.1049E+00   0.1854E+00
         274   0.1052E+00   0.1853E+00
         275   0.1043E+00   0.1844E+00
         276   0.1050E+00   0.1847E+00
         277   0.1044E+00   0.1841E+00
         278   0.1037E+00   0.1834E+00
         279   0.1045E+00   0.1839E+00
         280   0.1054E+00   0.1845E+00
         281   0.1055E+00   0.1847E+00
         282   0.1060E+00   0.1852E+00
         283   0.1062E+00   0.1853E+00
         284   0.1056E+00   0.1853E+00
         285   0.1059E+00   0.1857E+00
         286   0.1062E+00   0.1861E+00
         287   0.1062E+00   0.1867E+00
         288   0.1059E+00   0.1867E+00
         289   0.1056E+00   0.1868E+00
         290   0.1054E+00   0.1868E+00
         291   0.1074E+00   0.1882E+00
         292   0.1074E+00   0.1883E+00
         293   0.1075E+00   0.1884E+00
         294   0.1075E+00   0.1885E+00
         295   0.1064E+00   0.1881E+00
         296   0.1064E+00   0.1881E+00
         297   0.1063E+00   0.1879E+00
         298   0.1064E+00   0.1877E+00
         299   0.1067E+00   0.1874E+00
         300   0.1062E+00   0.1873E+00
         301   0.1067E+00   0.1874E+00
         302   0.1079E+00   0.1874E+00
         303   0.1088E+00   0.1881E+00
         304   0.1077E+00   0.1873E+00
         305   0.1088E+00   0.1876E+00
         306   0.1081E+00   0.1875E+00
         307   0.1081E+00   0.1877E+00
         308   0.1080E+00   0.1875E+00
         309   0.1066E+00   0.1866E+00
         310   0.1065E+00   0.1868E+00
         311   0.1079E+00   0.1876E+00
         312   0.1086E+00   0.1881E+00
         313   0.1091E+00   0.1882E+00
         314   0.1097E+00   0.1886E+00
         315   0.1102E+00   0.1892E+00
         316   0.1112E+00   0.1899E+00
         317   0.1112E+00   0.1899E+00
         318   0.1114E+00   0.1903E+00
         319   0.1118E+00   0.1903E+00
         320   0.1125E+00   0.1910E+00
         321   0.1131E+00   0.1919E+00
         322   0.1144E+00   0.1929E+00
         323   0.1141E+00   0.1932E+00
         324   0.1140E+00   0.1931E+00
         325   0.1142E+00   0.1935E+00
         326   0.1142E+00   0.1938E+00
         327   0.1144E+00   0.1938E+00
         328   0.1132E+00   0.1931E+00
         329   0.1137E+00   0.1932E+00
         330   0.1128E+00   0.1926E+00
         331   0.1130E+00   0.1930E+00
         332   0.1138E+00   0.1933E+00
         333   0.1139E+00   0.1937E+00
         334   0.1148E+00   0.1942E+00
         335   0.1162E+00   0.1950E+00
         336   0.1162E+00   0.1950E+00
         337   0.1161E+00   0.1947E+00
         338   0.1167E+00   0.1954E+00
         339   0.1166E+00   0.1957E+00
         340   0.1162E+00   0.1953E+00
         341   0.1169E+00   0.1959E+00
         342   0.1162E+00   0.1953E+00
         343   0.1165E+00   0.1952E+00
         344   0.1164E+00   0.1951E+00
         345   0.1161E+00   0.1948E+00
         346   0.1160E+00   0.1953E+00
         347   0.1151E+00   0.1951E+00
         348   0.1149E+00   0.1949E+00
         349   0.1142E+00   0.1945E+00
         350   0.1146E+00   0.1947E+00
         351   0.1141E+00   0.1945E+00
         352   0.1145E+00   0.1948E+00
         353   0.1147E+00   0.1951E+00
         354   0.1154E+00   0.1953E+00
         355   0.1148E+00   0.1951E+00
         356   0.1143E+00   0.1950E+00
         357   0.1136E+00   0.1947E+00
         358   0.1142E+00   0.1950E+00
         359   0.1146E+00   0.1951E+00
         360   0.1152E+00   0.1952E+00
         361   0.1150E+00   0.1952E+00
         362   0.1144E+00   0.1943E+00
         363   0.1134E+00   0.1935E+00
         364   0.1132E+00   0.1934E+00
         365   0.1124E+00   0.1925E+00
         366   0.1113E+00   0.1918E+00
         367   0.1109E+00   0.1915E+00
         368   0.1108E+00   0.1913E+00
         369   0.1117E+00   0.1916E+00
         370   0.1119E+00   0.1916E+00
         371   0.1118E+00   0.1915E+00
         372   0.1119E+00   0.1915E+00
         373   0.1115E+00   0.1911E+00
         374   0.1104E+00   0.1907E+00
         375   0.1104E+00   0.1907E+00
         376   0.1097E+00   0.1906E+00
         377   0.1096E+00   0.1906E+00
         378   0.1096E+00   0.1906E+00
         379   0.1103E+00   0.1913E+00
         380   0.1114E+00   0.1919E+00
         381   0.1115E+00   0.1918E+00
         382   0.1115E+00   0.1919E+00
         383   0.1122E+00   0.1925E+00
         384   0.1116E+00   0.1920E+00
         385   0.1115E+00   0.1921E+00
         386   0.1110E+00   0.1919E+00
         387   0.1117E+00   0.1919E+00
         388   0.1107E+00   0.1912E+00
         389   0.1114E+00   0.1910E+00
         390   0.1104E+00   0.1904E+00
         391   0.1101E+00   0.1900E+00
         392   0.1094E+00   0.1898E+00
         393   0.1103E+00   0.1905E+00
         394   0.1095E+00   0.1906E+00
         395   0.1097E+00   0.1908E+00
         396   0.1094E+00   0.1907E+00
         397   0.1091E+00   0.1906E+00
         398   0.1093E+00   0.1911E+00
         399   0.1086E+00   0.1907E+00
         400   0.1087E+00   0.1911E+00
         401   0.1092E+00   0.1913E+00
         402   0.1094E+00   0.1910E+00
         403   0.1093E+00   0.1906E+00
         404   0.1090E+00   0.1903E+00
         405   0.1075E+00   0.1895E+00
         406   0.1069E+00   0.1893E+00
         407   0.1071E+00   0.1897E+00
         408   0.1057E+00   0.1891E+00
         409   0.1074E+00   0.1900E+00
         410   0.1069E+00   0.1896E+00
         411   0.1074E+00   0.1897E+00
         412   0.1072E+00   0.1893E+00
         413   0.1081E+00   0.1898E+00
         414   0.1089E+00   0.1901E+00
         415   0.1095E+00   0.1906E+00
         416   0.1102E+00   0.1913E+00
         417   0.1109E+00   0.1921E+00
         418   0.1118E+00   0.1928E+00
         419   0.1120E+00   0.1933E+00
         420   0.1132E+00   0.1942E+00
         421   0.1131E+00   0.1944E+00
         422   0.1129E+00   0.1941E+00
         423   0.1126E+00   0.1941E+00
         424   0.1125E+00   0.1939E+00
         425   0.1113E+00   0.1934E+00
         426   0.1104E+00   0.1926E+00
         427   0.1094E+00   0.1914E+00
         428   0.1091E+00   0.1913E+00
         429   0.1082E+00   0.1907E+00
         430   0.1083E+00   0.1905E+00
         431   0.1082E+00   0.1907E+00
         432   0.1081E+00   0.1910E+00
         433   0.1092E+00   0.1912E+00
         434   0.1104E+00   0.1922E+00
         435   0.1108E+00   0.1925E+00
         436   0.1104E+00   0.1925E+00
         437   0.1105E+00   0.1925E+00
         438   0.1103E+00   0.1926E+00
         439   0.1107E+00   0.1931E+00
         440   0.1105E+00   0.1934E+00
         441   0.1109E+00   0.1935E+00
         442   0.1113E+00   0.1938E+00
         443   0.1113E+00   0.1935E+00
         444   0.1105E+00   0.1932E+00
         445   0.1110E+00   0.1931E+00
         446   0.1110E+00   0.1933E+00
         447   0.1107E+00   0.1935E+00
         448   0.1104E+00   0.1932E+00
         449   0.1111E+00   0.1936E+00
         450   0.1119E+00   0.1942E+00
         451   0.1119E+00   0.1940E+00
         452   0.1131E+00   0.1946E+00
         453   0.1124E+00   0.1942E+00
         454   0.1122E+00   0.1943E+00
         455   0.1121E+00   0.1945E+00
         456   0.1124E+00   0.1951E+00
         457   0.1119E+00   0.1954E+00
         458   0.1120E+00   0.1959E+00
         459   0.1113E+00   0.1959E+00
         460   0.1118E+00   0.1964E+00
         461   0.1122E+00   0.1969E+00
         462   0.1132E+00   0.1973E+00
         463   0.1134E+00   0.1978E+00
         464   0.1138E+00   0.1984E+00
         465   0.1144E+00   0.1989E+00
         466   0.1155E+00   0.1998E+00
         467   0.1163E+00   0.2005E+00
         468   0.1172E+00   0.2014E+00
         469   0.1166E+00   0.2010E+00
         470   0.1167E+00   0.2009E+00
         471   0.1172E+00   0.2009E+00
         472   0.1170E+00   0.2009E+00
         473   0.1175E+00   0.2009E+00
         474   0.1169E+00   0.2007E+00
         475   0.1163E+00   0.2003E+00
         476   0.1165E+00   0.2001E+00
         477   0.1166E+00   0.2001E+00
         478   0.1155E+00   0.1994E+00
         479   0.1150E+00   0.1987E+00
         480   0.1162E+00   0.1996E+00
         481   0.1165E+00   0.2000E+00
         482   0.1171E+00   0.2003E+00
         483   0.1173E+00   0.2001E+00
         484   0.1176E+00   0.2001E+00
         485   0.1177E+00   0.2002E+00
         486   0.1178E+00   0.2001E+00
         487   0.1173E+00   0.1994E+00
         488   0.1166E+00   0.1991E+00
         489   0.1169E+00   0.1994E+00
         490   0.1166E+00   0.1994E+00
         491   0.1169E+00   0.1995E+00
         492   0.1164E+00   0.1991E+00
         493   0.1165E+00   0.1990E+00
         494   0.1170E+00   0.1991E+00
         495   0.1167E+00   0.1994E+00
         496   0.1178E+00   0.2004E+00
         497   0.1182E+00   0.2005E+00
         498   0.1192E+00   0.2011E+00
         499   0.1196E+00   0.2018E+00
         500   0.1199E+00   0.2024E+00
         501   0.1199E+00   0.2026E+00
         502   0.1210E+00   0.2031E+00
         503   0.1211E+00   0.2033E+00
         504   0.1195E+00   0.2023E+00
         505   0.1189E+00   0.2022E+00
         506   0.1180E+00   0.2011E+00
         507   0.1169E+00   0.2001E+00
         508   0.1160E+00   0.1994E+00
         509   0.1160E+00   0.1989E+00
         510   0.1150E+00   0.1988E+00
         511   0.1145E+00   0.1983E+00
         512   0.1142E+00   0.1982E+00
         513   0.1133E+00   0.1974E+00
         514   0.1145E+00   0.1981E+00
         515   0.1148E+00   0.1984E+00
         516   0.1151E+00   0.1984E+00
         517   0.1146E+00   0.1982E+00
         518   0.1136E+00   0.1978E+00
         519   0.1134E+00   0.1976E+00
         520   0.1129E+00   0.1972E+00
         521   0.1121E+00   0.1969E+00
         522   0.1127E+00   0.1977E+00
         523   0.1127E+00   0.1980E+00
         524   0.1135E+00   0.1983E+00
         525   0.1145E+00   0.1993E+00
         526   0.1147E+00   0.1996E+00
         527   0.1148E+00   0.1999E+00
         528   0.1150E+00   0.2001E+00
         529   0.1145E+00   0.1999E+00
         530   0.1138E+00   0.1998E+00
         531   0.1145E+00   0.2005E+00
         532   0.1151E+00   0.2009E+00
         533   0.1166E+00   0.2015E+00
         534   0.1174E+00   0.2020E+00
         535   0.1172E+00   0.2018E+00
         536   0.1168E+00   0.2016E+00
         537   0.1166E+00   0.2016E+00
         538   0.1166E+00   0.2018E+00
         539   0.1169E+00   0.2019E+00
         540   0.1166E+00   0.2014E+00
         541   0.1165E+00   0.2013E+00
         542   0.1166E+00   0.2012E+00
         543   0.1162E+00   0.2009E+00
         544   0.1170E+00   0.2015E+00
         545   0.1167E+00   0.2012E+00
         546   0.1166E+00   0.2012E+00
         547   0.1169E+00   0.2014E+00
         548   0.1173E+00   0.2019E+00
         549   0.1182E+00   0.2027E+00
         550   0.1190E+00   0.2035E+00
         551   0.1181E+00   0.2032E+00
         552   0.1182E+00   0.2032E+00
         553   0.1186E+00   0.2032E+00
         554   0.1189E+00   0.2034E+00
         555   0.1186E+00   0.2033E+00
         556   0.1187E+00   0.2033E+00
         557   0.1185E+00   0.2032E+00
         558   0.1189E+00   0.2034E+00
         559   0.1199E+00   0.2044E+00
         560   0.1213E+00   0.2054E+00
         561   0.1226E+00   0.2067E+00
         562   0.1227E+00   0.2069E+00
         563   0.1231E+00   0.2074E+00
         564   0.1242E+00   0.2082E+00
         565   0.1240E+00   0.2080E+00
         566   0.1238E+00   0.2080E+00
         567   0.1234E+00   0.2080E+00
         568   0.1235E+00   0.2077E+00
         569   0.1230E+00   0.2070E+00
         570   0.1209E+00   0.2060E+00
         571   0.1198E+00   0.2050E+00
         572   0.1192E+00   0.2044E+00
         573   0.1193E+00   0.2040E+00
         574   0.1187E+00   0.2038E+00
         575   0.1192E+00   0.2042E+00
         576   0.1201E+00   0.2051E+00
         577   0.1218E+00   0.2059E+00
         578   0.1228E+00   0.2067E+00
         579   0.1224E+00   0.2066E+00
         580   0.1232E+00   0.2072E+00
         581   0.1232E+00   0.2069E+00
         582   0.1232E+00   0.2070E+00
         583   0.1226E+00   0.2066E+00
         584   0.1220E+00   0.2065E+00
         585   0.1221E+00   0.2066E+00
         586   0.1232E+00   0.2075E+00
         587   0.1228E+00   0.2077E+00
         588   0.1216E+00   0.2070E+00
         589   0.1219E+00   0.2072E+00
         590   0.1214E+00   0.2069E+00
         591   0.1216E+00   0.2070E+00
         592   0.1205E+00   0.2064E+00
         593   0.1211E+00   0.2070E+00
         594   0.1208E+00   0.2068E+00
         595   0.1203E+00   0.2066E+00
         596   0.1210E+00   0.2068E+00
         597   0.1204E+00   0.2063E+00
         598   0.1207E+00   0.2067E+00
         599   0.1200E+00   0.2070E+00
         600   0.1195E+00   0.2068E+00
         601   0.1203E+00   0.2074E+00
         602   0.1201E+00   0.2071E+00
         603   0.1200E+00   0.2073E+00
         604   0.1208E+00   0.2077E+00
         605   0.1207E+00   0.2077E+00
         606   0.1195E+00   0.2067E+00
         607   0.1194E+00   0.2065E+00
         608   0.1200E+00   0.2066E+00
         609   0.1196E+00   0.2066E+00
         610   0.1197E+00   0.2065E+00
         611   0.1202E+00   0.2069E+00
         612   0.1193E+00   0.2064E+00
         613   0.1190E+00   0.2063E+00
         614   0.1186E+00   0.2065E+00
         615   0.1183E+00   0.2066E+00
         616   0.1197E+00   0.2077E+00
         617   0.1199E+00   0.2079E+00
         618   0.1192E+00   0.2082E+00
         619   0.1209E+00   0.2093E+00
         620   0.1214E+00   0.2096E+00
         621   0.1215E+00   0.2098E+00
         622   0.1225E+00   0.2106E+00
         623   0.1237E+00   0.2112E+00
         624   0.1240E+00   0.2115E+00
         625   0.1236E+00   0.2116E+00
         626   0.1241E+00   0.2115E+00
         627   0.1238E+00   0.2114E+00
         628   0.1244E+00   0.2117E+00
         629   0.1236E+00   0.2114E+00
         630   0.1230E+00   0.2111E+00
         631   0.1223E+00   0.2105E+00
         632   0.1227E+00   0.2102E+00
         633   0.1223E+00   0.2097E+00
         634   0.1215E+00   0.2091E+00
         635   0.1207E+00   0.2087E+00
         636   0.1214E+00   0.2093E+00
         637   0.1226E+00   0.2099E+00
         638   0.1229E+00   0.2101E+00
         639   0.1228E+00   0.2102E+00
         640   0.1229E+00   0.2102E+00
         641   0.1232E+00   0.2101E+00
         642   0.1219E+00   0.2094E+00
         643   0.1216E+00   0.2086E+00
         644   0.1215E+00   0.2082E+00
         645   0.1212E+00   0.2079E+00
         646   0.1209E+00   0.2076E+00
         647   0.1202E+00   0.2071E+00
         648   0.1207E+00   0.2073E+00
         649   0.1201E+00   0.2071E+00
         650   0.1196E+00   0.2066E+00
         651   0.1188E+00   0.2058E+00
         652   0.1187E+00   0.2058E+00
         653   0.1171E+00   0.2049E+00
         654   0.1170E+00   0.2050E+00
         655   0.1170E+00   0.2046E+00
         656   0.1166E+00   0.2046E+00
         657   0.1163E+00   0.2047E+00
         658   0.1170E+00   0.2053E+00
         659   0.1184E+00   0.2067E+00
         660   0.1184E+00   0.2069E+00
         661   0.1197E+00   0.2076E+00
         662   0.1196E+00   0.2071E+00
         663   0.1204E+00   0.2079E+00
         664   0.1195E+00   0.2074E+00
         665   0.1199E+00   0.2075E+00
         666   0.1206E+00   0.2079E+00
         667   0.1207E+00   0.2077E+00
         668   0.1204E+00   0.2074E+00
         669   0.1200E+00   0.2075E+00
         670   0.1197E+00   0.2075E+00
         671   0.1207E+00   0.2083E+00
         672   0.1202E+00   0.2080E+00
         673   0.1212E+00   0.2086E+00
         674   0.1206E+00   0.2081E+00
         675   0.1212E+00   0.2085E+00
         676   0.1206E+00   0.2079E+00
         677   0.1210E+00   0.2075E+00
         678   0.1213E+00   0.2079E+00
         679   0.1207E+00   0.2078E+00
         680   0.1206E+00   0.2082E+00
         681   0.1212E+00   0.2085E+00
         682   0.1221E+00   0.2088E+00
         683   0.1216E+00   0.2083E+00
         684   0.1208E+00   0.2079E+00
         685   0.1219E+00   0.2085E+00
         686   0.1217E+00   0.2082E+00
         687   0.1213E+00   0.2080E+00
         688   0.1209E+00   0.2074E+00
         689   0.1195E+00   0.2066E+00
         690   0.1190E+00   0.2064E+00
         691   0.1186E+00   0.2062E+00
         692   0.1194E+00   0.2064E+00
         693   0.1194E+00   0.2067E+00
         694   0.1196E+00   0.2073E+00
         695   0.1202E+00   0.2080E+00
         696   0.1201E+00   0.2080E+00
         697   0.1203E+00   0.2081E+00
         698   0.1204E+00   0.2075E+00
         699   0.1210E+00   0.2081E+00
         700   0.1208E+00   0.2079E+00
         701   0.1208E+00   0.2082E+00
         702   0.1210E+00   0.2083E+00
         703   0.1202E+00   0.2079E+00
         704   0.1202E+00   0.2076E+00
         705   0.1209E+00   0.2081E+00
         706   0.1205E+00   0.2080E+00
         707   0.1208E+00   0.2085E+00
         708   0.1205E+00   0.2086E+00
         709   0.1203E+00   0.2083E+00
         710   0.1198E+00   0.2078E+00
         711   0.1187E+00   0.2070E+00
         712   0.1175E+00   0.2063E+00
         713   0.1165E+00   0.2055E+00
         714   0.1164E+00   0.2051E+00
         715   0.1171E+00   0.2051E+00
         716   0.1181E+00   0.2057E+00
         717   0.1172E+00   0.2050E+00
         718   0.1175E+00   0.2048E+00
         719   0.1174E+00   0.2048E+00
         720   0.1170E+00   0.2044E+00
         721   0.1172E+00   0.2043E+00
         722   0.1170E+00   0.2040E+00
         723   0.1170E+00   0.2040E+00
         724   0.1164E+00   0.2034E+00
         725   0.1167E+00   0.2034E+00
         726   0.1161E+00   0.2029E+00
         727   0.1158E+00   0.2028E+00
         728   0.1160E+00   0.2032E+00
         729   0.1162E+00   0.2037E+00
         730   0.1152E+00   0.2036E+00
         731   0.1149E+00   0.2032E+00
         732   0.1155E+00   0.2037E+00
         733   0.1168E+00   0.2043E+00
         734   0.1165E+00   0.2039E+00
