        T/Tc        U_med      U_error        M_med      M_error       Mexact           cv         susc       Binder
  0.3757E+01  -0.3974E+03   0.2097E+00   0.2646E-01   0.4246E-04   0.0000E+00   0.4736E+08   0.1058E-07   0.2812E-02
  0.3816E+01  -0.3910E+03   0.2967E+00   0.2665E-01   0.2655E-03   0.0000E+00   0.4514E+08   0.4074E-06  -0.4071E-02
  0.3875E+01  -0.3844E+03   0.1683E+00   0.2616E-01   0.4602E-04   0.0000E+00   0.4300E+08   0.1205E-07  -0.7014E-03
  0.3935E+01  -0.3780E+03   0.1381E+00   0.2602E-01   0.3651E-04   0.0000E+00   0.4099E+08   0.7469E-08  -0.2321E-02
  0.3994E+01  -0.3723E+03   0.2773E+00   0.2593E-01   0.5044E-04   0.0000E+00   0.3920E+08   0.1404E-07  -0.2194E-02
  0.4054E+01  -0.3665E+03   0.1415E+00   0.2589E-01   0.3707E-04   0.0000E+00   0.3746E+08   0.7475E-08   0.2075E-02
  0.4113E+01  -0.3609E+03   0.1743E+00   0.2574E-01   0.4217E-04   0.0000E+00   0.3581E+08   0.9535E-08   0.5346E-02
  0.4172E+01  -0.3554E+03   0.1544E+00   0.2558E-01   0.4812E-04   0.0000E+00   0.3426E+08   0.1224E-07   0.3527E-02
  0.4232E+01  -0.3502E+03   0.2338E+00   0.2558E-01   0.8787E-04   0.0000E+00   0.3283E+08   0.4023E-07   0.1781E-02
  0.4291E+01  -0.3453E+03   0.1758E+00   0.2564E-01   0.1340E-03   0.0000E+00   0.3148E+08   0.9232E-07   0.6152E-02
  0.4351E+01  -0.3404E+03   0.1895E+00   0.2608E-01   0.1584E-03   0.0000E+00   0.3020E+08   0.1272E-06   0.1491E-01
  0.4410E+01  -0.3351E+03   0.1391E+00   0.2517E-01   0.4249E-04   0.0000E+00   0.2891E+08   0.9028E-08  -0.7456E-03
