        T/Tc        U_med      U_error        M_med      M_error       Mexact           cv         susc       Binder
  0.5101E+00  -0.1996E+03   0.3515E-01   0.9991E+00   0.9203E-04   0.9977E+00   0.8610E+08   0.3661E-06   0.6667E+00
  0.5202E+00  -0.1996E+03   0.3035E-01   0.9990E+00   0.7953E-04   0.9974E+00   0.8439E+08   0.2681E-06   0.6667E+00
  0.5303E+00  -0.1994E+03   0.3975E-01   0.9986E+00   0.1017E-03   0.9970E+00   0.8265E+08   0.4298E-06   0.6667E+00
  0.5404E+00  -0.1994E+03   0.3914E-01   0.9985E+00   0.1004E-03   0.9965E+00   0.8106E+08   0.4111E-06   0.6667E+00
  0.5505E+00  -0.1993E+03   0.3530E-01   0.9982E+00   0.9166E-04   0.9961E+00   0.7948E+08   0.3365E-06   0.6667E+00
  0.5606E+00  -0.1992E+03   0.5560E-01   0.9980E+00   0.1503E-03   0.9955E+00   0.7803E+08   0.8888E-06   0.6666E+00
  0.5707E+00  -0.1991E+03   0.4628E-01   0.9977E+00   0.1230E-03   0.9949E+00   0.7653E+08   0.5847E-06   0.6666E+00
  0.5808E+00  -0.1990E+03   0.5281E-01   0.9974E+00   0.1376E-03   0.9943E+00   0.7513E+08   0.7186E-06   0.6666E+00
  0.5909E+00  -0.1988E+03   0.5223E-01   0.9969E+00   0.1441E-03   0.9936E+00   0.7372E+08   0.7744E-06   0.6666E+00
  0.6010E+00  -0.1986E+03   0.6117E-01   0.9963E+00   0.1685E-03   0.9928E+00   0.7232E+08   0.1042E-05   0.6666E+00
  0.6111E+00  -0.1986E+03   0.9832E-01   0.9964E+00   0.2638E-03   0.9920E+00   0.7114E+08   0.2510E-05   0.6666E+00
  0.6212E+00  -0.1982E+03   0.7840E-01   0.9954E+00   0.2145E-03   0.9910E+00   0.6972E+08   0.1634E-05   0.6666E+00
  0.6313E+00  -0.1982E+03   0.8036E-01   0.9952E+00   0.2150E-03   0.9900E+00   0.6856E+08   0.1614E-05   0.6666E+00
  0.6414E+00  -0.1979E+03   0.8309E-01   0.9944E+00   0.2326E-03   0.9889E+00   0.6728E+08   0.1860E-05   0.6665E+00
  0.6515E+00  -0.1978E+03   0.9215E-01   0.9942E+00   0.2549E-03   0.9878E+00   0.6621E+08   0.2199E-05   0.6665E+00
  0.6616E+00  -0.1974E+03   0.7304E-01   0.9931E+00   0.2075E-03   0.9865E+00   0.6493E+08   0.1435E-05   0.6665E+00
  0.6717E+00  -0.1972E+03   0.1398E+00   0.9926E+00   0.3826E-03   0.9851E+00   0.6384E+08   0.4805E-05   0.6664E+00
  0.6818E+00  -0.1970E+03   0.8741E-01   0.9921E+00   0.2480E-03   0.9836E+00   0.6278E+08   0.1988E-05   0.6664E+00
  0.6919E+00  -0.1964E+03   0.1053E+00   0.9904E+00   0.3090E-03   0.9820E+00   0.6149E+08   0.3042E-05   0.6663E+00
  0.7020E+00  -0.1961E+03   0.1035E+00   0.9895E+00   0.3192E-03   0.9803E+00   0.6044E+08   0.3201E-05   0.6663E+00
  0.7121E+00  -0.1958E+03   0.1069E+00   0.9886E+00   0.3275E-03   0.9784E+00   0.5938E+08   0.3321E-05   0.6663E+00
  0.7222E+00  -0.1955E+03   0.1118E+00   0.9877E+00   0.3304E-03   0.9764E+00   0.5837E+08   0.3332E-05   0.6662E+00
  0.7323E+00  -0.1955E+03   0.1003E+00   0.9879E+00   0.3186E-03   0.9742E+00   0.5759E+08   0.3057E-05   0.6663E+00
  0.7424E+00  -0.1948E+03   0.1098E+00   0.9855E+00   0.3340E-03   0.9719E+00   0.5639E+08   0.3314E-05   0.6661E+00
  0.7525E+00  -0.1942E+03   0.1034E+00   0.9839E+00   0.3178E-03   0.9694E+00   0.5532E+08   0.2960E-05   0.6660E+00
  0.7626E+00  -0.1936E+03   0.1260E+00   0.9821E+00   0.3914E-03   0.9666E+00   0.5425E+08   0.4429E-05   0.6659E+00
  0.7727E+00  -0.1932E+03   0.1343E+00   0.9808E+00   0.4278E-03   0.9637E+00   0.5332E+08   0.5222E-05   0.6658E+00
  0.7828E+00  -0.1921E+03   0.3260E+00   0.9777E+00   0.8947E-03   0.9606E+00   0.5204E+08   0.2255E-04   0.6658E+00
  0.7929E+00  -0.1925E+03   0.1409E+00   0.9787E+00   0.4386E-03   0.9572E+00   0.5159E+08   0.5350E-05   0.6657E+00
  0.8030E+00  -0.1915E+03   0.1546E+00   0.9757E+00   0.5126E-03   0.9535E+00   0.5046E+08   0.7215E-05   0.6655E+00
  0.8131E+00  -0.1912E+03   0.1469E+00   0.9749E+00   0.4757E-03   0.9495E+00   0.4968E+08   0.6137E-05   0.6655E+00
  0.8232E+00  -0.1904E+03   0.1618E+00   0.9721E+00   0.5118E-03   0.9452E+00   0.4865E+08   0.7015E-05   0.6653E+00
  0.8333E+00  -0.1898E+03   0.1424E+00   0.9700E+00   0.5045E-03   0.9405E+00   0.4778E+08   0.6735E-05   0.6650E+00
  0.8434E+00  -0.1874E+03   0.6604E+00   0.9627E+00   0.2104E-02   0.9355E+00   0.4606E+08   0.1158E-03   0.6647E+00
  0.8535E+00  -0.1884E+03   0.1260E+00   0.9654E+00   0.4557E-03   0.9299E+00   0.4597E+08   0.5365E-05   0.6648E+00
  0.8636E+00  -0.1877E+03   0.1912E+00   0.9633E+00   0.7013E-03   0.9239E+00   0.4514E+08   0.1256E-04   0.6645E+00
  0.8737E+00  -0.1868E+03   0.1779E+00   0.9599E+00   0.6330E-03   0.9172E+00   0.4419E+08   0.1011E-04   0.6642E+00
  0.8838E+00  -0.1860E+03   0.1787E+00   0.9572E+00   0.6509E-03   0.9099E+00   0.4331E+08   0.1057E-04   0.6640E+00
  0.8939E+00  -0.1854E+03   0.2038E+00   0.9552E+00   0.7310E-03   0.9018E+00   0.4258E+08   0.1318E-04   0.6637E+00
  0.9040E+00  -0.1848E+03   0.2191E+00   0.9529E+00   0.8051E-03   0.8928E+00   0.4182E+08   0.1581E-04   0.6636E+00
  0.9141E+00  -0.1835E+03   0.1658E+00   0.9487E+00   0.6708E-03   0.8826E+00   0.4083E+08   0.1085E-04   0.6630E+00
  0.9242E+00  -0.1822E+03   0.1925E+00   0.9435E+00   0.7712E-03   0.8710E+00   0.3981E+08   0.1419E-04   0.6625E+00
  0.9343E+00  -0.1812E+03   0.2181E+00   0.9401E+00   0.8712E-03   0.8577E+00   0.3897E+08   0.1791E-04   0.6620E+00
  0.9444E+00  -0.1800E+03   0.2234E+00   0.9349E+00   0.1056E-02   0.8422E+00   0.3810E+08   0.2605E-04   0.6610E+00
  0.9545E+00  -0.1786E+03   0.5015E+00   0.9292E+00   0.2054E-02   0.8235E+00   0.3710E+08   0.9744E-04   0.6610E+00
  0.9646E+00  -0.1781E+03   0.1786E+00   0.9277E+00   0.7810E-03   0.8003E+00   0.3656E+08   0.1394E-04   0.6600E+00
  0.9747E+00  -0.1767E+03   0.2052E+00   0.9212E+00   0.9625E-03   0.7698E+00   0.3563E+08   0.2095E-04   0.6588E+00
  0.9848E+00  -0.1749E+03   0.2925E+00   0.9130E+00   0.1466E-02   0.7255E+00   0.3459E+08   0.4809E-04   0.6572E+00
  0.9949E+00  -0.1740E+03   0.2494E+00   0.9102E+00   0.1150E-02   0.6406E+00   0.3393E+08   0.2931E-04   0.6569E+00
  0.1005E+01  -0.1727E+03   0.3401E+00   0.9036E+00   0.1884E-02   0.0000E+00   0.3312E+08   0.7785E-04   0.6553E+00
  0.1015E+01  -0.1720E+03   0.3971E+00   0.9004E+00   0.2166E-02   0.0000E+00   0.3251E+08   0.1019E-03   0.6547E+00
  0.1025E+01  -0.1695E+03   0.2623E+00   0.8877E+00   0.1525E-02   0.0000E+00   0.3134E+08   0.5002E-04   0.6518E+00
  0.1035E+01  -0.1675E+03   0.3294E+00   0.8786E+00   0.2128E-02   0.0000E+00   0.3034E+08   0.9641E-04   0.6499E+00
  0.1045E+01  -0.1659E+03   0.3712E+00   0.8713E+00   0.2182E-02   0.0000E+00   0.2955E+08   0.1004E-03   0.6481E+00
  0.1056E+01  -0.1632E+03   0.3561E+00   0.8555E+00   0.2384E-02   0.0000E+00   0.2839E+08   0.1187E-03   0.6431E+00
  0.1066E+01  -0.1615E+03   0.2913E+00   0.8508E+00   0.2680E-02   0.0000E+00   0.2750E+08   0.1487E-03   0.6439E+00
  0.1076E+01  -0.1592E+03   0.3704E+00   0.8342E+00   0.2646E-02   0.0000E+00   0.2659E+08   0.1436E-03   0.6376E+00
  0.1086E+01  -0.1575E+03   0.3990E+00   0.8228E+00   0.2823E-02   0.0000E+00   0.2586E+08   0.1618E-03   0.6330E+00
  0.1096E+01  -0.1551E+03   0.4150E+00   0.8101E+00   0.3051E-02   0.0000E+00   0.2486E+08   0.1873E-03   0.6300E+00
  0.1106E+01  -0.1526E+03   0.4585E+00   0.7954E+00   0.3349E-02   0.0000E+00   0.2392E+08   0.2236E-03   0.6246E+00
  0.1116E+01  -0.1479E+03   0.1582E+01   0.7632E+00   0.1157E-01   0.0000E+00   0.2240E+08   0.2642E-02   0.6105E+00
  0.1126E+01  -0.1481E+03   0.5174E+00   0.7675E+00   0.4067E-02   0.0000E+00   0.2224E+08   0.3238E-03   0.6142E+00
  0.1136E+01  -0.1461E+03   0.4870E+00   0.7566E+00   0.3942E-02   0.0000E+00   0.2147E+08   0.3015E-03   0.6108E+00
  0.1146E+01  -0.1439E+03   0.3370E+00   0.7422E+00   0.2883E-02   0.0000E+00   0.2068E+08   0.1599E-03   0.6049E+00
  0.1157E+01  -0.1407E+03   0.4833E+00   0.7202E+00   0.4014E-02   0.0000E+00   0.1968E+08   0.3072E-03   0.5954E+00
  0.1167E+01  -0.1371E+03   0.5452E+00   0.7008E+00   0.3773E-02   0.0000E+00   0.1852E+08   0.2690E-03   0.5906E+00
  0.1177E+01  -0.1354E+03   0.4704E+00   0.6865E+00   0.3757E-02   0.0000E+00   0.1796E+08   0.2645E-03   0.5821E+00
  0.1187E+01  -0.1319E+03   0.5068E+00   0.6595E+00   0.4596E-02   0.0000E+00   0.1697E+08   0.3924E-03   0.5668E+00
  0.1197E+01  -0.1302E+03   0.4192E+00   0.6494E+00   0.3721E-02   0.0000E+00   0.1642E+08   0.2550E-03   0.5618E+00
  0.1207E+01  -0.1272E+03   0.3842E+00   0.6252E+00   0.3617E-02   0.0000E+00   0.1557E+08   0.2390E-03   0.5476E+00
  0.1217E+01  -0.1251E+03   0.6803E+00   0.6161E+00   0.5065E-02   0.0000E+00   0.1493E+08   0.4648E-03   0.5461E+00
  0.1227E+01  -0.1227E+03   0.5401E+00   0.5951E+00   0.4118E-02   0.0000E+00   0.1428E+08   0.3046E-03   0.5316E+00
  0.1237E+01  -0.1207E+03   0.4618E+00   0.5784E+00   0.4333E-02   0.0000E+00   0.1374E+08   0.3345E-03   0.5192E+00
  0.1247E+01  -0.1186E+03   0.4397E+00   0.5655E+00   0.4102E-02   0.0000E+00   0.1318E+08   0.2974E-03   0.5129E+00
  0.1258E+01  -0.1164E+03   0.4006E+00   0.5493E+00   0.3700E-02   0.0000E+00   0.1260E+08   0.2400E-03   0.5021E+00
  0.1268E+01  -0.1165E+03   0.1216E+01   0.5500E+00   0.1113E-01   0.0000E+00   0.1253E+08   0.2153E-02   0.4983E+00
  0.1278E+01  -0.1127E+03   0.3723E+00   0.5230E+00   0.4438E-02   0.0000E+00   0.1164E+08   0.3399E-03   0.4839E+00
  0.1288E+01  -0.1103E+03   0.5062E+00   0.5030E+00   0.5230E-02   0.0000E+00   0.1109E+08   0.4683E-03   0.4643E+00
  0.1298E+01  -0.1087E+03   0.3999E+00   0.4929E+00   0.4077E-02   0.0000E+00   0.1068E+08   0.2824E-03   0.4593E+00
  0.1308E+01  -0.1058E+03   0.3243E+00   0.4668E+00   0.3139E-02   0.0000E+00   0.1006E+08   0.1661E-03   0.4332E+00
  0.1318E+01  -0.1040E+03   0.4901E+00   0.4522E+00   0.4946E-02   0.0000E+00   0.9642E+07   0.4092E-03   0.4192E+00
  0.1328E+01  -0.1021E+03   0.4558E+00   0.4404E+00   0.4472E-02   0.0000E+00   0.9215E+07   0.3320E-03   0.4125E+00
  0.1338E+01  -0.1008E+03   0.3214E+00   0.4300E+00   0.3314E-02   0.0000E+00   0.8933E+07   0.1810E-03   0.3989E+00
  0.1348E+01  -0.9912E+02   0.3672E+00   0.4168E+00   0.3728E-02   0.0000E+00   0.8585E+07   0.2272E-03   0.3811E+00
  0.1359E+01  -0.9735E+02   0.2771E+00   0.4023E+00   0.2912E-02   0.0000E+00   0.8211E+07   0.1377E-03   0.3670E+00
  0.1369E+01  -0.1007E+03   0.1914E+01   0.4293E+00   0.1541E-01   0.0000E+00   0.8770E+07   0.3828E-02   0.3932E+00
  0.1379E+01  -0.1322E+03   0.2945E-02   0.6961E+00   0.2302E-04   0.0000E+00   0.1424E+08   0.8477E-08   0.6324E+00
  0.1389E+01  -0.1251E+03   0.1260E-01   0.6465E+00   0.9800E-04   0.0000E+00   0.1275E+08   0.1525E-06   0.6132E+00
  0.1399E+01  -0.1379E+03   0.9943E-03   0.7592E+00   0.5281E-05   0.0000E+00   0.1514E+08   0.4396E-09   0.6561E+00
  0.1409E+01  -0.1379E+03   0.9751E-03   0.7592E+00   0.5166E-05   0.0000E+00   0.1503E+08   0.4177E-09   0.6561E+00
  0.1419E+01  -0.1210E+03   0.6534E-02   0.6435E+00   0.5246E-04   0.0000E+00   0.1166E+08   0.4276E-07   0.6234E+00
  0.1429E+01  -0.9269E+02   0.1573E+01   0.3843E+00   0.1535E-01   0.0000E+00   0.7112E+07   0.3634E-02   0.3617E+00
  0.1439E+01  -0.8690E+02   0.2385E+00   0.3302E+00   0.2669E-02   0.0000E+00   0.6182E+07   0.1092E-03   0.2828E+00
  0.1449E+01  -0.8576E+02   0.2486E+00   0.3210E+00   0.2608E-02   0.0000E+00   0.5986E+07   0.1034E-03   0.2624E+00
  0.1460E+01  -0.8462E+02   0.2412E+00   0.3162E+00   0.2753E-02   0.0000E+00   0.5791E+07   0.1145E-03   0.2577E+00
  0.1470E+01  -0.8419E+02   0.2307E+00   0.3165E+00   0.2270E-02   0.0000E+00   0.5694E+07   0.7728E-04   0.2626E+00
  0.1480E+01  -0.8245E+02   0.2440E+00   0.2995E+00   0.2209E-02   0.0000E+00   0.5411E+07   0.7269E-04   0.2449E+00
  0.1490E+01  -0.8205E+02   0.2033E+00   0.3014E+00   0.2066E-02   0.0000E+00   0.5336E+07   0.6316E-04   0.2430E+00
  0.1500E+01  -0.8124E+02   0.2180E+00   0.2976E+00   0.2136E-02   0.0000E+00   0.5198E+07   0.6706E-04   0.2401E+00
  0.1500E+01  -0.8080E+02   0.2061E+00   0.2910E+00   0.2172E-02   0.0000E+00   0.5135E+07   0.6937E-04   0.2309E+00
  0.1559E+01  -0.7654E+02   0.4111E+00   0.2653E+00   0.2197E-02   0.0000E+00   0.4443E+07   0.6828E-04   0.1905E+00
  0.1619E+01  -0.7137E+02   0.1512E+00   0.2387E+00   0.1403E-02   0.0000E+00   0.3730E+07   0.2680E-04   0.1585E+00
  0.1678E+01  -0.6726E+02   0.1327E+00   0.2190E+00   0.1278E-02   0.0000E+00   0.3208E+07   0.2147E-04   0.1217E+00
  0.1738E+01  -0.6411E+02   0.1096E+00   0.2051E+00   0.9758E-03   0.0000E+00   0.2822E+07   0.1208E-04   0.1082E+00
  0.1797E+01  -0.6114E+02   0.1017E+00   0.1950E+00   0.9329E-03   0.0000E+00   0.2493E+07   0.1068E-04   0.9532E-01
  0.1856E+01  -0.5883E+02   0.2628E+00   0.1838E+00   0.8781E-03   0.0000E+00   0.2241E+07   0.9158E-05   0.7962E-01
  0.1916E+01  -0.5593E+02   0.1203E+00   0.1744E+00   0.8414E-03   0.0000E+00   0.1973E+07   0.8149E-05   0.6349E-01
  0.1975E+01  -0.5362E+02   0.9283E-01   0.1676E+00   0.7233E-03   0.0000E+00   0.1766E+07   0.5840E-05   0.7202E-01
  0.2034E+01  -0.5163E+02   0.1140E+00   0.1622E+00   0.7627E-03   0.0000E+00   0.1599E+07   0.6304E-05   0.5445E-01
  0.2094E+01  -0.4953E+02   0.8652E-01   0.1559E+00   0.6556E-03   0.0000E+00   0.1437E+07   0.4527E-05   0.5636E-01
  0.2153E+01  -0.4825E+02   0.1199E+00   0.1513E+00   0.7075E-03   0.0000E+00   0.1329E+07   0.5126E-05   0.5106E-01
  0.2213E+01  -0.4650E+02   0.8611E-01   0.1476E+00   0.5440E-03   0.0000E+00   0.1211E+07   0.2949E-05   0.4160E-01
  0.2272E+01  -0.4493E+02   0.8898E-01   0.1439E+00   0.5160E-03   0.0000E+00   0.1107E+07   0.2584E-05   0.3515E-01
  0.2331E+01  -0.4344E+02   0.8262E-01   0.1407E+00   0.4539E-03   0.0000E+00   0.1014E+07   0.1948E-05   0.4170E-01
  0.2391E+01  -0.4208E+02   0.8773E-01   0.1367E+00   0.3982E-03   0.0000E+00   0.9332E+06   0.1462E-05   0.3202E-01
  0.2450E+01  -0.4122E+02   0.1148E+00   0.1349E+00   0.5508E-03   0.0000E+00   0.8765E+06   0.2730E-05   0.3688E-01
  0.2510E+01  -0.3997E+02   0.8076E-01   0.1332E+00   0.4112E-03   0.0000E+00   0.8111E+06   0.1486E-05   0.3498E-01
  0.2569E+01  -0.3865E+02   0.7237E-01   0.1302E+00   0.3708E-03   0.0000E+00   0.7461E+06   0.1180E-05   0.3207E-01
  0.2628E+01  -0.3774E+02   0.6431E-01   0.1284E+00   0.3911E-03   0.0000E+00   0.6995E+06   0.1283E-05   0.2577E-01
  0.2688E+01  -0.3691E+02   0.1345E+00   0.1254E+00   0.4351E-03   0.0000E+00   0.6572E+06   0.1553E-05   0.2269E-01
  0.2747E+01  -0.3577E+02   0.6271E-01   0.1241E+00   0.3208E-03   0.0000E+00   0.6088E+06   0.8261E-06   0.2275E-01
  0.2807E+01  -0.3482E+02   0.5988E-01   0.1225E+00   0.3088E-03   0.0000E+00   0.5691E+06   0.7490E-06   0.2543E-01
  0.2866E+01  -0.3402E+02   0.6260E-01   0.1213E+00   0.2609E-03   0.0000E+00   0.5354E+06   0.5237E-06   0.2349E-01
  0.2925E+01  -0.3332E+02   0.6290E-01   0.1198E+00   0.3002E-03   0.0000E+00   0.5059E+06   0.6791E-06   0.2735E-01
  0.2985E+01  -0.3270E+02   0.1051E+00   0.1184E+00   0.2861E-03   0.0000E+00   0.4797E+06   0.6047E-06   0.2946E-01
  0.3044E+01  -0.3179E+02   0.7065E-01   0.1170E+00   0.3224E-03   0.0000E+00   0.4489E+06   0.7530E-06   0.2388E-01
  0.3103E+01  -0.3113E+02   0.6294E-01   0.1156E+00   0.3033E-03   0.0000E+00   0.4254E+06   0.6536E-06   0.2038E-01
  0.3163E+01  -0.3059E+02   0.6377E-01   0.1147E+00   0.2622E-03   0.0000E+00   0.4052E+06   0.4794E-06   0.1527E-01
  0.3222E+01  -0.3013E+02   0.1698E+00   0.1142E+00   0.3104E-03   0.0000E+00   0.3885E+06   0.6595E-06   0.2367E-01
  0.3282E+01  -0.2938E+02   0.5420E-01   0.1133E+00   0.2696E-03   0.0000E+00   0.3654E+06   0.4883E-06   0.2401E-01
  0.3341E+01  -0.2869E+02   0.5947E-01   0.1117E+00   0.2513E-03   0.0000E+00   0.3453E+06   0.4169E-06   0.2190E-01
  0.3400E+01  -0.2825E+02   0.5399E-01   0.1113E+00   0.2581E-03   0.0000E+00   0.3310E+06   0.4321E-06   0.1804E-01
  0.3460E+01  -0.2761E+02   0.5562E-01   0.1103E+00   0.2675E-03   0.0000E+00   0.3137E+06   0.4559E-06   0.1704E-01
  0.3519E+01  -0.2749E+02   0.1797E+00   0.1096E+00   0.3119E-03   0.0000E+00   0.3066E+06   0.6096E-06   0.1377E-01
  0.3579E+01  -0.2655E+02   0.5614E-01   0.1089E+00   0.1923E-03   0.0000E+00   0.2852E+06   0.2278E-06   0.2312E-01
  0.3638E+01  -0.2609E+02   0.6477E-01   0.1081E+00   0.2434E-03   0.0000E+00   0.2729E+06   0.3591E-06   0.1943E-01
  0.3697E+01  -0.2563E+02   0.6066E-01   0.1071E+00   0.2272E-03   0.0000E+00   0.2615E+06   0.3079E-06   0.1485E-01
