     MC_step       U_adim       P_adim
        2839   0.2575E+05   0.3642E+03
        2840   0.2600E+05   0.3673E+03
        2841   0.2545E+05   0.3603E+03
        2842   0.2521E+05   0.3573E+03
        2843   0.2530E+05   0.3582E+03
        2844   0.2551E+05   0.3610E+03
        2845   0.2600E+05   0.3675E+03
        2846   0.2481E+05   0.3521E+03
        2847   0.2539E+05   0.3597E+03
        2848   0.2508E+05   0.3558E+03
        2849   0.2556E+05   0.3619E+03
        2850   0.2588E+05   0.3660E+03
        2851   0.2543E+05   0.3600E+03
        2852   0.2577E+05   0.3646E+03
        2853   0.2626E+05   0.3711E+03
        2854   0.2663E+05   0.3758E+03
        2855   0.2709E+05   0.3816E+03
        2856   0.2669E+05   0.3764E+03
        2857   0.2720E+05   0.3829E+03
        2858   0.2637E+05   0.3722E+03
        2859   0.2650E+05   0.3736E+03
        2860   0.2714E+05   0.3819E+03
        2861   0.2758E+05   0.3874E+03
        2862   0.2785E+05   0.3907E+03
        2863   0.2690E+05   0.3783E+03
        2864   0.2690E+05   0.3782E+03
        2865   0.2623E+05   0.3699E+03
        2866   0.2629E+05   0.3709E+03
        2867   0.2651E+05   0.3736E+03
        2868   0.2707E+05   0.3807E+03
        2869   0.2632E+05   0.3712E+03
        2870   0.2586E+05   0.3649E+03
        2871   0.2565E+05   0.3625E+03
        2872   0.2610E+05   0.3683E+03
        2873   0.2663E+05   0.3750E+03
        2874   0.2711E+05   0.3811E+03
        2875   0.2689E+05   0.3785E+03
        2876   0.2662E+05   0.3748E+03
        2877   0.2719E+05   0.3821E+03
        2878   0.2741E+05   0.3849E+03
        2879   0.2615E+05   0.3689E+03
        2880   0.2570E+05   0.3631E+03
        2881   0.2578E+05   0.3641E+03
        2882   0.2540E+05   0.3592E+03
        2883   0.2518E+05   0.3563E+03
        2884   0.2516E+05   0.3561E+03
        2885   0.2527E+05   0.3577E+03
        2886   0.2588E+05   0.3653E+03
        2887   0.2574E+05   0.3635E+03
        2888   0.2515E+05   0.3561E+03
        2889   0.2542E+05   0.3596E+03
        2890   0.2542E+05   0.3596E+03
        2891   0.2575E+05   0.3638E+03
        2892   0.2537E+05   0.3589E+03
        2893   0.2528E+05   0.3577E+03
        2894   0.2476E+05   0.3508E+03
        2895   0.2452E+05   0.3478E+03
        2896   0.2486E+05   0.3520E+03
        2897   0.2445E+05   0.3466E+03
        2898   0.2415E+05   0.3428E+03
        2899   0.2424E+05   0.3439E+03
        2900   0.2368E+05   0.3368E+03
        2901   0.2382E+05   0.3384E+03
        2902   0.2222E+05   0.3179E+03
        2903   0.2282E+05   0.3255E+03
        2904   0.2309E+05   0.3289E+03
        2905   0.2344E+05   0.3332E+03
        2906   0.2349E+05   0.3336E+03
        2907   0.2314E+05   0.3290E+03
        2908   0.2370E+05   0.3360E+03
        2909   0.2330E+05   0.3310E+03
        2910   0.2274E+05   0.3240E+03
        2911   0.2233E+05   0.3188E+03
        2912   0.2283E+05   0.3252E+03
        2913   0.2227E+05   0.3181E+03
        2914   0.2200E+05   0.3147E+03
        2915   0.2235E+05   0.3192E+03
        2916   0.2201E+05   0.3148E+03
        2917   0.2175E+05   0.3115E+03
        2918   0.2097E+05   0.3016E+03
        2919   0.2132E+05   0.3061E+03
        2920   0.2194E+05   0.3139E+03
        2921   0.2212E+05   0.3163E+03
        2922   0.2191E+05   0.3136E+03
        2923   0.2221E+05   0.3173E+03
        2924   0.2250E+05   0.3212E+03
        2925   0.2310E+05   0.3290E+03
        2926   0.2330E+05   0.3315E+03
        2927   0.2300E+05   0.3277E+03
        2928   0.2367E+05   0.3365E+03
        2929   0.2298E+05   0.3275E+03
        2930   0.2352E+05   0.3344E+03
        2931   0.2397E+05   0.3401E+03
        2932   0.2404E+05   0.3413E+03
        2933   0.2401E+05   0.3409E+03
        2934   0.2393E+05   0.3399E+03
        2935   0.2458E+05   0.3480E+03
        2936   0.2443E+05   0.3460E+03
        2937   0.2497E+05   0.3528E+03
        2938   0.2332E+05   0.3319E+03
        2939   0.2343E+05   0.3331E+03
        2940   0.2361E+05   0.3355E+03
        2941   0.2386E+05   0.3387E+03
        2942   0.2371E+05   0.3370E+03
        2943   0.2312E+05   0.3296E+03
        2944   0.2332E+05   0.3321E+03
        2945   0.2339E+05   0.3328E+03
        2946   0.2333E+05   0.3321E+03
        2947   0.2365E+05   0.3362E+03
        2948   0.2375E+05   0.3373E+03
        2949   0.2432E+05   0.3446E+03
        2950   0.2389E+05   0.3391E+03
        2951   0.2375E+05   0.3372E+03
        2952   0.2338E+05   0.3327E+03
        2953   0.2386E+05   0.3390E+03
        2954   0.2443E+05   0.3465E+03
        2955   0.2498E+05   0.3535E+03
        2956   0.2391E+05   0.3396E+03
        2957   0.2325E+05   0.3311E+03
        2958   0.2190E+05   0.3138E+03
        2959   0.2141E+05   0.3075E+03
        2960   0.2193E+05   0.3141E+03
        2961   0.2115E+05   0.3042E+03
        2962   0.2146E+05   0.3081E+03
        2963   0.2215E+05   0.3171E+03
        2964   0.2245E+05   0.3209E+03
        2965   0.2242E+05   0.3206E+03
        2966   0.2189E+05   0.3137E+03
        2967   0.2231E+05   0.3189E+03
        2968   0.2218E+05   0.3173E+03
        2969   0.2213E+05   0.3166E+03
        2970   0.2202E+05   0.3153E+03
        2971   0.2255E+05   0.3220E+03
        2972   0.2230E+05   0.3188E+03
        2973   0.2245E+05   0.3206E+03
        2974   0.2216E+05   0.3169E+03
        2975   0.2210E+05   0.3159E+03
        2976   0.2232E+05   0.3186E+03
        2977   0.2297E+05   0.3269E+03
        2978   0.2339E+05   0.3323E+03
        2979   0.2336E+05   0.3318E+03
        2980   0.2349E+05   0.3337E+03
        2981   0.2407E+05   0.3411E+03
        2982   0.2396E+05   0.3395E+03
        2983   0.2450E+05   0.3460E+03
        2984   0.2447E+05   0.3457E+03
        2985   0.2469E+05   0.3485E+03
        2986   0.2525E+05   0.3557E+03
        2987   0.2376E+05   0.3369E+03
        2988   0.2141E+05   0.3068E+03
        2989   0.2124E+05   0.3046E+03
        2990   0.2122E+05   0.3041E+03
        2991   0.2121E+05   0.3042E+03
        2992   0.2102E+05   0.3017E+03
        2993   0.2089E+05   0.3002E+03
        2994   0.2155E+05   0.3088E+03
        2995   0.2155E+05   0.3089E+03
        2996   0.2201E+05   0.3145E+03
        2997   0.2258E+05   0.3219E+03
        2998   0.2234E+05   0.3190E+03
        2999   0.2290E+05   0.3261E+03
        3000   0.2280E+05   0.3247E+03
