     MC_step       U_adim       P_adim
        1441   0.2207E+05   0.3162E+03
        1442   0.2234E+05   0.3198E+03
        1443   0.2179E+05   0.3128E+03
        1444   0.2248E+05   0.3217E+03
        1445   0.2315E+05   0.3302E+03
        1446   0.2379E+05   0.3383E+03
        1447   0.2408E+05   0.3421E+03
        1448   0.2461E+05   0.3489E+03
        1449   0.2532E+05   0.3582E+03
        1450   0.2522E+05   0.3567E+03
        1451   0.2501E+05   0.3541E+03
        1452   0.2528E+05   0.3573E+03
        1453   0.2521E+05   0.3566E+03
        1454   0.2361E+05   0.3362E+03
        1455   0.2401E+05   0.3415E+03
        1456   0.2415E+05   0.3432E+03
        1457   0.2402E+05   0.3415E+03
        1458   0.2453E+05   0.3481E+03
        1459   0.2489E+05   0.3527E+03
        1460   0.2553E+05   0.3611E+03
        1461   0.2602E+05   0.3673E+03
        1462   0.2507E+05   0.3552E+03
        1463   0.2538E+05   0.3593E+03
        1464   0.2536E+05   0.3589E+03
        1465   0.2566E+05   0.3625E+03
        1466   0.2525E+05   0.3573E+03
        1467   0.2491E+05   0.3531E+03
        1468   0.2443E+05   0.3471E+03
        1469   0.2437E+05   0.3465E+03
        1470   0.2377E+05   0.3388E+03
        1471   0.2390E+05   0.3404E+03
        1472   0.2459E+05   0.3491E+03
        1473   0.2466E+05   0.3500E+03
        1474   0.2518E+05   0.3567E+03
        1475   0.2490E+05   0.3529E+03
        1476   0.2422E+05   0.3444E+03
        1477   0.2335E+05   0.3334E+03
        1478   0.2365E+05   0.3369E+03
        1479   0.2404E+05   0.3417E+03
        1480   0.2443E+05   0.3467E+03
        1481   0.2383E+05   0.3391E+03
        1482   0.2347E+05   0.3345E+03
        1483   0.2316E+05   0.3305E+03
        1484   0.2364E+05   0.3367E+03
        1485   0.2398E+05   0.3408E+03
        1486   0.2395E+05   0.3402E+03
        1487   0.2364E+05   0.3365E+03
        1488   0.2422E+05   0.3440E+03
        1489   0.2414E+05   0.3427E+03
        1490   0.2306E+05   0.3289E+03
        1491   0.2354E+05   0.3353E+03
        1492   0.2331E+05   0.3323E+03
        1493   0.2281E+05   0.3260E+03
        1494   0.2342E+05   0.3338E+03
        1495   0.2377E+05   0.3385E+03
        1496   0.2330E+05   0.3325E+03
        1497   0.2305E+05   0.3290E+03
        1498   0.2366E+05   0.3369E+03
        1499   0.2353E+05   0.3352E+03
        1500   0.2395E+05   0.3402E+03
        1501   0.2414E+05   0.3429E+03
        1502   0.2411E+05   0.3429E+03
        1503   0.2410E+05   0.3425E+03
        1504   0.2315E+05   0.3305E+03
        1505   0.2385E+05   0.3397E+03
        1506   0.2448E+05   0.3476E+03
        1507   0.2464E+05   0.3497E+03
        1508   0.2399E+05   0.3414E+03
        1509   0.2450E+05   0.3478E+03
        1510   0.2439E+05   0.3466E+03
        1511   0.2359E+05   0.3360E+03
        1512   0.2399E+05   0.3413E+03
        1513   0.2436E+05   0.3460E+03
        1514   0.2455E+05   0.3484E+03
        1515   0.2510E+05   0.3555E+03
        1516   0.2543E+05   0.3597E+03
        1517   0.2567E+05   0.3628E+03
        1518   0.2567E+05   0.3629E+03
        1519   0.2552E+05   0.3609E+03
        1520   0.2592E+05   0.3660E+03
        1521   0.2569E+05   0.3631E+03
        1522   0.2568E+05   0.3630E+03
        1523   0.2503E+05   0.3546E+03
        1524   0.2559E+05   0.3619E+03
        1525   0.2611E+05   0.3683E+03
        1526   0.2597E+05   0.3667E+03
        1527   0.2579E+05   0.3645E+03
        1528   0.2617E+05   0.3694E+03
        1529   0.2656E+05   0.3744E+03
        1530   0.2704E+05   0.3804E+03
        1531   0.2734E+05   0.3846E+03
        1532   0.2774E+05   0.3897E+03
        1533   0.2841E+05   0.3983E+03
        1534   0.2786E+05   0.3914E+03
        1535   0.2839E+05   0.3981E+03
        1536   0.2901E+05   0.4062E+03
        1537   0.2943E+05   0.4115E+03
        1538   0.2978E+05   0.4161E+03
        1539   0.2915E+05   0.4080E+03
        1540   0.2829E+05   0.3970E+03
        1541   0.2875E+05   0.4031E+03
        1542   0.2842E+05   0.3987E+03
        1543   0.2866E+05   0.4015E+03
        1544   0.2850E+05   0.3994E+03
        1545   0.2877E+05   0.4028E+03
        1546   0.2870E+05   0.4020E+03
        1547   0.2887E+05   0.4043E+03
        1548   0.2767E+05   0.3893E+03
        1549   0.2661E+05   0.3757E+03
        1550   0.2709E+05   0.3821E+03
        1551   0.2775E+05   0.3905E+03
        1552   0.2823E+05   0.3967E+03
        1553   0.2699E+05   0.3808E+03
        1554   0.2731E+05   0.3850E+03
        1555   0.2742E+05   0.3865E+03
        1556   0.2772E+05   0.3903E+03
        1557   0.2721E+05   0.3838E+03
        1558   0.2750E+05   0.3872E+03
        1559   0.2695E+05   0.3802E+03
        1560   0.2749E+05   0.3871E+03
        1561   0.2803E+05   0.3942E+03
        1562   0.2807E+05   0.3946E+03
        1563   0.2787E+05   0.3918E+03
        1564   0.2705E+05   0.3814E+03
        1565   0.2766E+05   0.3891E+03
        1566   0.2661E+05   0.3755E+03
        1567   0.2576E+05   0.3646E+03
        1568   0.2606E+05   0.3682E+03
        1569   0.2627E+05   0.3710E+03
        1570   0.2613E+05   0.3692E+03
        1571   0.2623E+05   0.3704E+03
        1572   0.2641E+05   0.3727E+03
        1573   0.2612E+05   0.3691E+03
        1574   0.2574E+05   0.3641E+03
        1575   0.2558E+05   0.3619E+03
        1576   0.2595E+05   0.3666E+03
        1577   0.2634E+05   0.3716E+03
        1578   0.2593E+05   0.3663E+03
        1579   0.2448E+05   0.3477E+03
        1580   0.2468E+05   0.3504E+03
        1581   0.2513E+05   0.3561E+03
        1582   0.2578E+05   0.3646E+03
        1583   0.2600E+05   0.3675E+03
        1584   0.2654E+05   0.3745E+03
        1585   0.2632E+05   0.3716E+03
        1586   0.2522E+05   0.3575E+03
        1587   0.2549E+05   0.3607E+03
        1588   0.2503E+05   0.3546E+03
        1589   0.2463E+05   0.3496E+03
        1590   0.2439E+05   0.3463E+03
        1591   0.2461E+05   0.3492E+03
        1592   0.2390E+05   0.3400E+03
        1593   0.2392E+05   0.3401E+03
        1594   0.2285E+05   0.3264E+03
        1595   0.2312E+05   0.3300E+03
        1596   0.2247E+05   0.3218E+03
        1597   0.2269E+05   0.3246E+03
        1598   0.2257E+05   0.3230E+03
        1599   0.2259E+05   0.3233E+03
        1600   0.2270E+05   0.3246E+03
        1601   0.2301E+05   0.3286E+03
        1602   0.2229E+05   0.3194E+03
        1603   0.2265E+05   0.3238E+03
        1604   0.2303E+05   0.3286E+03
        1605   0.2341E+05   0.3332E+03
        1606   0.2339E+05   0.3331E+03
        1607   0.2365E+05   0.3362E+03
        1608   0.2345E+05   0.3337E+03
        1609   0.2308E+05   0.3290E+03
        1610   0.2336E+05   0.3325E+03
        1611   0.2276E+05   0.3247E+03
        1612   0.2285E+05   0.3260E+03
        1613   0.2295E+05   0.3272E+03
        1614   0.2266E+05   0.3236E+03
        1615   0.2228E+05   0.3187E+03
        1616   0.2262E+05   0.3231E+03
        1617   0.2236E+05   0.3200E+03
        1618   0.2198E+05   0.3152E+03
        1619   0.2226E+05   0.3186E+03
        1620   0.2262E+05   0.3232E+03
        1621   0.2332E+05   0.3321E+03
        1622   0.2343E+05   0.3336E+03
        1623   0.2255E+05   0.3221E+03
        1624   0.2323E+05   0.3308E+03
        1625   0.2355E+05   0.3348E+03
        1626   0.2295E+05   0.3272E+03
        1627   0.2329E+05   0.3314E+03
        1628   0.2311E+05   0.3293E+03
        1629   0.2353E+05   0.3347E+03
        1630   0.2372E+05   0.3370E+03
        1631   0.2398E+05   0.3405E+03
        1632   0.2396E+05   0.3402E+03
        1633   0.2416E+05   0.3428E+03
        1634   0.2391E+05   0.3396E+03
        1635   0.2351E+05   0.3345E+03
        1636   0.2420E+05   0.3435E+03
        1637   0.2445E+05   0.3466E+03
        1638   0.2471E+05   0.3499E+03
        1639   0.2440E+05   0.3459E+03
        1640   0.2474E+05   0.3503E+03
        1641   0.2509E+05   0.3547E+03
        1642   0.2511E+05   0.3549E+03
        1643   0.2495E+05   0.3530E+03
        1644   0.2537E+05   0.3585E+03
        1645   0.2566E+05   0.3622E+03
        1646   0.2544E+05   0.3596E+03
        1647   0.2589E+05   0.3655E+03
        1648   0.2582E+05   0.3643E+03
        1649   0.2572E+05   0.3630E+03
        1650   0.2617E+05   0.3690E+03
        1651   0.2668E+05   0.3754E+03
        1652   0.2643E+05   0.3724E+03
        1653   0.2560E+05   0.3618E+03
        1654   0.2607E+05   0.3678E+03
        1655   0.2529E+05   0.3575E+03
        1656   0.2489E+05   0.3523E+03
        1657   0.2470E+05   0.3498E+03
        1658   0.2499E+05   0.3535E+03
        1659   0.2502E+05   0.3538E+03
        1660   0.2524E+05   0.3566E+03
        1661   0.2566E+05   0.3619E+03
        1662   0.2602E+05   0.3666E+03
        1663   0.2648E+05   0.3724E+03
        1664   0.2630E+05   0.3705E+03
        1665   0.2593E+05   0.3657E+03
        1666   0.2594E+05   0.3658E+03
        1667   0.2568E+05   0.3624E+03
        1668   0.2474E+05   0.3505E+03
        1669   0.2517E+05   0.3558E+03
        1670   0.2490E+05   0.3524E+03
        1671   0.2509E+05   0.3549E+03
        1672   0.2392E+05   0.3400E+03
        1673   0.2318E+05   0.3306E+03
        1674   0.2289E+05   0.3270E+03
        1675   0.2285E+05   0.3265E+03
        1676   0.2319E+05   0.3308E+03
        1677   0.2314E+05   0.3301E+03
        1678   0.2329E+05   0.3322E+03
        1679   0.2309E+05   0.3298E+03
        1680   0.2323E+05   0.3315E+03
        1681   0.2359E+05   0.3362E+03
        1682   0.2372E+05   0.3379E+03
        1683   0.2426E+05   0.3449E+03
        1684   0.2434E+05   0.3460E+03
        1685   0.2449E+05   0.3480E+03
        1686   0.2440E+05   0.3468E+03
        1687   0.2475E+05   0.3513E+03
        1688   0.2499E+05   0.3545E+03
        1689   0.2535E+05   0.3593E+03
        1690   0.2568E+05   0.3635E+03
        1691   0.2584E+05   0.3654E+03
        1692   0.2601E+05   0.3678E+03
        1693   0.2620E+05   0.3703E+03
        1694   0.2603E+05   0.3680E+03
        1695   0.2645E+05   0.3735E+03
        1696   0.2667E+05   0.3765E+03
        1697   0.2650E+05   0.3738E+03
        1698   0.2584E+05   0.3655E+03
        1699   0.2539E+05   0.3599E+03
        1700   0.2569E+05   0.3636E+03
        1701   0.2487E+05   0.3532E+03
        1702   0.2473E+05   0.3514E+03
        1703   0.2480E+05   0.3520E+03
        1704   0.2365E+05   0.3373E+03
        1705   0.2289E+05   0.3276E+03
        1706   0.2294E+05   0.3283E+03
        1707   0.2344E+05   0.3347E+03
        1708   0.2382E+05   0.3397E+03
        1709   0.2379E+05   0.3392E+03
        1710   0.2346E+05   0.3351E+03
        1711   0.2275E+05   0.3260E+03
        1712   0.2285E+05   0.3271E+03
        1713   0.2304E+05   0.3295E+03
        1714   0.2309E+05   0.3300E+03
        1715   0.2287E+05   0.3272E+03
        1716   0.2293E+05   0.3277E+03
        1717   0.2333E+05   0.3329E+03
        1718   0.2246E+05   0.3218E+03
        1719   0.2282E+05   0.3262E+03
        1720   0.2310E+05   0.3298E+03
        1721   0.2358E+05   0.3357E+03
        1722   0.2424E+05   0.3443E+03
        1723   0.2447E+05   0.3468E+03
        1724   0.2473E+05   0.3502E+03
        1725   0.2443E+05   0.3463E+03
        1726   0.2464E+05   0.3489E+03
        1727   0.2428E+05   0.3442E+03
        1728   0.2415E+05   0.3425E+03
        1729   0.2413E+05   0.3422E+03
        1730   0.2390E+05   0.3392E+03
        1731   0.2418E+05   0.3429E+03
        1732   0.2466E+05   0.3489E+03
        1733   0.2501E+05   0.3534E+03
        1734   0.2483E+05   0.3508E+03
        1735   0.2532E+05   0.3575E+03
        1736   0.2422E+05   0.3434E+03
        1737   0.2357E+05   0.3352E+03
        1738   0.2415E+05   0.3430E+03
        1739   0.2422E+05   0.3438E+03
        1740   0.2412E+05   0.3428E+03
        1741   0.2432E+05   0.3455E+03
        1742   0.2477E+05   0.3510E+03
        1743   0.2515E+05   0.3560E+03
        1744   0.2462E+05   0.3494E+03
        1745   0.2484E+05   0.3521E+03
        1746   0.2492E+05   0.3533E+03
        1747   0.2547E+05   0.3604E+03
        1748   0.2588E+05   0.3655E+03
        1749   0.2574E+05   0.3639E+03
        1750   0.2585E+05   0.3657E+03
        1751   0.2486E+05   0.3532E+03
        1752   0.2538E+05   0.3601E+03
        1753   0.2447E+05   0.3483E+03
        1754   0.2382E+05   0.3398E+03
        1755   0.2351E+05   0.3360E+03
        1756   0.2383E+05   0.3399E+03
        1757   0.2391E+05   0.3408E+03
        1758   0.2328E+05   0.3329E+03
        1759   0.2224E+05   0.3194E+03
        1760   0.2239E+05   0.3212E+03
        1761   0.2233E+05   0.3205E+03
        1762   0.2140E+05   0.3086E+03
        1763   0.2123E+05   0.3063E+03
        1764   0.2147E+05   0.3095E+03
        1765   0.2115E+05   0.3056E+03
        1766   0.2143E+05   0.3091E+03
        1767   0.2158E+05   0.3109E+03
        1768   0.2102E+05   0.3035E+03
        1769   0.2129E+05   0.3071E+03
        1770   0.2139E+05   0.3082E+03
        1771   0.2166E+05   0.3118E+03
        1772   0.2181E+05   0.3138E+03
        1773   0.2208E+05   0.3172E+03
        1774   0.2260E+05   0.3238E+03
        1775   0.2269E+05   0.3251E+03
        1776   0.2271E+05   0.3253E+03
        1777   0.2245E+05   0.3217E+03
        1778   0.2185E+05   0.3140E+03
        1779   0.2225E+05   0.3191E+03
        1780   0.2196E+05   0.3153E+03
        1781   0.2163E+05   0.3112E+03
        1782   0.2193E+05   0.3151E+03
        1783   0.2149E+05   0.3093E+03
        1784   0.2204E+05   0.3163E+03
        1785   0.2176E+05   0.3127E+03
        1786   0.2202E+05   0.3162E+03
        1787   0.2266E+05   0.3244E+03
        1788   0.2329E+05   0.3326E+03
        1789   0.2353E+05   0.3356E+03
        1790   0.2343E+05   0.3341E+03
        1791   0.2374E+05   0.3381E+03
        1792   0.2390E+05   0.3403E+03
        1793   0.2257E+05   0.3233E+03
        1794   0.2287E+05   0.3273E+03
        1795   0.2305E+05   0.3297E+03
        1796   0.2329E+05   0.3331E+03
        1797   0.2290E+05   0.3283E+03
        1798   0.2305E+05   0.3302E+03
        1799   0.2368E+05   0.3382E+03
        1800   0.2420E+05   0.3448E+03
        1801   0.2340E+05   0.3345E+03
        1802   0.2377E+05   0.3391E+03
        1803   0.2324E+05   0.3326E+03
        1804   0.2386E+05   0.3402E+03
        1805   0.2433E+05   0.3464E+03
        1806   0.2465E+05   0.3505E+03
        1807   0.2421E+05   0.3450E+03
        1808   0.2431E+05   0.3464E+03
        1809   0.2456E+05   0.3494E+03
        1810   0.2458E+05   0.3499E+03
        1811   0.2518E+05   0.3572E+03
        1812   0.2584E+05   0.3656E+03
        1813   0.2528E+05   0.3584E+03
        1814   0.2493E+05   0.3541E+03
        1815   0.2552E+05   0.3615E+03
        1816   0.2419E+05   0.3444E+03
        1817   0.2328E+05   0.3328E+03
        1818   0.2366E+05   0.3376E+03
        1819   0.2430E+05   0.3458E+03
        1820   0.2432E+05   0.3459E+03
        1821   0.2335E+05   0.3333E+03
        1822   0.2370E+05   0.3377E+03
        1823   0.2357E+05   0.3361E+03
        1824   0.2406E+05   0.3424E+03
        1825   0.2451E+05   0.3481E+03
        1826   0.2474E+05   0.3512E+03
        1827   0.2533E+05   0.3585E+03
        1828   0.2534E+05   0.3589E+03
        1829   0.2573E+05   0.3640E+03
        1830   0.2617E+05   0.3698E+03
        1831   0.2632E+05   0.3718E+03
        1832   0.2673E+05   0.3769E+03
        1833   0.2694E+05   0.3796E+03
        1834   0.2724E+05   0.3836E+03
        1835   0.2740E+05   0.3854E+03
        1836   0.2779E+05   0.3904E+03
        1837   0.2742E+05   0.3857E+03
        1838   0.2650E+05   0.3739E+03
        1839   0.2675E+05   0.3770E+03
        1840   0.2661E+05   0.3753E+03
        1841   0.2645E+05   0.3730E+03
        1842   0.2647E+05   0.3734E+03
        1843   0.2615E+05   0.3690E+03
        1844   0.2573E+05   0.3636E+03
        1845   0.2559E+05   0.3618E+03
        1846   0.2596E+05   0.3664E+03
        1847   0.2631E+05   0.3710E+03
        1848   0.2642E+05   0.3724E+03
        1849   0.2655E+05   0.3742E+03
        1850   0.2590E+05   0.3659E+03
        1851   0.2647E+05   0.3731E+03
        1852   0.2678E+05   0.3772E+03
        1853   0.2747E+05   0.3860E+03
        1854   0.2724E+05   0.3827E+03
        1855   0.2661E+05   0.3747E+03
        1856   0.2640E+05   0.3721E+03
        1857   0.2698E+05   0.3795E+03
        1858   0.2611E+05   0.3682E+03
        1859   0.2665E+05   0.3750E+03
        1860   0.2633E+05   0.3710E+03
        1861   0.2676E+05   0.3764E+03
        1862   0.2648E+05   0.3729E+03
        1863   0.2703E+05   0.3796E+03
        1864   0.2772E+05   0.3885E+03
        1865   0.2761E+05   0.3869E+03
        1866   0.2717E+05   0.3815E+03
        1867   0.2565E+05   0.3621E+03
        1868   0.2488E+05   0.3522E+03
        1869   0.2487E+05   0.3521E+03
        1870   0.2493E+05   0.3530E+03
        1871   0.2532E+05   0.3579E+03
        1872   0.2524E+05   0.3571E+03
        1873   0.2384E+05   0.3394E+03
        1874   0.2383E+05   0.3393E+03
        1875   0.2375E+05   0.3380E+03
        1876   0.2321E+05   0.3311E+03
        1877   0.2220E+05   0.3183E+03
        1878   0.2127E+05   0.3063E+03
        1879   0.2135E+05   0.3074E+03
        1880   0.2108E+05   0.3039E+03
        1881   0.2169E+05   0.3117E+03
        1882   0.2214E+05   0.3172E+03
        1883   0.2235E+05   0.3198E+03
        1884   0.2156E+05   0.3099E+03
        1885   0.2158E+05   0.3102E+03
        1886   0.2191E+05   0.3144E+03
        1887   0.2239E+05   0.3206E+03
        1888   0.2257E+05   0.3226E+03
        1889   0.2307E+05   0.3287E+03
        1890   0.2299E+05   0.3280E+03
        1891   0.2265E+05   0.3235E+03
        1892   0.2316E+05   0.3300E+03
        1893   0.2273E+05   0.3245E+03
        1894   0.2183E+05   0.3132E+03
        1895   0.2215E+05   0.3171E+03
        1896   0.2235E+05   0.3198E+03
        1897   0.2205E+05   0.3159E+03
        1898   0.2240E+05   0.3204E+03
        1899   0.2280E+05   0.3256E+03
        1900   0.2277E+05   0.3252E+03
        1901   0.2221E+05   0.3181E+03
        1902   0.2243E+05   0.3210E+03
        1903   0.2290E+05   0.3271E+03
        1904   0.2338E+05   0.3332E+03
        1905   0.2357E+05   0.3354E+03
        1906   0.2399E+05   0.3408E+03
        1907   0.2320E+05   0.3306E+03
        1908   0.2371E+05   0.3373E+03
        1909   0.2436E+05   0.3455E+03
        1910   0.2391E+05   0.3397E+03
        1911   0.2406E+05   0.3414E+03
        1912   0.2376E+05   0.3379E+03
        1913   0.2298E+05   0.3279E+03
        1914   0.2238E+05   0.3204E+03
        1915   0.2279E+05   0.3259E+03
        1916   0.2318E+05   0.3308E+03
        1917   0.2309E+05   0.3296E+03
        1918   0.2305E+05   0.3292E+03
        1919   0.2331E+05   0.3322E+03
        1920   0.2352E+05   0.3350E+03
        1921   0.2271E+05   0.3247E+03
        1922   0.2288E+05   0.3269E+03
        1923   0.2331E+05   0.3323E+03
        1924   0.2272E+05   0.3246E+03
        1925   0.2288E+05   0.3266E+03
        1926   0.2235E+05   0.3200E+03
        1927   0.2275E+05   0.3254E+03
        1928   0.2341E+05   0.3337E+03
        1929   0.2270E+05   0.3244E+03
        1930   0.2199E+05   0.3152E+03
        1931   0.2160E+05   0.3099E+03
        1932   0.2197E+05   0.3147E+03
        1933   0.2223E+05   0.3179E+03
        1934   0.2215E+05   0.3169E+03
        1935   0.2227E+05   0.3187E+03
        1936   0.2255E+05   0.3222E+03
        1937   0.2277E+05   0.3250E+03
        1938   0.2233E+05   0.3192E+03
        1939   0.2134E+05   0.3066E+03
        1940   0.2123E+05   0.3051E+03
        1941   0.2165E+05   0.3104E+03
        1942   0.2196E+05   0.3141E+03
        1943   0.2211E+05   0.3160E+03
        1944   0.2247E+05   0.3208E+03
        1945   0.2255E+05   0.3219E+03
        1946   0.2208E+05   0.3160E+03
        1947   0.2188E+05   0.3133E+03
        1948   0.2236E+05   0.3194E+03
        1949   0.2301E+05   0.3278E+03
        1950   0.2297E+05   0.3274E+03
        1951   0.2336E+05   0.3325E+03
        1952   0.2328E+05   0.3317E+03
        1953   0.2366E+05   0.3367E+03
        1954   0.2429E+05   0.3448E+03
        1955   0.2393E+05   0.3402E+03
        1956   0.2388E+05   0.3397E+03
        1957   0.2431E+05   0.3455E+03
        1958   0.2407E+05   0.3420E+03
        1959   0.2243E+05   0.3208E+03
        1960   0.2286E+05   0.3263E+03
        1961   0.2310E+05   0.3295E+03
        1962   0.2244E+05   0.3210E+03
        1963   0.2256E+05   0.3226E+03
        1964   0.2254E+05   0.3226E+03
        1965   0.2298E+05   0.3282E+03
        1966   0.2299E+05   0.3280E+03
        1967   0.2327E+05   0.3316E+03
        1968   0.2296E+05   0.3273E+03
        1969   0.2290E+05   0.3264E+03
        1970   0.2214E+05   0.3168E+03
        1971   0.2225E+05   0.3181E+03
        1972   0.2201E+05   0.3154E+03
        1973   0.2200E+05   0.3153E+03
        1974   0.2186E+05   0.3136E+03
        1975   0.2179E+05   0.3127E+03
        1976   0.2195E+05   0.3145E+03
        1977   0.2177E+05   0.3122E+03
        1978   0.2123E+05   0.3052E+03
        1979   0.2113E+05   0.3040E+03
        1980   0.2113E+05   0.3041E+03
        1981   0.2141E+05   0.3075E+03
        1982   0.2151E+05   0.3090E+03
        1983   0.2210E+05   0.3166E+03
        1984   0.2215E+05   0.3172E+03
        1985   0.2237E+05   0.3201E+03
        1986   0.2270E+05   0.3245E+03
        1987   0.2228E+05   0.3189E+03
        1988   0.2230E+05   0.3193E+03
        1989   0.2169E+05   0.3115E+03
        1990   0.2122E+05   0.3054E+03
        1991   0.2187E+05   0.3139E+03
        1992   0.2196E+05   0.3149E+03
        1993   0.2248E+05   0.3216E+03
        1994   0.2287E+05   0.3267E+03
        1995   0.2286E+05   0.3265E+03
        1996   0.2281E+05   0.3257E+03
        1997   0.2241E+05   0.3206E+03
        1998   0.2242E+05   0.3207E+03
        1999   0.2200E+05   0.3154E+03
        2000   0.2099E+05   0.3023E+03
        2001   0.2118E+05   0.3049E+03
        2002   0.2135E+05   0.3071E+03
        2003   0.2082E+05   0.3005E+03
        2004   0.2114E+05   0.3046E+03
        2005   0.2145E+05   0.3088E+03
        2006   0.2176E+05   0.3127E+03
        2007   0.2183E+05   0.3136E+03
        2008   0.2243E+05   0.3213E+03
        2009   0.2271E+05   0.3250E+03
        2010   0.2329E+05   0.3324E+03
        2011   0.2377E+05   0.3384E+03
        2012   0.2378E+05   0.3386E+03
        2013   0.2431E+05   0.3452E+03
        2014   0.2433E+05   0.3456E+03
        2015   0.2500E+05   0.3541E+03
        2016   0.2522E+05   0.3570E+03
        2017   0.2442E+05   0.3467E+03
        2018   0.2489E+05   0.3528E+03
        2019   0.2501E+05   0.3543E+03
        2020   0.2523E+05   0.3572E+03
        2021   0.2584E+05   0.3649E+03
        2022   0.2521E+05   0.3568E+03
        2023   0.2515E+05   0.3563E+03
        2024   0.2551E+05   0.3610E+03
        2025   0.2615E+05   0.3689E+03
        2026   0.2660E+05   0.3747E+03
        2027   0.2723E+05   0.3827E+03
        2028   0.2630E+05   0.3708E+03
        2029   0.2625E+05   0.3704E+03
        2030   0.2658E+05   0.3748E+03
        2031   0.2668E+05   0.3760E+03
        2032   0.2705E+05   0.3808E+03
        2033   0.2732E+05   0.3842E+03
        2034   0.2761E+05   0.3879E+03
        2035   0.2740E+05   0.3852E+03
        2036   0.2676E+05   0.3767E+03
        2037   0.2666E+05   0.3754E+03
        2038   0.2631E+05   0.3709E+03
        2039   0.2540E+05   0.3591E+03
        2040   0.2583E+05   0.3646E+03
        2041   0.2620E+05   0.3694E+03
        2042   0.2604E+05   0.3677E+03
        2043   0.2576E+05   0.3641E+03
        2044   0.2610E+05   0.3685E+03
        2045   0.2597E+05   0.3671E+03
        2046   0.2610E+05   0.3688E+03
        2047   0.2606E+05   0.3681E+03
        2048   0.2654E+05   0.3741E+03
        2049   0.2682E+05   0.3774E+03
        2050   0.2731E+05   0.3837E+03
        2051   0.2763E+05   0.3877E+03
        2052   0.2784E+05   0.3902E+03
        2053   0.2817E+05   0.3946E+03
        2054   0.2726E+05   0.3829E+03
        2055   0.2787E+05   0.3906E+03
        2056   0.2836E+05   0.3968E+03
        2057   0.2818E+05   0.3943E+03
        2058   0.2817E+05   0.3943E+03
        2059   0.2882E+05   0.4025E+03
        2060   0.2869E+05   0.4005E+03
        2061   0.2884E+05   0.4025E+03
        2062   0.2843E+05   0.3974E+03
        2063   0.2831E+05   0.3958E+03
        2064   0.2822E+05   0.3947E+03
        2065   0.2754E+05   0.3860E+03
        2066   0.2665E+05   0.3747E+03
        2067   0.2640E+05   0.3714E+03
        2068   0.2518E+05   0.3559E+03
        2069   0.2468E+05   0.3494E+03
        2070   0.2385E+05   0.3388E+03
        2071   0.2386E+05   0.3389E+03
        2072   0.2383E+05   0.3387E+03
        2073   0.2389E+05   0.3393E+03
        2074   0.2396E+05   0.3403E+03
        2075   0.2412E+05   0.3422E+03
        2076   0.2452E+05   0.3473E+03
        2077   0.2513E+05   0.3551E+03
        2078   0.2556E+05   0.3608E+03
        2079   0.2607E+05   0.3673E+03
        2080   0.2578E+05   0.3639E+03
        2081   0.2601E+05   0.3666E+03
        2082   0.2555E+05   0.3605E+03
        2083   0.2578E+05   0.3635E+03
        2084   0.2587E+05   0.3650E+03
        2085   0.2544E+05   0.3596E+03
        2086   0.2535E+05   0.3589E+03
        2087   0.2494E+05   0.3538E+03
        2088   0.2516E+05   0.3566E+03
        2089   0.2532E+05   0.3588E+03
        2090   0.2555E+05   0.3615E+03
        2091   0.2478E+05   0.3517E+03
        2092   0.2446E+05   0.3476E+03
        2093   0.2373E+05   0.3382E+03
        2094   0.2362E+05   0.3368E+03
        2095   0.2341E+05   0.3341E+03
        2096   0.2229E+05   0.3197E+03
        2097   0.2277E+05   0.3256E+03
        2098   0.2300E+05   0.3287E+03
        2099   0.2223E+05   0.3192E+03
        2100   0.2251E+05   0.3226E+03
        2101   0.2288E+05   0.3274E+03
        2102   0.2294E+05   0.3281E+03
        2103   0.2285E+05   0.3269E+03
        2104   0.2312E+05   0.3304E+03
        2105   0.2324E+05   0.3318E+03
        2106   0.2394E+05   0.3406E+03
        2107   0.2430E+05   0.3453E+03
        2108   0.2385E+05   0.3397E+03
        2109   0.2439E+05   0.3466E+03
        2110   0.2469E+05   0.3504E+03
        2111   0.2525E+05   0.3576E+03
        2112   0.2555E+05   0.3613E+03
        2113   0.2570E+05   0.3633E+03
        2114   0.2601E+05   0.3672E+03
        2115   0.2583E+05   0.3650E+03
        2116   0.2566E+05   0.3628E+03
        2117   0.2560E+05   0.3616E+03
        2118   0.2576E+05   0.3638E+03
        2119   0.2493E+05   0.3529E+03
        2120   0.2537E+05   0.3587E+03
        2121   0.2381E+05   0.3388E+03
        2122   0.2372E+05   0.3374E+03
        2123   0.2408E+05   0.3420E+03
        2124   0.2470E+05   0.3497E+03
        2125   0.2407E+05   0.3419E+03
        2126   0.2424E+05   0.3442E+03
        2127   0.2312E+05   0.3299E+03
        2128   0.2303E+05   0.3288E+03
        2129   0.2353E+05   0.3352E+03
        2130   0.2353E+05   0.3353E+03
        2131   0.2305E+05   0.3290E+03
        2132   0.2328E+05   0.3318E+03
        2133   0.2327E+05   0.3316E+03
        2134   0.2327E+05   0.3318E+03
        2135   0.2227E+05   0.3188E+03
        2136   0.2111E+05   0.3041E+03
        2137   0.2134E+05   0.3072E+03
        2138   0.2132E+05   0.3067E+03
        2139   0.2083E+05   0.3005E+03
